vector,frame,subframe,field,expected,got,delta,notes
PITCH,495,-1,top_open_loop,30,30,0,range_ok
PITCH,496,-1,top_open_loop,30,30,0,range_ok
PITCH,497,-1,top_open_loop,30,30,0,range_ok
PITCH,498,-1,top_open_loop,30,30,0,range_ok
PITCH,499,-1,top_open_loop,23,39,16,mismatch
PITCH,500,-1,top_open_loop,30,30,0,range_ok
PITCH,501,-1,top_open_loop,30,30,0,range_ok
PITCH,502,-1,top_open_loop,30,30,0,range_ok
PITCH,503,-1,top_open_loop,30,30,0,range_ok
PITCH,504,-1,top_open_loop,30,30,0,range_ok
PITCH,505,-1,top_open_loop,30,30,0,range_ok
PITCH,506,-1,top_open_loop,20,20,0,range_ok
PITCH,507,-1,top_open_loop,30,30,0,range_ok
PITCH,508,-1,top_open_loop,30,30,0,range_ok
PITCH,509,-1,top_open_loop,30,30,0,range_ok
PITCH,510,-1,top_open_loop,30,30,0,range_ok
PITCH,511,-1,top_open_loop,30,30,0,range_ok
PITCH,512,-1,top_open_loop,143,74,-69,mismatch
PITCH,513,-1,top_open_loop,31,31,0,range_ok
PITCH,514,-1,top_open_loop,31,31,0,range_ok
PITCH,515,-1,top_open_loop,31,31,0,range_ok
PITCH,516,-1,top_open_loop,31,31,0,range_ok
PITCH,517,-1,top_open_loop,31,31,0,range_ok
PITCH,518,-1,top_open_loop,36,32,-4,mismatch
PITCH,519,-1,top_open_loop,138,137,-1,mismatch
PITCH,520,-1,top_open_loop,31,31,0,range_ok
PITCH,521,-1,top_open_loop,31,31,0,range_ok
PITCH,522,-1,top_open_loop,31,31,0,range_ok
PITCH,523,-1,top_open_loop,31,31,0,range_ok
PITCH,524,-1,top_open_loop,31,31,0,range_ok
PITCH,525,-1,top_open_loop,20,20,0,range_ok
PITCH,526,-1,top_open_loop,31,31,0,range_ok
PITCH,527,-1,top_open_loop,31,31,0,range_ok
PITCH,528,-1,top_open_loop,31,31,0,range_ok
PITCH,529,-1,top_open_loop,31,31,0,range_ok
PITCH,530,-1,top_open_loop,31,31,0,range_ok
PITCH,531,-1,top_open_loop,20,20,0,range_ok
PITCH,532,-1,top_open_loop,32,32,0,range_ok
PITCH,533,-1,top_open_loop,32,32,0,range_ok
PITCH,534,-1,top_open_loop,32,32,0,range_ok
PITCH,535,-1,top_open_loop,32,32,0,range_ok
PITCH,536,-1,top_open_loop,32,32,0,range_ok
PITCH,537,-1,top_open_loop,21,37,16,mismatch
PITCH,538,-1,top_open_loop,139,139,0,range_ok
PITCH,539,-1,top_open_loop,32,32,0,range_ok
PITCH,540,-1,top_open_loop,32,32,0,range_ok
PITCH,541,-1,top_open_loop,32,32,0,range_ok
PITCH,542,-1,top_open_loop,32,32,0,range_ok
PITCH,543,-1,top_open_loop,33,32,-1,mismatch
PITCH,544,-1,top_open_loop,139,139,0,range_ok
PITCH,545,-1,top_open_loop,32,32,0,range_ok
PITCH,546,-1,top_open_loop,32,32,0,range_ok
PITCH,547,-1,top_open_loop,32,32,0,range_ok
PITCH,548,-1,top_open_loop,32,32,0,range_ok
PITCH,549,-1,top_open_loop,32,33,1,mismatch
PITCH,550,-1,top_open_loop,110,77,-33,mismatch
PITCH,551,-1,top_open_loop,33,33,0,range_ok
PITCH,552,-1,top_open_loop,33,33,0,range_ok
PITCH,553,-1,top_open_loop,33,33,0,range_ok
PITCH,554,-1,top_open_loop,33,33,0,range_ok
PITCH,555,-1,top_open_loop,33,33,0,range_ok
PITCH,556,-1,top_open_loop,42,37,-5,mismatch
PITCH,557,-1,top_open_loop,140,140,0,range_ok
PITCH,558,-1,top_open_loop,33,33,0,range_ok
PITCH,559,-1,top_open_loop,33,33,0,range_ok
PITCH,560,-1,top_open_loop,33,33,0,range_ok
PITCH,561,-1,top_open_loop,33,33,0,range_ok
PITCH,562,-1,top_open_loop,33,33,0,range_ok
PITCH,563,-1,top_open_loop,140,140,0,range_ok
PITCH,564,-1,top_open_loop,33,33,0,range_ok
PITCH,565,-1,top_open_loop,33,33,0,range_ok
PITCH,566,-1,top_open_loop,33,33,0,range_ok
PITCH,567,-1,top_open_loop,33,33,0,range_ok
PITCH,568,-1,top_open_loop,33,33,0,range_ok
PITCH,569,-1,top_open_loop,118,49,-69,mismatch
PITCH,570,-1,top_open_loop,34,34,0,range_ok
PITCH,571,-1,top_open_loop,34,34,0,range_ok
PITCH,572,-1,top_open_loop,34,34,0,range_ok
PITCH,573,-1,top_open_loop,34,34,0,range_ok
PITCH,574,-1,top_open_loop,34,34,0,range_ok
PITCH,575,-1,top_open_loop,21,35,14,mismatch
PITCH,576,-1,top_open_loop,141,141,0,range_ok
PITCH,577,-1,top_open_loop,34,34,0,range_ok
PITCH,578,-1,top_open_loop,34,34,0,range_ok
PITCH,579,-1,top_open_loop,34,34,0,range_ok
PITCH,580,-1,top_open_loop,34,34,0,range_ok
PITCH,581,-1,top_open_loop,39,34,-5,mismatch
PITCH,582,-1,top_open_loop,141,141,0,range_ok
PITCH,583,-1,top_open_loop,34,34,0,range_ok
PITCH,584,-1,top_open_loop,34,34,0,range_ok
PITCH,585,-1,top_open_loop,34,34,0,range_ok
PITCH,586,-1,top_open_loop,34,34,0,range_ok
PITCH,587,-1,top_open_loop,35,35,0,range_ok
PITCH,588,-1,top_open_loop,128,20,-108,mismatch
PITCH,589,-1,top_open_loop,35,35,0,range_ok
PITCH,590,-1,top_open_loop,35,35,0,range_ok
PITCH,591,-1,top_open_loop,35,35,0,range_ok
PITCH,592,-1,top_open_loop,35,35,0,range_ok
PITCH,593,-1,top_open_loop,35,35,0,range_ok
PITCH,594,-1,top_open_loop,36,35,-1,mismatch
PITCH,595,-1,top_open_loop,142,20,-122,mismatch
PITCH,596,-1,top_open_loop,35,35,0,range_ok
PITCH,597,-1,top_open_loop,35,35,0,range_ok
PITCH,598,-1,top_open_loop,35,35,0,range_ok
PITCH,599,-1,top_open_loop,35,35,0,range_ok
PITCH,600,-1,top_open_loop,35,35,0,range_ok
PITCH,601,-1,top_open_loop,142,142,0,range_ok
PITCH,602,-1,top_open_loop,35,35,0,range_ok
PITCH,603,-1,top_open_loop,35,35,0,range_ok
PITCH,604,-1,top_open_loop,141,35,-106,mismatch
PITCH,605,-1,top_open_loop,35,35,0,range_ok
PITCH,606,-1,top_open_loop,35,36,1,mismatch
PITCH,607,-1,top_open_loop,22,20,-2,mismatch
PITCH,608,-1,top_open_loop,36,36,0,range_ok
PITCH,609,-1,top_open_loop,108,36,-72,mismatch
PITCH,610,-1,top_open_loop,36,36,0,range_ok
PITCH,611,-1,top_open_loop,36,36,0,range_ok
PITCH,612,-1,top_open_loop,36,36,0,range_ok
PITCH,613,-1,top_open_loop,33,47,14,mismatch
PITCH,614,-1,top_open_loop,36,36,0,range_ok
PITCH,615,-1,top_open_loop,36,36,0,range_ok
PITCH,616,-1,top_open_loop,36,36,0,range_ok
PITCH,617,-1,top_open_loop,36,36,0,range_ok
PITCH,618,-1,top_open_loop,36,36,0,range_ok
PITCH,619,-1,top_open_loop,35,34,-1,mismatch
PITCH,620,-1,top_open_loop,20,20,0,range_ok
PITCH,621,-1,top_open_loop,36,36,0,range_ok
PITCH,622,-1,top_open_loop,36,36,0,range_ok
PITCH,623,-1,top_open_loop,36,36,0,range_ok
PITCH,624,-1,top_open_loop,36,36,0,range_ok
PITCH,625,-1,top_open_loop,36,36,0,range_ok
PITCH,626,-1,top_open_loop,27,32,5,mismatch
PITCH,627,-1,top_open_loop,37,37,0,range_ok
PITCH,628,-1,top_open_loop,37,37,0,range_ok
PITCH,629,-1,top_open_loop,37,37,0,range_ok
PITCH,630,-1,top_open_loop,37,37,0,range_ok
PITCH,631,-1,top_open_loop,37,37,0,range_ok
PITCH,632,-1,top_open_loop,34,49,15,mismatch
PITCH,633,-1,top_open_loop,37,37,0,range_ok
PITCH,634,-1,top_open_loop,37,37,0,range_ok
PITCH,635,-1,top_open_loop,37,37,0,range_ok
PITCH,636,-1,top_open_loop,37,37,0,range_ok
PITCH,637,-1,top_open_loop,37,37,0,range_ok
PITCH,638,-1,top_open_loop,37,37,0,range_ok
PITCH,639,-1,top_open_loop,143,143,0,range_ok
PITCH,640,-1,top_open_loop,37,37,0,range_ok
PITCH,641,-1,top_open_loop,37,37,0,range_ok
PITCH,642,-1,top_open_loop,37,37,0,range_ok
PITCH,643,-1,top_open_loop,37,37,0,range_ok
PITCH,644,-1,top_open_loop,37,38,1,mismatch
PITCH,645,-1,top_open_loop,115,50,-65,mismatch
PITCH,646,-1,top_open_loop,38,38,0,range_ok
PITCH,647,-1,top_open_loop,38,38,0,range_ok
PITCH,648,-1,top_open_loop,38,38,0,range_ok
PITCH,649,-1,top_open_loop,38,38,0,range_ok
PITCH,650,-1,top_open_loop,38,38,0,range_ok
PITCH,651,-1,top_open_loop,36,49,13,mismatch
PITCH,652,-1,top_open_loop,38,38,0,range_ok
PITCH,653,-1,top_open_loop,38,38,0,range_ok
PITCH,654,-1,top_open_loop,38,38,0,range_ok
PITCH,655,-1,top_open_loop,38,38,0,range_ok
PITCH,656,-1,top_open_loop,38,38,0,range_ok
PITCH,657,-1,top_open_loop,38,38,0,range_ok
PITCH,658,-1,top_open_loop,20,143,123,mismatch
PITCH,659,-1,top_open_loop,38,38,0,range_ok
PITCH,660,-1,top_open_loop,38,38,0,range_ok
PITCH,661,-1,top_open_loop,38,38,0,range_ok
PITCH,662,-1,top_open_loop,38,38,0,range_ok
PITCH,663,-1,top_open_loop,38,38,0,range_ok
PITCH,664,-1,top_open_loop,20,20,0,range_ok
PITCH,665,-1,top_open_loop,39,39,0,range_ok
PITCH,666,-1,top_open_loop,39,39,0,range_ok
PITCH,667,-1,top_open_loop,39,39,0,range_ok
PITCH,668,-1,top_open_loop,39,39,0,range_ok
PITCH,669,-1,top_open_loop,117,38,-79,mismatch
PITCH,670,-1,top_open_loop,39,39,0,range_ok
PITCH,671,-1,top_open_loop,143,21,-122,mismatch
PITCH,672,-1,top_open_loop,39,39,0,range_ok
PITCH,673,-1,top_open_loop,39,39,0,range_ok
PITCH,674,-1,top_open_loop,39,39,0,range_ok
PITCH,675,-1,top_open_loop,39,39,0,range_ok
PITCH,676,-1,top_open_loop,39,39,0,range_ok
PITCH,677,-1,top_open_loop,20,20,0,range_ok
PITCH,678,-1,top_open_loop,39,39,0,range_ok
PITCH,679,-1,top_open_loop,39,39,0,range_ok
PITCH,680,-1,top_open_loop,39,39,0,range_ok
PITCH,681,-1,top_open_loop,39,39,0,range_ok
PITCH,682,-1,top_open_loop,39,39,0,range_ok
PITCH,683,-1,top_open_loop,119,20,-99,mismatch
PITCH,684,-1,top_open_loop,40,40,0,range_ok
PITCH,685,-1,top_open_loop,40,40,0,range_ok
PITCH,686,-1,top_open_loop,40,40,0,range_ok
PITCH,687,-1,top_open_loop,40,40,0,range_ok
PITCH,688,-1,top_open_loop,40,40,0,range_ok
PITCH,689,-1,top_open_loop,20,50,30,mismatch
PITCH,690,-1,top_open_loop,40,75,35,mismatch
PITCH,691,-1,top_open_loop,40,40,0,range_ok
PITCH,692,-1,top_open_loop,40,40,0,range_ok
PITCH,693,-1,top_open_loop,40,40,0,range_ok
PITCH,694,-1,top_open_loop,40,40,0,range_ok
PITCH,695,-1,top_open_loop,40,40,0,range_ok
PITCH,696,-1,top_open_loop,21,95,74,mismatch
PITCH,697,-1,top_open_loop,40,40,0,range_ok
PITCH,698,-1,top_open_loop,40,40,0,range_ok
PITCH,699,-1,top_open_loop,40,40,0,range_ok
PITCH,700,-1,top_open_loop,40,40,0,range_ok
PITCH,701,-1,top_open_loop,41,41,0,range_ok
PITCH,702,-1,top_open_loop,118,53,-65,mismatch
PITCH,703,-1,top_open_loop,41,41,0,range_ok
PITCH,704,-1,top_open_loop,41,41,0,range_ok
PITCH,705,-1,top_open_loop,41,41,0,range_ok
PITCH,706,-1,top_open_loop,41,41,0,range_ok
PITCH,707,-1,top_open_loop,41,41,0,range_ok
PITCH,708,-1,top_open_loop,48,42,-6,mismatch
PITCH,709,-1,top_open_loop,21,20,-1,mismatch
PITCH,710,-1,top_open_loop,41,41,0,range_ok
PITCH,711,-1,top_open_loop,41,41,0,range_ok
PITCH,712,-1,top_open_loop,41,41,0,range_ok
PITCH,713,-1,top_open_loop,41,41,0,range_ok
PITCH,714,-1,top_open_loop,21,43,22,mismatch
PITCH,715,-1,top_open_loop,143,22,-121,mismatch
PITCH,716,-1,top_open_loop,41,41,0,range_ok
PITCH,717,-1,top_open_loop,41,41,0,range_ok
PITCH,718,-1,top_open_loop,41,41,0,range_ok
PITCH,719,-1,top_open_loop,41,41,0,range_ok
PITCH,720,-1,top_open_loop,41,41,0,range_ok
PITCH,721,-1,top_open_loop,126,20,-106,mismatch
PITCH,722,-1,top_open_loop,42,42,0,range_ok
PITCH,723,-1,top_open_loop,42,42,0,range_ok
PITCH,724,-1,top_open_loop,42,42,0,range_ok
PITCH,725,-1,top_open_loop,42,42,0,range_ok
PITCH,726,-1,top_open_loop,42,42,0,range_ok
PITCH,727,-1,top_open_loop,47,43,-4,mismatch
PITCH,728,-1,top_open_loop,21,21,0,range_ok
PITCH,729,-1,top_open_loop,42,42,0,range_ok
PITCH,730,-1,top_open_loop,42,42,0,range_ok
PITCH,731,-1,top_open_loop,42,42,0,range_ok
PITCH,732,-1,top_open_loop,42,42,0,range_ok
PITCH,733,-1,top_open_loop,42,42,0,range_ok
PITCH,734,-1,top_open_loop,21,20,-1,mismatch
PITCH,735,-1,top_open_loop,42,42,0,range_ok
PITCH,736,-1,top_open_loop,42,42,0,range_ok
PITCH,737,-1,top_open_loop,42,42,0,range_ok
PITCH,738,-1,top_open_loop,42,42,0,range_ok
PITCH,739,-1,top_open_loop,42,42,0,range_ok
PITCH,740,-1,top_open_loop,27,51,24,mismatch
PITCH,741,-1,top_open_loop,41,82,41,mismatch
PITCH,742,-1,top_open_loop,43,43,0,range_ok
PITCH,743,-1,top_open_loop,43,43,0,range_ok
PITCH,744,-1,top_open_loop,43,43,0,range_ok
PITCH,745,-1,top_open_loop,43,43,0,range_ok
PITCH,746,-1,top_open_loop,21,50,29,mismatch
PITCH,747,-1,top_open_loop,41,25,-16,mismatch
PITCH,748,-1,top_open_loop,43,43,0,range_ok
PITCH,749,-1,top_open_loop,43,43,0,range_ok
PITCH,750,-1,top_open_loop,43,43,0,range_ok
PITCH,751,-1,top_open_loop,43,43,0,range_ok
PITCH,752,-1,top_open_loop,44,43,-1,mismatch
PITCH,753,-1,top_open_loop,21,20,-1,mismatch
PITCH,754,-1,top_open_loop,43,43,0,range_ok
PITCH,755,-1,top_open_loop,43,43,0,range_ok
PITCH,756,-1,top_open_loop,43,43,0,range_ok
PITCH,757,-1,top_open_loop,43,43,0,range_ok
PITCH,758,-1,top_open_loop,130,44,-86,mismatch
PITCH,759,-1,top_open_loop,20,20,0,range_ok
PITCH,760,-1,top_open_loop,44,44,0,range_ok
PITCH,761,-1,top_open_loop,44,44,0,range_ok
PITCH,762,-1,top_open_loop,44,44,0,range_ok
PITCH,763,-1,top_open_loop,44,44,0,range_ok
PITCH,764,-1,top_open_loop,44,44,0,range_ok
PITCH,765,-1,top_open_loop,115,55,-60,mismatch
PITCH,766,-1,top_open_loop,44,44,0,range_ok
PITCH,767,-1,top_open_loop,44,44,0,range_ok
PITCH,768,-1,top_open_loop,44,44,0,range_ok
PITCH,769,-1,top_open_loop,44,44,0,range_ok
PITCH,770,-1,top_open_loop,44,44,0,range_ok
PITCH,771,-1,top_open_loop,44,44,0,range_ok
PITCH,772,-1,top_open_loop,130,20,-110,mismatch
PITCH,773,-1,top_open_loop,44,44,0,range_ok
PITCH,774,-1,top_open_loop,44,44,0,range_ok
PITCH,775,-1,top_open_loop,44,44,0,range_ok
PITCH,776,-1,top_open_loop,45,44,-1,mismatch
PITCH,777,-1,top_open_loop,44,44,0,range_ok
PITCH,778,-1,top_open_loop,36,55,19,mismatch
PITCH,779,-1,top_open_loop,41,83,42,mismatch
PITCH,780,-1,top_open_loop,45,45,0,range_ok
PITCH,781,-1,top_open_loop,45,45,0,range_ok
PITCH,782,-1,top_open_loop,45,45,0,range_ok
PITCH,783,-1,top_open_loop,45,45,0,range_ok
PITCH,784,-1,top_open_loop,116,56,-60,mismatch
PITCH,785,-1,top_open_loop,45,45,0,range_ok
PITCH,786,-1,top_open_loop,45,45,0,range_ok
PITCH,787,-1,top_open_loop,45,45,0,range_ok
PITCH,788,-1,top_open_loop,45,45,0,range_ok
PITCH,789,-1,top_open_loop,45,45,0,range_ok
PITCH,790,-1,top_open_loop,54,48,-6,mismatch
PITCH,791,-1,top_open_loop,21,24,3,mismatch
PITCH,792,-1,top_open_loop,45,45,0,range_ok
PITCH,793,-1,top_open_loop,45,45,0,range_ok
PITCH,794,-1,top_open_loop,45,45,0,range_ok
PITCH,795,-1,top_open_loop,45,45,0,range_ok
PITCH,796,-1,top_open_loop,45,46,1,mismatch
PITCH,797,-1,top_open_loop,132,20,-112,mismatch
PITCH,798,-1,top_open_loop,46,46,0,range_ok
PITCH,799,-1,top_open_loop,46,46,0,range_ok
PITCH,800,-1,top_open_loop,46,46,0,range_ok
PITCH,801,-1,top_open_loop,46,46,0,range_ok
PITCH,802,-1,top_open_loop,46,46,0,range_ok
PITCH,803,-1,top_open_loop,60,53,-7,mismatch
PITCH,804,-1,top_open_loop,41,23,-18,mismatch
PITCH,805,-1,top_open_loop,46,46,0,range_ok
PITCH,806,-1,top_open_loop,46,46,0,range_ok
PITCH,807,-1,top_open_loop,46,46,0,range_ok
PITCH,808,-1,top_open_loop,46,46,0,range_ok
PITCH,809,-1,top_open_loop,46,46,0,range_ok
PITCH,810,-1,top_open_loop,134,20,-114,mismatch
PITCH,811,-1,top_open_loop,46,46,0,range_ok
PITCH,812,-1,top_open_loop,46,46,0,range_ok
PITCH,813,-1,top_open_loop,46,46,0,range_ok
PITCH,814,-1,top_open_loop,46,46,0,range_ok
PITCH,815,-1,top_open_loop,46,46,0,range_ok
PITCH,816,-1,top_open_loop,133,20,-113,mismatch
PITCH,817,-1,top_open_loop,47,47,0,range_ok
PITCH,818,-1,top_open_loop,47,47,0,range_ok
PITCH,819,-1,top_open_loop,47,47,0,range_ok
PITCH,820,-1,top_open_loop,47,47,0,range_ok
PITCH,821,-1,top_open_loop,47,47,0,range_ok
PITCH,822,-1,top_open_loop,61,47,-14,mismatch
PITCH,823,-1,top_open_loop,21,21,0,range_ok
PITCH,824,-1,top_open_loop,47,47,0,range_ok
PITCH,825,-1,top_open_loop,47,47,0,range_ok
PITCH,826,-1,top_open_loop,47,47,0,range_ok
PITCH,827,-1,top_open_loop,47,47,0,range_ok
PITCH,828,-1,top_open_loop,54,47,-7,mismatch
PITCH,829,-1,top_open_loop,21,20,-1,mismatch
PITCH,830,-1,top_open_loop,47,47,0,range_ok
PITCH,831,-1,top_open_loop,47,47,0,range_ok
PITCH,832,-1,top_open_loop,47,47,0,range_ok
PITCH,833,-1,top_open_loop,47,47,0,range_ok
PITCH,834,-1,top_open_loop,47,47,0,range_ok
PITCH,835,-1,top_open_loop,32,54,22,mismatch
PITCH,836,-1,top_open_loop,41,86,45,mismatch
PITCH,837,-1,top_open_loop,48,48,0,range_ok
PITCH,838,-1,top_open_loop,48,48,0,range_ok
PITCH,839,-1,top_open_loop,48,48,0,range_ok
PITCH,840,-1,top_open_loop,48,48,0,range_ok
PITCH,841,-1,top_open_loop,21,59,38,mismatch
PITCH,842,-1,top_open_loop,143,28,-115,mismatch
PITCH,843,-1,top_open_loop,48,48,0,range_ok
PITCH,844,-1,top_open_loop,48,48,0,range_ok
PITCH,845,-1,top_open_loop,48,48,0,range_ok
PITCH,846,-1,top_open_loop,48,48,0,range_ok
PITCH,847,-1,top_open_loop,57,51,-6,mismatch
PITCH,848,-1,top_open_loop,21,21,0,range_ok
PITCH,849,-1,top_open_loop,48,48,0,range_ok
PITCH,850,-1,top_open_loop,48,48,0,range_ok
PITCH,851,-1,top_open_loop,48,48,0,range_ok
PITCH,852,-1,top_open_loop,48,48,0,range_ok
PITCH,853,-1,top_open_loop,48,48,0,range_ok
PITCH,854,-1,top_open_loop,31,57,26,mismatch
PITCH,855,-1,top_open_loop,142,83,-59,mismatch
PITCH,856,-1,top_open_loop,49,49,0,range_ok
PITCH,857,-1,top_open_loop,49,49,0,range_ok
PITCH,858,-1,top_open_loop,49,49,0,range_ok
PITCH,859,-1,top_open_loop,49,49,0,range_ok
PITCH,860,-1,top_open_loop,58,52,-6,mismatch
PITCH,861,-1,top_open_loop,21,20,-1,mismatch
PITCH,862,-1,top_open_loop,49,49,0,range_ok
PITCH,863,-1,top_open_loop,49,49,0,range_ok
PITCH,864,-1,top_open_loop,49,49,0,range_ok
PITCH,865,-1,top_open_loop,49,49,0,range_ok
PITCH,866,-1,top_open_loop,49,49,0,range_ok
PITCH,867,-1,top_open_loop,20,20,0,range_ok
PITCH,868,-1,top_open_loop,48,79,31,mismatch
PITCH,869,-1,top_open_loop,50,50,0,range_ok
PITCH,870,-1,top_open_loop,49,49,0,range_ok
PITCH,871,-1,top_open_loop,49,49,0,range_ok
PITCH,872,-1,top_open_loop,49,50,1,mismatch
PITCH,873,-1,top_open_loop,127,20,-107,mismatch
PITCH,874,-1,top_open_loop,50,50,0,range_ok
PITCH,875,-1,top_open_loop,50,50,0,range_ok
PITCH,876,-1,top_open_loop,50,50,0,range_ok
PITCH,877,-1,top_open_loop,50,50,0,range_ok
PITCH,878,-1,top_open_loop,50,50,0,range_ok
PITCH,879,-1,top_open_loop,23,62,39,mismatch
PITCH,880,-1,top_open_loop,41,28,-13,mismatch
PITCH,881,-1,top_open_loop,50,50,0,range_ok
PITCH,882,-1,top_open_loop,50,50,0,range_ok
PITCH,883,-1,top_open_loop,50,50,0,range_ok
PITCH,884,-1,top_open_loop,50,50,0,range_ok
PITCH,885,-1,top_open_loop,50,50,0,range_ok
PITCH,886,-1,top_open_loop,20,20,0,range_ok
PITCH,887,-1,top_open_loop,50,50,0,range_ok
PITCH,888,-1,top_open_loop,50,50,0,range_ok
PITCH,889,-1,top_open_loop,50,50,0,range_ok
PITCH,890,-1,top_open_loop,50,50,0,range_ok
PITCH,891,-1,top_open_loop,50,50,0,range_ok
PITCH,892,-1,top_open_loop,125,20,-105,mismatch
PITCH,893,-1,top_open_loop,50,96,46,mismatch
PITCH,894,-1,top_open_loop,102,102,0,range_ok
PITCH,895,-1,top_open_loop,51,51,0,range_ok
PITCH,896,-1,top_open_loop,51,51,0,range_ok
PITCH,897,-1,top_open_loop,51,51,0,range_ok
PITCH,898,-1,top_open_loop,63,57,-6,mismatch
PITCH,899,-1,top_open_loop,21,21,0,range_ok
PITCH,900,-1,top_open_loop,51,51,0,range_ok
PITCH,901,-1,top_open_loop,51,51,0,range_ok
PITCH,902,-1,top_open_loop,51,51,0,range_ok
PITCH,903,-1,top_open_loop,51,51,0,range_ok
PITCH,904,-1,top_open_loop,51,51,0,range_ok
PITCH,905,-1,top_open_loop,135,20,-115,mismatch
PITCH,906,-1,top_open_loop,51,51,0,range_ok
PITCH,907,-1,top_open_loop,51,51,0,range_ok
PITCH,908,-1,top_open_loop,51,51,0,range_ok
PITCH,909,-1,top_open_loop,51,51,0,range_ok
PITCH,910,-1,top_open_loop,51,51,0,range_ok
PITCH,911,-1,top_open_loop,20,20,0,range_ok
PITCH,912,-1,top_open_loop,52,52,0,range_ok
PITCH,913,-1,top_open_loop,52,52,0,range_ok
PITCH,914,-1,top_open_loop,52,52,0,range_ok
PITCH,915,-1,top_open_loop,52,52,0,range_ok
PITCH,916,-1,top_open_loop,52,52,0,range_ok
PITCH,917,-1,top_open_loop,36,59,23,mismatch
PITCH,918,-1,top_open_loop,41,84,43,mismatch
PITCH,919,-1,top_open_loop,52,52,0,range_ok
PITCH,920,-1,top_open_loop,52,52,0,range_ok
PITCH,921,-1,top_open_loop,52,52,0,range_ok
PITCH,922,-1,top_open_loop,52,52,0,range_ok
PITCH,923,-1,top_open_loop,52,52,0,range_ok
PITCH,924,-1,top_open_loop,143,20,-123,mismatch
PITCH,925,-1,top_open_loop,52,52,0,range_ok
PITCH,926,-1,top_open_loop,52,52,0,range_ok
PITCH,927,-1,top_open_loop,52,52,0,range_ok
PITCH,928,-1,top_open_loop,52,52,0,range_ok
PITCH,929,-1,top_open_loop,52,52,0,range_ok
PITCH,930,-1,top_open_loop,20,20,0,range_ok
PITCH,931,-1,top_open_loop,53,53,0,range_ok
PITCH,932,-1,top_open_loop,53,53,0,range_ok
PITCH,933,-1,top_open_loop,53,53,0,range_ok
PITCH,934,-1,top_open_loop,53,53,0,range_ok
PITCH,935,-1,top_open_loop,53,53,0,range_ok
PITCH,936,-1,top_open_loop,23,65,42,mismatch
PITCH,937,-1,top_open_loop,41,25,-16,mismatch
PITCH,938,-1,top_open_loop,53,53,0,range_ok
PITCH,939,-1,top_open_loop,53,53,0,range_ok
PITCH,940,-1,top_open_loop,53,53,0,range_ok
PITCH,941,-1,top_open_loop,53,53,0,range_ok
PITCH,942,-1,top_open_loop,52,51,-1,mismatch
PITCH,943,-1,top_open_loop,133,20,-113,mismatch
PITCH,944,-1,top_open_loop,52,95,43,mismatch
PITCH,945,-1,top_open_loop,53,53,0,range_ok
PITCH,946,-1,top_open_loop,107,55,-52,mismatch
PITCH,947,-1,top_open_loop,53,53,0,range_ok
PITCH,948,-1,top_open_loop,107,55,-52,mismatch
PITCH,949,-1,top_open_loop,129,20,-109,mismatch
PITCH,950,-1,top_open_loop,49,99,50,mismatch
PITCH,951,-1,top_open_loop,54,54,0,range_ok
PITCH,952,-1,top_open_loop,54,54,0,range_ok
PITCH,953,-1,top_open_loop,54,54,0,range_ok
PITCH,954,-1,top_open_loop,54,54,0,range_ok
PITCH,955,-1,top_open_loop,125,20,-105,mismatch
PITCH,956,-1,top_open_loop,47,97,50,mismatch
PITCH,957,-1,top_open_loop,54,54,0,range_ok
PITCH,958,-1,top_open_loop,54,54,0,range_ok
PITCH,959,-1,top_open_loop,54,54,0,range_ok
PITCH,960,-1,top_open_loop,54,54,0,range_ok
PITCH,961,-1,top_open_loop,54,54,0,range_ok
PITCH,962,-1,top_open_loop,20,20,0,range_ok
PITCH,963,-1,top_open_loop,54,54,0,range_ok
PITCH,964,-1,top_open_loop,54,54,0,range_ok
PITCH,965,-1,top_open_loop,54,54,0,range_ok
PITCH,966,-1,top_open_loop,54,54,0,range_ok
PITCH,967,-1,top_open_loop,54,54,0,range_ok
PITCH,968,-1,top_open_loop,139,20,-119,mismatch
PITCH,969,-1,top_open_loop,55,55,0,range_ok
PITCH,970,-1,top_open_loop,55,55,0,range_ok
PITCH,971,-1,top_open_loop,55,55,0,range_ok
PITCH,972,-1,top_open_loop,110,55,-55,mismatch
PITCH,973,-1,top_open_loop,55,55,0,range_ok
PITCH,974,-1,top_open_loop,130,20,-110,mismatch
PITCH,975,-1,top_open_loop,46,99,53,mismatch
PITCH,976,-1,top_open_loop,55,55,0,range_ok
PITCH,977,-1,top_open_loop,55,55,0,range_ok
PITCH,978,-1,top_open_loop,55,55,0,range_ok
PITCH,979,-1,top_open_loop,55,55,0,range_ok
PITCH,980,-1,top_open_loop,55,55,0,range_ok
PITCH,981,-1,top_open_loop,142,20,-122,mismatch
PITCH,982,-1,top_open_loop,55,55,0,range_ok
PITCH,983,-1,top_open_loop,55,55,0,range_ok
PITCH,984,-1,top_open_loop,55,55,0,range_ok
PITCH,985,-1,top_open_loop,56,55,-1,mismatch
PITCH,986,-1,top_open_loop,55,55,0,range_ok
PITCH,987,-1,top_open_loop,127,20,-107,mismatch
PITCH,988,-1,top_open_loop,142,99,-43,mismatch
PITCH,989,-1,top_open_loop,56,56,0,range_ok
PITCH,990,-1,top_open_loop,56,56,0,range_ok
