source,frame,sub,field,index,got
OVERFLOW,152,1,adaptive_gain_after_pitch_instability_q14,-1,16683
OVERFLOW,152,1,fixed_gain_q14,-1,1167680
OVERFLOW,152,1,past_exc_rms_x100,-1,300505
OVERFLOW,152,1,past_tail_rms_x100,-1,303851
OVERFLOW,152,1,adaptive_v_rms_x100,-1,303446
OVERFLOW,152,1,pitch_contrib_rms_x100,-1,308985
OVERFLOW,152,1,fixed_contrib_rms_x100,-1,2419
OVERFLOW,152,1,excitation_u_rms_x100,-1,309262
OVERFLOW,152,1,pitch_to_fixed_ratio_x100,-1,12771
OVERFLOW,152,1,past_to_fixed_ratio_x100,-1,12421
OVERFLOW,153,0,bitstream_ga,-1,3
OVERFLOW,153,0,bitstream_gb,-1,11
OVERFLOW,153,0,pitch_t_int,-1,32
OVERFLOW,153,0,pitch_t_frac,-1,0
OVERFLOW,153,0,adaptive_gain_before_q14,-1,16115
OVERFLOW,153,0,pitch_instability_flag_q0,-1,0
OVERFLOW,153,0,adaptive_gain_after_pitch_instability_q14,-1,16115
OVERFLOW,153,0,fixed_gain_q14,-1,1729216
OVERFLOW,153,0,past_exc_rms_x100,-1,305527
OVERFLOW,153,0,past_tail_rms_x100,-1,309262
OVERFLOW,153,0,adaptive_v_rms_x100,-1,308739
OVERFLOW,153,0,pitch_contrib_rms_x100,-1,303670
OVERFLOW,153,0,fixed_contrib_rms_x100,-1,3842
OVERFLOW,153,0,excitation_u_rms_x100,-1,304413
OVERFLOW,153,0,pitch_to_fixed_ratio_x100,-1,7903
OVERFLOW,153,0,past_to_fixed_ratio_x100,-1,7951
OVERFLOW,154,0,bitstream_ga,-1,4
OVERFLOW,154,0,bitstream_gb,-1,7
OVERFLOW,154,0,pitch_t_int,-1,24
OVERFLOW,154,0,pitch_t_frac,-1,0
OVERFLOW,154,0,adaptive_gain_before_q14,-1,17265
OVERFLOW,154,0,pitch_instability_flag_q0,-1,0
OVERFLOW,154,0,adaptive_gain_after_pitch_instability_q14,-1,17265
OVERFLOW,154,0,fixed_gain_q14,-1,1136576
OVERFLOW,154,0,past_exc_rms_x100,-1,307766
OVERFLOW,154,0,past_tail_rms_x100,-1,315937
OVERFLOW,154,0,adaptive_v_rms_x100,-1,314658
OVERFLOW,154,0,pitch_contrib_rms_x100,-1,331578
OVERFLOW,154,0,fixed_contrib_rms_x100,-1,2657
OVERFLOW,154,0,excitation_u_rms_x100,-1,330902
OVERFLOW,154,0,pitch_to_fixed_ratio_x100,-1,12481
OVERFLOW,154,0,past_to_fixed_ratio_x100,-1,11585
OVERFLOW,155,1,bitstream_ga,-1,1
OVERFLOW,155,1,bitstream_gb,-1,7
OVERFLOW,155,1,pitch_t_int,-1,24
OVERFLOW,155,1,pitch_t_frac,-1,0
OVERFLOW,155,1,adaptive_gain_before_q14,-1,16985
OVERFLOW,155,1,pitch_instability_flag_q0,-1,0
OVERFLOW,155,1,adaptive_gain_after_pitch_instability_q14,-1,16985
OVERFLOW,155,1,fixed_gain_q14,-1,608064
OVERFLOW,155,1,past_exc_rms_x100,-1,328070
OVERFLOW,155,1,past_tail_rms_x100,-1,336068
OVERFLOW,155,1,adaptive_v_rms_x100,-1,335123
OVERFLOW,155,1,pitch_contrib_rms_x100,-1,347416
OVERFLOW,155,1,fixed_contrib_rms_x100,-1,1349
OVERFLOW,155,1,excitation_u_rms_x100,-1,347183
OVERFLOW,155,1,pitch_to_fixed_ratio_x100,-1,25759
OVERFLOW,155,1,past_to_fixed_ratio_x100,-1,24325
OVERFLOW,156,0,bitstream_ga,-1,4
OVERFLOW,156,0,bitstream_gb,-1,9
OVERFLOW,156,0,pitch_t_int,-1,24
OVERFLOW,156,0,pitch_t_frac,-1,0
OVERFLOW,156,0,adaptive_gain_before_q14,-1,16963
OVERFLOW,156,0,pitch_instability_flag_q0,-1,0
OVERFLOW,156,0,adaptive_gain_after_pitch_instability_q14,-1,16963
OVERFLOW,156,0,fixed_gain_q14,-1,970720
OVERFLOW,156,0,past_exc_rms_x100,-1,335587
OVERFLOW,156,0,past_tail_rms_x100,-1,347183
OVERFLOW,156,0,adaptive_v_rms_x100,-1,346144
OVERFLOW,156,0,pitch_contrib_rms_x100,-1,358375
OVERFLOW,156,0,fixed_contrib_rms_x100,-1,2008
OVERFLOW,156,0,excitation_u_rms_x100,-1,358355
OVERFLOW,156,0,pitch_to_fixed_ratio_x100,-1,17845
OVERFLOW,156,0,past_to_fixed_ratio_x100,-1,16710
OVERFLOW,156,1,bitstream_ga,-1,1
OVERFLOW,156,1,bitstream_gb,-1,9
OVERFLOW,156,1,pitch_t_int,-1,24
OVERFLOW,156,1,pitch_t_frac,-1,0
OVERFLOW,156,1,adaptive_gain_before_q14,-1,16683
OVERFLOW,156,1,pitch_instability_flag_q0,-1,0
OVERFLOW,156,1,adaptive_gain_after_pitch_instability_q14,-1,16683
OVERFLOW,156,1,fixed_gain_q14,-1,802592
OVERFLOW,156,1,past_exc_rms_x100,-1,342789
OVERFLOW,156,1,past_tail_rms_x100,-1,358355
OVERFLOW,156,1,adaptive_v_rms_x100,-1,357700
OVERFLOW,156,1,pitch_contrib_rms_x100,-1,364232
OVERFLOW,156,1,fixed_contrib_rms_x100,-1,1882
OVERFLOW,156,1,excitation_u_rms_x100,-1,364231
OVERFLOW,156,1,pitch_to_fixed_ratio_x100,-1,19354
OVERFLOW,156,1,past_to_fixed_ratio_x100,-1,18215
OVERFLOW,157,0,bitstream_ga,-1,4
OVERFLOW,157,0,bitstream_gb,-1,11
OVERFLOW,157,0,pitch_t_int,-1,32
OVERFLOW,157,0,pitch_t_frac,-1,0
OVERFLOW,157,0,adaptive_gain_before_q14,-1,16025
OVERFLOW,157,0,pitch_instability_flag_q0,-1,0
OVERFLOW,157,0,adaptive_gain_after_pitch_instability_q14,-1,16025
OVERFLOW,157,0,fixed_gain_q14,-1,856480
OVERFLOW,157,0,past_exc_rms_x100,-1,351418
OVERFLOW,157,0,past_tail_rms_x100,-1,364231
OVERFLOW,157,0,adaptive_v_rms_x100,-1,363804
OVERFLOW,157,0,pitch_contrib_rms_x100,-1,355831
OVERFLOW,157,0,fixed_contrib_rms_x100,-1,1773
OVERFLOW,157,0,excitation_u_rms_x100,-1,355821
OVERFLOW,157,0,pitch_to_fixed_ratio_x100,-1,20065
OVERFLOW,157,0,past_to_fixed_ratio_x100,-1,19816
OVERFLOW,157,1,bitstream_ga,-1,1
OVERFLOW,157,1,bitstream_gb,-1,9
OVERFLOW,157,1,pitch_t_int,-1,32
OVERFLOW,157,1,pitch_t_frac,-1,0
OVERFLOW,157,1,adaptive_gain_before_q14,-1,16683
OVERFLOW,157,1,pitch_instability_flag_q0,-1,0
OVERFLOW,157,1,adaptive_gain_after_pitch_instability_q14,-1,16683
OVERFLOW,157,1,fixed_gain_q14,-1,1030304
OVERFLOW,157,1,past_exc_rms_x100,-1,355930
OVERFLOW,157,1,past_tail_rms_x100,-1,355821
OVERFLOW,157,1,adaptive_v_rms_x100,-1,354824
OVERFLOW,157,1,pitch_contrib_rms_x100,-1,361297
OVERFLOW,157,1,fixed_contrib_rms_x100,-1,1992
OVERFLOW,157,1,excitation_u_rms_x100,-1,361659
OVERFLOW,157,1,pitch_to_fixed_ratio_x100,-1,18135
OVERFLOW,157,1,past_to_fixed_ratio_x100,-1,17866
OVERFLOW,158,0,bitstream_ga,-1,3
OVERFLOW,158,0,bitstream_gb,-1,11
OVERFLOW,158,0,pitch_t_int,-1,32
OVERFLOW,158,0,pitch_t_frac,-1,0
OVERFLOW,158,0,adaptive_gain_before_q14,-1,16115
OVERFLOW,158,0,pitch_instability_flag_q0,-1,0
OVERFLOW,158,0,adaptive_gain_after_pitch_instability_q14,-1,16115
OVERFLOW,158,0,fixed_gain_q14,-1,1666048
OVERFLOW,158,0,past_exc_rms_x100,-1,358982
OVERFLOW,158,0,past_tail_rms_x100,-1,361659
OVERFLOW,158,0,adaptive_v_rms_x100,-1,361099
OVERFLOW,158,0,pitch_contrib_rms_x100,-1,355179
OVERFLOW,158,0,fixed_contrib_rms_x100,-1,3470
OVERFLOW,158,0,excitation_u_rms_x100,-1,355931
OVERFLOW,158,0,pitch_to_fixed_ratio_x100,-1,10234
OVERFLOW,158,0,past_to_fixed_ratio_x100,-1,10344
OVERFLOW,158,1,bitstream_ga,-1,4
OVERFLOW,158,1,bitstream_gb,-1,9
OVERFLOW,158,1,pitch_t_int,-1,32
OVERFLOW,158,1,pitch_t_frac,-1,0
OVERFLOW,158,1,adaptive_gain_before_q14,-1,16963
OVERFLOW,158,1,pitch_instability_flag_q0,-1,0
OVERFLOW,158,1,adaptive_gain_after_pitch_instability_q14,-1,16963
OVERFLOW,158,1,fixed_gain_q14,-1,1799680
OVERFLOW,158,1,past_exc_rms_x100,-1,358121
OVERFLOW,158,1,past_tail_rms_x100,-1,355931
OVERFLOW,158,1,adaptive_v_rms_x100,-1,355451
OVERFLOW,158,1,pitch_contrib_rms_x100,-1,368012
OVERFLOW,158,1,fixed_contrib_rms_x100,-1,3996
OVERFLOW,158,1,excitation_u_rms_x100,-1,368797
OVERFLOW,158,1,pitch_to_fixed_ratio_x100,-1,9208
OVERFLOW,158,1,past_to_fixed_ratio_x100,-1,8961
OVERFLOW,159,0,bitstream_ga,-1,4
OVERFLOW,159,0,bitstream_gb,-1,11
OVERFLOW,159,0,pitch_t_int,-1,24
OVERFLOW,159,0,pitch_t_frac,-1,0
OVERFLOW,159,0,adaptive_gain_before_q14,-1,16025
OVERFLOW,159,0,pitch_instability_flag_q0,-1,0
OVERFLOW,159,0,adaptive_gain_after_pitch_instability_q14,-1,16025
OVERFLOW,159,0,fixed_gain_q14,-1,1363520
OVERFLOW,159,0,past_exc_rms_x100,-1,359747
OVERFLOW,159,0,past_tail_rms_x100,-1,368797
OVERFLOW,159,0,adaptive_v_rms_x100,-1,367079
OVERFLOW,159,0,pitch_contrib_rms_x100,-1,359040
OVERFLOW,159,0,fixed_contrib_rms_x100,-1,3202
OVERFLOW,159,0,excitation_u_rms_x100,-1,358833
OVERFLOW,159,0,pitch_to_fixed_ratio_x100,-1,11211
OVERFLOW,159,0,past_to_fixed_ratio_x100,-1,11233
OVERFLOW,160,0,bitstream_ga,-1,4
OVERFLOW,160,0,bitstream_gb,-1,7
OVERFLOW,160,0,pitch_t_int,-1,32
OVERFLOW,160,0,pitch_t_frac,-1,0
OVERFLOW,160,0,adaptive_gain_before_q14,-1,17265
OVERFLOW,160,0,pitch_instability_flag_q0,-1,0
OVERFLOW,160,0,adaptive_gain_after_pitch_instability_q14,-1,17265
OVERFLOW,160,0,fixed_gain_q14,-1,1804544
OVERFLOW,160,0,past_exc_rms_x100,-1,359734
OVERFLOW,160,0,past_tail_rms_x100,-1,358442
OVERFLOW,160,0,adaptive_v_rms_x100,-1,357422
OVERFLOW,160,0,pitch_contrib_rms_x100,-1,376645
OVERFLOW,160,0,fixed_contrib_rms_x100,-1,3479
OVERFLOW,160,0,excitation_u_rms_x100,-1,376025
OVERFLOW,160,0,pitch_to_fixed_ratio_x100,-1,10828
OVERFLOW,160,0,past_to_fixed_ratio_x100,-1,10342
OVERFLOW,160,1,bitstream_ga,-1,5
OVERFLOW,160,1,bitstream_gb,-1,3
OVERFLOW,160,1,pitch_t_int,-1,32
OVERFLOW,160,1,pitch_t_frac,-1,0
OVERFLOW,160,1,adaptive_gain_before_q14,-1,16113
OVERFLOW,160,1,pitch_instability_flag_q0,-1,0
OVERFLOW,160,1,adaptive_gain_after_pitch_instability_q14,-1,16113
OVERFLOW,160,1,fixed_gain_q14,-1,968768
OVERFLOW,160,1,past_exc_rms_x100,-1,364314
OVERFLOW,160,1,past_tail_rms_x100,-1,376025
OVERFLOW,160,1,adaptive_v_rms_x100,-1,375231
OVERFLOW,160,1,pitch_contrib_rms_x100,-1,369023
OVERFLOW,160,1,fixed_contrib_rms_x100,-1,2141
OVERFLOW,160,1,excitation_u_rms_x100,-1,368962
OVERFLOW,160,1,pitch_to_fixed_ratio_x100,-1,17233
OVERFLOW,160,1,past_to_fixed_ratio_x100,-1,17013
OVERFLOW,161,0,bitstream_ga,-1,4
OVERFLOW,161,0,bitstream_gb,-1,7
OVERFLOW,161,0,pitch_t_int,-1,32
OVERFLOW,161,0,pitch_t_frac,-1,0
OVERFLOW,161,0,adaptive_gain_before_q14,-1,17265
OVERFLOW,161,0,pitch_instability_flag_q0,-1,0
OVERFLOW,161,0,adaptive_gain_after_pitch_instability_q14,-1,17265
OVERFLOW,161,0,fixed_gain_q14,-1,629440
OVERFLOW,161,0,past_exc_rms_x100,-1,364908
OVERFLOW,161,0,past_tail_rms_x100,-1,368962
OVERFLOW,161,0,adaptive_v_rms_x100,-1,368464
OVERFLOW,161,0,pitch_contrib_rms_x100,-1,388282
OVERFLOW,161,0,fixed_contrib_rms_x100,-1,1387
OVERFLOW,161,0,excitation_u_rms_x100,-1,388681
OVERFLOW,161,0,pitch_to_fixed_ratio_x100,-1,27989
OVERFLOW,161,0,past_to_fixed_ratio_x100,-1,26304
OVERFLOW,161,1,bitstream_ga,-1,7
OVERFLOW,161,1,bitstream_gb,-1,3
OVERFLOW,161,1,pitch_t_int,-1,32
OVERFLOW,161,1,pitch_t_frac,-1,0
OVERFLOW,161,1,adaptive_gain_before_q14,-1,16169
OVERFLOW,161,1,pitch_instability_flag_q0,-1,0
OVERFLOW,161,1,adaptive_gain_after_pitch_instability_q14,-1,16169
OVERFLOW,161,1,fixed_gain_q14,-1,897408
OVERFLOW,161,1,past_exc_rms_x100,-1,372784
OVERFLOW,161,1,past_tail_rms_x100,-1,388681
OVERFLOW,161,1,adaptive_v_rms_x100,-1,387562
OVERFLOW,161,1,pitch_contrib_rms_x100,-1,382482
OVERFLOW,161,1,fixed_contrib_rms_x100,-1,1873
OVERFLOW,161,1,excitation_u_rms_x100,-1,382767
OVERFLOW,161,1,pitch_to_fixed_ratio_x100,-1,20418
OVERFLOW,161,1,past_to_fixed_ratio_x100,-1,19901
OVERFLOW,162,0,bitstream_ga,-1,0
OVERFLOW,162,0,bitstream_gb,-1,15
OVERFLOW,162,0,pitch_t_int,-1,24
OVERFLOW,162,0,pitch_t_frac,-1,0
OVERFLOW,162,0,adaptive_gain_before_q14,-1,16502
OVERFLOW,162,0,pitch_instability_flag_q0,-1,0
OVERFLOW,162,0,adaptive_gain_after_pitch_instability_q14,-1,16502
OVERFLOW,162,0,fixed_gain_q14,-1,1292608
OVERFLOW,162,0,past_exc_rms_x100,-1,378211
OVERFLOW,162,0,past_tail_rms_x100,-1,382767
OVERFLOW,162,0,adaptive_v_rms_x100,-1,381662
OVERFLOW,162,0,pitch_contrib_rms_x100,-1,384412
OVERFLOW,162,0,fixed_contrib_rms_x100,-1,3195
OVERFLOW,162,0,excitation_u_rms_x100,-1,384935
OVERFLOW,162,0,pitch_to_fixed_ratio_x100,-1,12031
OVERFLOW,162,0,past_to_fixed_ratio_x100,-1,11836
OVERFLOW,162,1,bitstream_ga,-1,4
OVERFLOW,162,1,bitstream_gb,-1,11
OVERFLOW,162,1,pitch_t_int,-1,24
OVERFLOW,162,1,pitch_t_frac,-1,0
OVERFLOW,162,1,adaptive_gain_before_q14,-1,16025
OVERFLOW,162,1,pitch_instability_flag_q0,-1,0
OVERFLOW,162,1,adaptive_gain_after_pitch_instability_q14,-1,16025
OVERFLOW,162,1,fixed_gain_q14,-1,1168512
OVERFLOW,162,1,past_exc_rms_x100,-1,380921
OVERFLOW,162,1,past_tail_rms_x100,-1,384935
OVERFLOW,162,1,adaptive_v_rms_x100,-1,383468
OVERFLOW,162,1,pitch_contrib_rms_x100,-1,375066
OVERFLOW,162,1,fixed_contrib_rms_x100,-1,2879
OVERFLOW,162,1,excitation_u_rms_x100,-1,375075
OVERFLOW,162,1,pitch_to_fixed_ratio_x100,-1,13027
OVERFLOW,162,1,past_to_fixed_ratio_x100,-1,13230
OVERFLOW,164,0,bitstream_ga,-1,1
OVERFLOW,164,0,bitstream_gb,-1,9
OVERFLOW,164,0,pitch_t_int,-1,24
OVERFLOW,164,0,pitch_t_frac,-1,0
OVERFLOW,164,0,adaptive_gain_before_q14,-1,16683
OVERFLOW,164,0,pitch_instability_flag_q0,-1,0
OVERFLOW,164,0,adaptive_gain_after_pitch_instability_q14,-1,16683
OVERFLOW,164,0,fixed_gain_q14,-1,1657024
OVERFLOW,164,0,past_exc_rms_x100,-1,376244
OVERFLOW,164,0,past_tail_rms_x100,-1,381740
OVERFLOW,164,0,adaptive_v_rms_x100,-1,379554
OVERFLOW,164,0,pitch_contrib_rms_x100,-1,386473
OVERFLOW,164,0,fixed_contrib_rms_x100,-1,3889
OVERFLOW,164,0,excitation_u_rms_x100,-1,386204
OVERFLOW,164,0,pitch_to_fixed_ratio_x100,-1,9938
OVERFLOW,164,0,past_to_fixed_ratio_x100,-1,9675
OVERFLOW,165,1,bitstream_ga,-1,4
OVERFLOW,165,1,bitstream_gb,-1,7
OVERFLOW,165,1,pitch_t_int,-1,24
OVERFLOW,165,1,pitch_t_frac,-1,0
OVERFLOW,165,1,adaptive_gain_before_q14,-1,17265
OVERFLOW,165,1,pitch_instability_flag_q0,-1,0
OVERFLOW,165,1,adaptive_gain_after_pitch_instability_q14,-1,17265
OVERFLOW,165,1,fixed_gain_q14,-1,1081024
OVERFLOW,165,1,past_exc_rms_x100,-1,377176
OVERFLOW,165,1,past_tail_rms_x100,-1,375242
OVERFLOW,165,1,adaptive_v_rms_x100,-1,373617
OVERFLOW,165,1,pitch_contrib_rms_x100,-1,393699
OVERFLOW,165,1,fixed_contrib_rms_x100,-1,2677
OVERFLOW,165,1,excitation_u_rms_x100,-1,393990
OVERFLOW,165,1,pitch_to_fixed_ratio_x100,-1,14708
OVERFLOW,165,1,past_to_fixed_ratio_x100,-1,14091
OVERFLOW,166,0,bitstream_ga,-1,4
OVERFLOW,166,0,bitstream_gb,-1,9
OVERFLOW,166,0,pitch_t_int,-1,32
OVERFLOW,166,0,pitch_t_frac,-1,0
OVERFLOW,166,0,adaptive_gain_before_q14,-1,16963
OVERFLOW,166,0,pitch_instability_flag_q0,-1,0
OVERFLOW,166,0,adaptive_gain_after_pitch_instability_q14,-1,16963
OVERFLOW,166,0,fixed_gain_q14,-1,1540224
OVERFLOW,166,0,past_exc_rms_x100,-1,380197
OVERFLOW,166,0,past_tail_rms_x100,-1,393990
OVERFLOW,166,0,adaptive_v_rms_x100,-1,392872
OVERFLOW,166,0,pitch_contrib_rms_x100,-1,406750
OVERFLOW,166,0,fixed_contrib_rms_x100,-1,3200
OVERFLOW,166,0,excitation_u_rms_x100,-1,408269
OVERFLOW,166,0,pitch_to_fixed_ratio_x100,-1,12710
OVERFLOW,166,0,past_to_fixed_ratio_x100,-1,11880
OVERFLOW,166,1,bitstream_ga,-1,1
OVERFLOW,166,1,bitstream_gb,-1,9
OVERFLOW,166,1,pitch_t_int,-1,32
OVERFLOW,166,1,pitch_t_frac,-1,0
OVERFLOW,166,1,adaptive_gain_before_q14,-1,16683
OVERFLOW,166,1,pitch_instability_flag_q0,-1,0
OVERFLOW,166,1,adaptive_gain_after_pitch_instability_q14,-1,16683
OVERFLOW,166,1,fixed_gain_q14,-1,1216960
OVERFLOW,166,1,past_exc_rms_x100,-1,386853
OVERFLOW,166,1,past_tail_rms_x100,-1,408269
OVERFLOW,166,1,adaptive_v_rms_x100,-1,407909
OVERFLOW,166,1,pitch_contrib_rms_x100,-1,415350
OVERFLOW,166,1,fixed_contrib_rms_x100,-1,2686
OVERFLOW,166,1,excitation_u_rms_x100,-1,415441
OVERFLOW,166,1,pitch_to_fixed_ratio_x100,-1,15461
OVERFLOW,166,1,past_to_fixed_ratio_x100,-1,14401
OVERFLOW,167,0,bitstream_ga,-1,4
OVERFLOW,167,0,bitstream_gb,-1,11
OVERFLOW,167,0,pitch_t_int,-1,24
OVERFLOW,167,0,pitch_t_frac,-1,0
OVERFLOW,167,0,adaptive_gain_before_q14,-1,16025
OVERFLOW,167,0,pitch_instability_flag_q0,-1,0
OVERFLOW,167,0,adaptive_gain_after_pitch_instability_q14,-1,16025
OVERFLOW,167,0,fixed_gain_q14,-1,908448
OVERFLOW,167,0,past_exc_rms_x100,-1,398522
OVERFLOW,167,0,past_tail_rms_x100,-1,415441
OVERFLOW,167,0,adaptive_v_rms_x100,-1,414897
OVERFLOW,167,0,pitch_contrib_rms_x100,-1,405802
OVERFLOW,167,0,fixed_contrib_rms_x100,-1,2227
OVERFLOW,167,0,excitation_u_rms_x100,-1,406171
OVERFLOW,167,0,pitch_to_fixed_ratio_x100,-1,18219
OVERFLOW,167,0,past_to_fixed_ratio_x100,-1,17892
OVERFLOW,167,1,bitstream_ga,-1,1
OVERFLOW,167,1,bitstream_gb,-1,9
OVERFLOW,167,1,pitch_t_int,-1,24
OVERFLOW,167,1,pitch_t_frac,-1,0
OVERFLOW,167,1,adaptive_gain_before_q14,-1,16683
OVERFLOW,167,1,pitch_instability_flag_q0,-1,0
OVERFLOW,167,1,adaptive_gain_after_pitch_instability_q14,-1,16683
OVERFLOW,167,1,fixed_gain_q14,-1,964160
OVERFLOW,167,1,past_exc_rms_x100,-1,405418
OVERFLOW,167,1,past_tail_rms_x100,-1,406171
OVERFLOW,167,1,adaptive_v_rms_x100,-1,404821
OVERFLOW,167,1,pitch_contrib_rms_x100,-1,412211
OVERFLOW,167,1,fixed_contrib_rms_x100,-1,2267
OVERFLOW,167,1,excitation_u_rms_x100,-1,412665
OVERFLOW,167,1,pitch_to_fixed_ratio_x100,-1,18186
OVERFLOW,167,1,past_to_fixed_ratio_x100,-1,17886
OVERFLOW,170,1,bitstream_ga,-1,5
OVERFLOW,170,1,bitstream_gb,-1,1
OVERFLOW,170,1,pitch_t_int,-1,24
OVERFLOW,170,1,pitch_t_frac,-1,0
OVERFLOW,170,1,adaptive_gain_before_q14,-1,17300
OVERFLOW,170,1,pitch_instability_flag_q0,-1,0
OVERFLOW,170,1,adaptive_gain_after_pitch_instability_q14,-1,17300
OVERFLOW,170,1,fixed_gain_q14,-1,655104
OVERFLOW,170,1,past_exc_rms_x100,-1,414430
OVERFLOW,170,1,past_tail_rms_x100,-1,435475
OVERFLOW,170,1,adaptive_v_rms_x100,-1,434140
OVERFLOW,170,1,pitch_contrib_rms_x100,-1,458410
OVERFLOW,170,1,fixed_contrib_rms_x100,-1,1539
OVERFLOW,170,1,excitation_u_rms_x100,-1,458468
OVERFLOW,170,1,pitch_to_fixed_ratio_x100,-1,29789
OVERFLOW,170,1,past_to_fixed_ratio_x100,-1,26931
OVERFLOW,171,0,bitstream_ga,-1,4
OVERFLOW,171,0,bitstream_gb,-1,9
OVERFLOW,171,0,pitch_t_int,-1,24
OVERFLOW,171,0,pitch_t_frac,-1,0
OVERFLOW,171,0,adaptive_gain_before_q14,-1,16963
OVERFLOW,171,0,pitch_instability_flag_q0,-1,0
OVERFLOW,171,0,adaptive_gain_after_pitch_instability_q14,-1,16963
OVERFLOW,171,0,fixed_gain_q14,-1,922016
OVERFLOW,171,0,past_exc_rms_x100,-1,432520
OVERFLOW,171,0,past_tail_rms_x100,-1,458468
OVERFLOW,171,0,adaptive_v_rms_x100,-1,457497
OVERFLOW,171,0,pitch_contrib_rms_x100,-1,473669
OVERFLOW,171,0,fixed_contrib_rms_x100,-1,2157
OVERFLOW,171,0,excitation_u_rms_x100,-1,473490
OVERFLOW,171,0,pitch_to_fixed_ratio_x100,-1,21955
OVERFLOW,171,0,past_to_fixed_ratio_x100,-1,20047
OVERFLOW,171,1,bitstream_ga,-1,1
OVERFLOW,171,1,bitstream_gb,-1,9
OVERFLOW,171,1,pitch_t_int,-1,24
OVERFLOW,171,1,pitch_t_frac,-1,0
OVERFLOW,171,1,adaptive_gain_before_q14,-1,16683
OVERFLOW,171,1,pitch_instability_flag_q0,-1,0
OVERFLOW,171,1,adaptive_gain_after_pitch_instability_q14,-1,16683
OVERFLOW,171,1,fixed_gain_q14,-1,846080
OVERFLOW,171,1,past_exc_rms_x100,-1,449107
OVERFLOW,171,1,past_tail_rms_x100,-1,473490
OVERFLOW,171,1,adaptive_v_rms_x100,-1,472243
OVERFLOW,171,1,pitch_contrib_rms_x100,-1,480859
OVERFLOW,171,1,fixed_contrib_rms_x100,-1,1991
OVERFLOW,171,1,excitation_u_rms_x100,-1,481248
OVERFLOW,171,1,pitch_to_fixed_ratio_x100,-1,24150
OVERFLOW,171,1,past_to_fixed_ratio_x100,-1,22555
OVERFLOW,172,0,bitstream_ga,-1,4
OVERFLOW,172,0,bitstream_gb,-1,11
OVERFLOW,172,0,pitch_t_int,-1,32
OVERFLOW,172,0,pitch_t_frac,-1,0
OVERFLOW,172,0,adaptive_gain_before_q14,-1,16025
OVERFLOW,172,0,pitch_instability_flag_q0,-1,0
OVERFLOW,172,0,adaptive_gain_after_pitch_instability_q14,-1,16025
OVERFLOW,172,0,fixed_gain_q14,-1,928320
OVERFLOW,172,0,past_exc_rms_x100,-1,462481
OVERFLOW,172,0,past_tail_rms_x100,-1,481248
OVERFLOW,172,0,adaptive_v_rms_x100,-1,480408
OVERFLOW,172,0,pitch_contrib_rms_x100,-1,469889
OVERFLOW,172,0,fixed_contrib_rms_x100,-1,1938
OVERFLOW,172,0,excitation_u_rms_x100,-1,470188
OVERFLOW,172,0,pitch_to_fixed_ratio_x100,-1,24248
OVERFLOW,172,0,past_to_fixed_ratio_x100,-1,23866
OVERFLOW,172,1,bitstream_ga,-1,1
OVERFLOW,172,1,bitstream_gb,-1,9
OVERFLOW,172,1,pitch_t_int,-1,32
OVERFLOW,172,1,pitch_t_frac,-1,0
OVERFLOW,172,1,adaptive_gain_before_q14,-1,16683
OVERFLOW,172,1,pitch_instability_flag_q0,-1,0
OVERFLOW,172,1,adaptive_gain_after_pitch_instability_q14,-1,16683
OVERFLOW,172,1,fixed_gain_q14,-1,938432
OVERFLOW,172,1,past_exc_rms_x100,-1,470124
OVERFLOW,172,1,past_tail_rms_x100,-1,470188
OVERFLOW,172,1,adaptive_v_rms_x100,-1,469134
OVERFLOW,172,1,pitch_contrib_rms_x100,-1,477687
OVERFLOW,172,1,fixed_contrib_rms_x100,-1,2075
OVERFLOW,172,1,excitation_u_rms_x100,-1,477886
OVERFLOW,172,1,pitch_to_fixed_ratio_x100,-1,23017
OVERFLOW,172,1,past_to_fixed_ratio_x100,-1,22653
OVERFLOW,173,0,bitstream_ga,-1,3
OVERFLOW,173,0,bitstream_gb,-1,11
OVERFLOW,173,0,pitch_t_int,-1,24
OVERFLOW,173,0,pitch_t_frac,-1,0
OVERFLOW,173,0,adaptive_gain_before_q14,-1,16115
OVERFLOW,173,0,pitch_instability_flag_q0,-1,0
OVERFLOW,173,0,adaptive_gain_after_pitch_instability_q14,-1,16115
OVERFLOW,173,0,fixed_gain_q14,-1,1401024
OVERFLOW,173,0,past_exc_rms_x100,-1,474403
OVERFLOW,173,0,past_tail_rms_x100,-1,477886
OVERFLOW,173,0,adaptive_v_rms_x100,-1,476805
OVERFLOW,173,0,pitch_contrib_rms_x100,-1,468980
OVERFLOW,173,0,fixed_contrib_rms_x100,-1,3467
OVERFLOW,173,0,excitation_u_rms_x100,-1,469865
OVERFLOW,173,0,pitch_to_fixed_ratio_x100,-1,13527
OVERFLOW,173,0,past_to_fixed_ratio_x100,-1,13683
OVERFLOW,175,0,bitstream_ga,-1,5
OVERFLOW,175,0,bitstream_gb,-1,3
OVERFLOW,175,0,pitch_t_int,-1,32
OVERFLOW,175,0,pitch_t_frac,-1,0
OVERFLOW,175,0,adaptive_gain_before_q14,-1,16113
OVERFLOW,175,0,pitch_instability_flag_q0,-1,0
OVERFLOW,175,0,adaptive_gain_after_pitch_instability_q14,-1,16113
OVERFLOW,175,0,fixed_gain_q14,-1,1582464
