field,frame,sub,index,lag,frac,expected
old_exc,0,1,134,-1,-1,-7568
old_exc,0,1,135,-1,-1,0
old_exc,0,1,136,-1,-1,0
old_exc,0,1,137,-1,-1,0
old_exc,0,1,138,-1,-1,0
old_exc,0,1,139,-1,-1,0
old_exc,0,1,140,-1,-1,0
old_exc,0,1,141,-1,-1,0
old_exc,0,1,142,-1,-1,0
exc_residual_ext,0,1,0,-1,-1,-1233
exc_residual_ext,0,1,1,-1,-1,2992
exc_residual_ext,0,1,2,-1,-1,-2252
exc_residual_ext,0,1,3,-1,-1,-6361
exc_residual_ext,0,1,4,-1,-1,-996
exc_residual_ext,0,1,5,-1,-1,3244
exc_residual_ext,0,1,6,-1,-1,-1991
exc_residual_ext,0,1,7,-1,-1,-6087
exc_residual_ext,0,1,8,-1,-1,-714
exc_residual_ext,0,1,9,-1,-1,3530
exc_residual_ext,0,1,10,-1,-1,-1698
exc_residual_ext,0,1,11,-1,-1,-5802
exc_residual_ext,0,1,12,-1,-1,-423
exc_residual_ext,0,1,13,-1,-1,3814
exc_residual_ext,0,1,14,-1,-1,-1414
exc_residual_ext,0,1,15,-1,-1,-5524
exc_residual_ext,0,1,16,-1,-1,-149
exc_residual_ext,0,1,17,-1,-1,4081
exc_residual_ext,0,1,18,-1,-1,-1160
exc_residual_ext,0,1,19,-1,-1,-5266
exc_residual_ext,0,1,20,-1,-1,72
exc_residual_ext,0,1,21,-1,-1,4336
exc_residual_ext,0,1,22,-1,-1,-961
exc_residual_ext,0,1,23,-1,-1,-5018
exc_residual_ext,0,1,24,-1,-1,245
exc_residual_ext,0,1,25,-1,-1,4553
exc_residual_ext,0,1,26,-1,-1,-800
exc_residual_ext,0,1,27,-1,-1,-4854
exc_residual_ext,0,1,28,-1,-1,437
exc_residual_ext,0,1,29,-1,-1,4637
exc_residual_ext,0,1,30,-1,-1,-558
exc_residual_ext,0,1,31,-1,-1,-4870
exc_residual_ext,0,1,32,-1,-1,735
exc_residual_ext,0,1,33,-1,-1,4540
exc_residual_ext,0,1,34,-1,-1,-241
exc_residual_ext,0,1,35,-1,-1,-4985
exc_residual_ext,0,1,36,-1,-1,976
exc_residual_ext,0,1,37,-1,-1,4549
exc_residual_ext,0,1,38,-1,-1,-309
exc_residual_ext,0,1,39,-1,-1,-4319
rn_int,0,1,-1,66,0,-220289344
rn_frac,0,1,-1,66,-1,177119412
rn_frac,0,1,-1,66,0,-220289344
rn_frac,0,1,-1,66,1,-205036122
rn_int,0,1,-1,67,0,-1347104
rn_frac,0,1,-1,67,-1,-135797644
rn_frac,0,1,-1,67,0,-1347104
rn_frac,0,1,-1,67,1,-99308264
rn_int,0,1,-1,68,0,145487232
rn_frac,0,1,-1,68,-1,-181056744
rn_frac,0,1,-1,68,0,145487232
rn_frac,0,1,-1,68,1,139792536
rn_int,0,1,-1,69,0,-52537056
rn_frac,0,1,-1,69,-1,87457324
rn_frac,0,1,-1,69,0,-52537056
rn_frac,0,1,-1,69,1,28504750
rn_int,0,1,-1,70,0,-129443072
rn_frac,0,1,-1,70,-1,101437924
rn_frac,0,1,-1,70,0,-129443072
rn_frac,0,1,-1,70,1,-142301288
rn_int,0,1,-1,71,0,57138400
rn_frac,0,1,-1,71,-1,-113859472
rn_frac,0,1,-1,71,0,57138400
rn_frac,0,1,-1,71,1,-13586324
rn_int,0,1,-1,72,0,133499520
rn_frac,0,1,-1,72,-1,-82468248
rn_frac,0,1,-1,72,0,133499520
rn_frac,0,1,-1,72,1,140712882
rn_int,0,1,-1,73,0,-42865152
rn_frac,0,1,-1,73,-1,113764726
rn_frac,0,1,-1,73,0,-42865152
rn_frac,0,1,-1,73,1,27958030
rn_int,0,1,-1,74,0,-154856416
rn_frac,0,1,-1,74,-1,91373608
rn_frac,0,1,-1,74,0,-154856416
rn_frac,0,1,-1,74,1,-142807848
rn_int,0,1,-1,75,0,-72017088
rn_frac,0,1,-1,75,-1,-103413394
rn_frac,0,1,-1,75,0,-72017088
rn_frac,0,1,-1,75,1,-109491388
centre,1,0,-1,-1,-1,33
window_min,1,0,-1,-1,-1,30
window_max,1,0,-1,-1,-1,36
ref_int,1,0,-1,-1,-1,95
ref_frac,1,0,-1,-1,-1,0
ref_code,1,0,-1,-1,-1,207
prod_int,1,0,-1,-1,-1,32
prod_frac,1,0,-1,-1,-1,1
prod_code,1,0,-1,-1,-1,39
prod_rn_int,1,0,-1,32,0,325346624
ref_rn_frac,1,0,-1,95,0,100200320
a_hat,1,0,0,-1,-1,4096
a_hat,1,0,1,-1,-1,-6112
a_hat,1,0,2,-1,-1,6112
a_hat,1,0,3,-1,-1,-4205
a_hat,1,0,4,-1,-1,719
a_hat,1,0,5,-1,-1,1463
a_hat,1,0,6,-1,-1,-157
a_hat,1,0,7,-1,-1,-1178
a_hat,1,0,8,-1,-1,2218
a_hat,1,0,9,-1,-1,-2152
a_hat,1,0,10,-1,-1,1022
residual,1,0,0,-1,-1,-6500
residual,1,0,1,-1,-1,-6030
residual,1,0,2,-1,-1,-7336
residual,1,0,3,-1,-1,-3222
residual,1,0,4,-1,-1,3756
residual,1,0,5,-1,-1,6946
residual,1,0,6,-1,-1,1924
residual,1,0,7,-1,-1,-3137
residual,1,0,8,-1,-1,2981
residual,1,0,9,-1,-1,6570
residual,1,0,10,-1,-1,1632
residual,1,0,11,-1,-1,-2814
residual,1,0,12,-1,-1,1998
residual,1,0,13,-1,-1,6300
residual,1,0,14,-1,-1,1062
residual,1,0,15,-1,-1,-3323
residual,1,0,16,-1,-1,1706
residual,1,0,17,-1,-1,5981
residual,1,0,18,-1,-1,580
residual,1,0,19,-1,-1,-3731
residual,1,0,20,-1,-1,1316
residual,1,0,21,-1,-1,5563
residual,1,0,22,-1,-1,228
residual,1,0,23,-1,-1,-4130
residual,1,0,24,-1,-1,991
residual,1,0,25,-1,-1,5211
residual,1,0,26,-1,-1,-67
residual,1,0,27,-1,-1,-4434
residual,1,0,28,-1,-1,715
residual,1,0,29,-1,-1,4945
residual,1,0,30,-1,-1,-311
residual,1,0,31,-1,-1,-4662
residual,1,0,32,-1,-1,503
residual,1,0,33,-1,-1,4751
residual,1,0,34,-1,-1,-495
residual,1,0,35,-1,-1,-4827
residual,1,0,36,-1,-1,351
residual,1,0,37,-1,-1,4616
residual,1,0,38,-1,-1,-618
residual,1,0,39,-1,-1,-4935
target_x,1,0,0,-1,-1,-6833
target_x,1,0,1,-1,-1,-6616
target_x,1,0,2,-1,-1,-7817
target_x,1,0,3,-1,-1,-3930
target_x,1,0,4,-1,-1,3761
target_x,1,0,5,-1,-1,7562
target_x,1,0,6,-1,-1,2498
target_x,1,0,7,-1,-1,-3282
target_x,1,0,8,-1,-1,2677
target_x,1,0,9,-1,-1,7314
target_x,1,0,10,-1,-1,2121
target_x,1,0,11,-1,-1,-3115
target_x,1,0,12,-1,-1,1764
target_x,1,0,13,-1,-1,6897
target_x,1,0,14,-1,-1,1587
target_x,1,0,15,-1,-1,-3684
target_x,1,0,16,-1,-1,1420
target_x,1,0,17,-1,-1,6568
target_x,1,0,18,-1,-1,1075
target_x,1,0,19,-1,-1,-4146
target_x,1,0,20,-1,-1,1019
target_x,1,0,21,-1,-1,6114
target_x,1,0,22,-1,-1,685
target_x,1,0,23,-1,-1,-4566
target_x,1,0,24,-1,-1,655
target_x,1,0,25,-1,-1,5743
target_x,1,0,26,-1,-1,360
target_x,1,0,27,-1,-1,-4889
target_x,1,0,28,-1,-1,355
target_x,1,0,29,-1,-1,5457
target_x,1,0,30,-1,-1,95
target_x,1,0,31,-1,-1,-5135
target_x,1,0,32,-1,-1,124
target_x,1,0,33,-1,-1,5246
target_x,1,0,34,-1,-1,-104
target_x,1,0,35,-1,-1,-5315
target_x,1,0,36,-1,-1,-39
target_x,1,0,37,-1,-1,5099
target_x,1,0,38,-1,-1,-236
target_x,1,0,39,-1,-1,-5432
impulse_h,1,0,0,-1,-1,4096
impulse_h,1,0,1,-1,-1,4584
impulse_h,1,0,2,-1,-1,1692
impulse_h,1,0,3,-1,-1,-180
impulse_h,1,0,4,-1,-1,137
impulse_h,1,0,5,-1,-1,436
impulse_h,1,0,6,-1,-1,-159
impulse_h,1,0,7,-1,-1,-429
impulse_h,1,0,8,-1,-1,-184
impulse_h,1,0,9,-1,-1,27
impulse_h,1,0,10,-1,-1,-3
impulse_h,1,0,11,-1,-1,-47
impulse_h,1,0,12,-1,-1,-14
impulse_h,1,0,13,-1,-1,12
impulse_h,1,0,14,-1,-1,9
impulse_h,1,0,15,-1,-1,1
impulse_h,1,0,16,-1,-1,0
impulse_h,1,0,17,-1,-1,0
impulse_h,1,0,18,-1,-1,1
impulse_h,1,0,19,-1,-1,2
impulse_h,1,0,20,-1,-1,1
impulse_h,1,0,21,-1,-1,0
impulse_h,1,0,22,-1,-1,0
impulse_h,1,0,23,-1,-1,0
impulse_h,1,0,24,-1,-1,0
impulse_h,1,0,25,-1,-1,0
impulse_h,1,0,26,-1,-1,0
impulse_h,1,0,27,-1,-1,0
impulse_h,1,0,28,-1,-1,0
impulse_h,1,0,29,-1,-1,0
impulse_h,1,0,30,-1,-1,0
impulse_h,1,0,31,-1,-1,0
impulse_h,1,0,32,-1,-1,0
impulse_h,1,0,33,-1,-1,0
impulse_h,1,0,34,-1,-1,0
impulse_h,1,0,35,-1,-1,0
impulse_h,1,0,36,-1,-1,0
impulse_h,1,0,37,-1,-1,0
impulse_h,1,0,38,-1,-1,0
impulse_h,1,0,39,-1,-1,0
target_xb,1,0,0,-1,-1,-16139
target_xb,1,0,1,-1,-1,-17146
target_xb,1,0,2,-1,-1,-12335
target_xb,1,0,3,-1,-1,3122
target_xb,1,0,4,-1,-1,14533
target_xb,1,0,5,-1,-1,8950
target_xb,1,0,6,-1,-1,-1624
target_xb,1,0,7,-1,-1,2480
target_xb,1,0,8,-1,-1,13031
target_xb,1,0,9,-1,-1,8392
target_xb,1,0,10,-1,-1,-2179
target_xb,1,0,11,-1,-1,1509
target_xb,1,0,12,-1,-1,11497
target_xb,1,0,13,-1,-1,7173
target_xb,1,0,14,-1,-1,-3462
target_xb,1,0,15,-1,-1,462
target_xb,1,0,16,-1,-1,10608
target_xb,1,0,17,-1,-1,6113
target_xb,1,0,18,-1,-1,-4626
target_xb,1,0,19,-1,-1,-608
target_xb,1,0,20,-1,-1,9565
target_xb,1,0,21,-1,-1,5075
target_xb,1,0,22,-1,-1,-5613
target_xb,1,0,23,-1,-1,-1566
target_xb,1,0,24,-1,-1,8675
target_xb,1,0,25,-1,-1,4227
target_xb,1,0,26,-1,-1,-6407
target_xb,1,0,27,-1,-1,-2337
target_xb,1,0,28,-1,-1,7948
target_xb,1,0,29,-1,-1,3584
target_xb,1,0,30,-1,-1,-6959
target_xb,1,0,31,-1,-1,-2936
target_xb,1,0,32,-1,-1,7305
target_xb,1,0,33,-1,-1,3292
target_xb,1,0,34,-1,-1,-6879
target_xb,1,0,35,-1,-1,-3424
target_xb,1,0,36,-1,-1,5808
target_xb,1,0,37,-1,-1,2591
target_xb,1,0,38,-1,-1,-6316
target_xb,1,0,39,-1,-1,-5432
old_exc,1,0,0,-1,-1,0
old_exc,1,0,1,-1,-1,0
old_exc,1,0,2,-1,-1,0
old_exc,1,0,3,-1,-1,0
old_exc,1,0,4,-1,-1,0
old_exc,1,0,5,-1,-1,0
old_exc,1,0,6,-1,-1,0
old_exc,1,0,7,-1,-1,0
old_exc,1,0,8,-1,-1,0
old_exc,1,0,9,-1,-1,0
old_exc,1,0,10,-1,-1,0
old_exc,1,0,11,-1,-1,0
old_exc,1,0,12,-1,-1,0
old_exc,1,0,13,-1,-1,0
old_exc,1,0,14,-1,-1,0
old_exc,1,0,15,-1,-1,0
old_exc,1,0,16,-1,-1,0
old_exc,1,0,17,-1,-1,0
old_exc,1,0,18,-1,-1,0
old_exc,1,0,19,-1,-1,0
old_exc,1,0,20,-1,-1,0
old_exc,1,0,21,-1,-1,0
old_exc,1,0,22,-1,-1,0
old_exc,1,0,23,-1,-1,0
old_exc,1,0,24,-1,-1,0
old_exc,1,0,25,-1,-1,0
old_exc,1,0,26,-1,-1,0
old_exc,1,0,27,-1,-1,0
old_exc,1,0,28,-1,-1,0
old_exc,1,0,29,-1,-1,0
old_exc,1,0,30,-1,-1,0
old_exc,1,0,31,-1,-1,0
old_exc,1,0,32,-1,-1,0
old_exc,1,0,33,-1,-1,0
old_exc,1,0,34,-1,-1,0
old_exc,1,0,35,-1,-1,0
old_exc,1,0,36,-1,-1,0
old_exc,1,0,37,-1,-1,0
old_exc,1,0,38,-1,-1,0
old_exc,1,0,39,-1,-1,0
old_exc,1,0,40,-1,-1,0
old_exc,1,0,41,-1,-1,0
old_exc,1,0,42,-1,-1,0
old_exc,1,0,43,-1,-1,0
old_exc,1,0,44,-1,-1,0
old_exc,1,0,45,-1,-1,0
old_exc,1,0,46,-1,-1,0
old_exc,1,0,47,-1,-1,0
old_exc,1,0,48,-1,-1,0
old_exc,1,0,49,-1,-1,0
old_exc,1,0,50,-1,-1,0
old_exc,1,0,51,-1,-1,0
old_exc,1,0,52,-1,-1,0
old_exc,1,0,53,-1,-1,0
old_exc,1,0,54,-1,-1,0
old_exc,1,0,55,-1,-1,0
old_exc,1,0,56,-1,-1,0
old_exc,1,0,57,-1,-1,0
old_exc,1,0,58,-1,-1,0
old_exc,1,0,59,-1,-1,0
old_exc,1,0,60,-1,-1,0
old_exc,1,0,61,-1,-1,0
old_exc,1,0,62,-1,-1,0
old_exc,1,0,63,-1,-1,0
old_exc,1,0,64,-1,-1,0
old_exc,1,0,65,-1,-1,0
old_exc,1,0,66,-1,-1,0
old_exc,1,0,67,-1,-1,7568
old_exc,1,0,68,-1,-1,7568
old_exc,1,0,69,-1,-1,0
old_exc,1,0,70,-1,-1,0
old_exc,1,0,71,-1,-1,0
old_exc,1,0,72,-1,-1,0
old_exc,1,0,73,-1,-1,0
old_exc,1,0,74,-1,-1,0
old_exc,1,0,75,-1,-1,7568
old_exc,1,0,76,-1,-1,0
old_exc,1,0,77,-1,-1,0
old_exc,1,0,78,-1,-1,0
old_exc,1,0,79,-1,-1,0
old_exc,1,0,80,-1,-1,0
old_exc,1,0,81,-1,-1,0
old_exc,1,0,82,-1,-1,0
old_exc,1,0,83,-1,-1,0
old_exc,1,0,84,-1,-1,0
old_exc,1,0,85,-1,-1,0
old_exc,1,0,86,-1,-1,0
old_exc,1,0,87,-1,-1,0
old_exc,1,0,88,-1,-1,0
old_exc,1,0,89,-1,-1,0
old_exc,1,0,90,-1,-1,0
old_exc,1,0,91,-1,-1,0
old_exc,1,0,92,-1,-1,0
old_exc,1,0,93,-1,-1,0
old_exc,1,0,94,-1,-1,-7568
old_exc,1,0,95,-1,-1,0
old_exc,1,0,96,-1,-1,0
old_exc,1,0,97,-1,-1,0
old_exc,1,0,98,-1,-1,0
old_exc,1,0,99,-1,-1,0
old_exc,1,0,100,-1,-1,0
old_exc,1,0,101,-1,-1,0
old_exc,1,0,102,-1,-1,0
old_exc,1,0,103,-1,-1,0
old_exc,1,0,104,-1,-1,0
old_exc,1,0,105,-1,-1,-5972
old_exc,1,0,106,-1,-1,0
old_exc,1,0,107,-1,-1,0
old_exc,1,0,108,-1,-1,0
old_exc,1,0,109,-1,-1,-5972
old_exc,1,0,110,-1,-1,0
old_exc,1,0,111,-1,-1,0
old_exc,1,0,112,-1,-1,0
old_exc,1,0,113,-1,-1,-5972
old_exc,1,0,114,-1,-1,0
old_exc,1,0,115,-1,-1,0
old_exc,1,0,116,-1,-1,0
old_exc,1,0,117,-1,-1,0
old_exc,1,0,118,-1,-1,0
old_exc,1,0,119,-1,-1,0
old_exc,1,0,120,-1,-1,0
old_exc,1,0,121,-1,-1,0
old_exc,1,0,122,-1,-1,0
old_exc,1,0,123,-1,-1,0
old_exc,1,0,124,-1,-1,0
old_exc,1,0,125,-1,-1,0
old_exc,1,0,126,-1,-1,0
old_exc,1,0,127,-1,-1,0
old_exc,1,0,128,-1,-1,0
old_exc,1,0,129,-1,-1,0
old_exc,1,0,130,-1,-1,0
old_exc,1,0,131,-1,-1,0
old_exc,1,0,132,-1,-1,0
old_exc,1,0,133,-1,-1,0
old_exc,1,0,134,-1,-1,0
old_exc,1,0,135,-1,-1,921
old_exc,1,0,136,-1,-1,921
old_exc,1,0,137,-1,-1,-5972
old_exc,1,0,138,-1,-1,0
old_exc,1,0,139,-1,-1,0
old_exc,1,0,140,-1,-1,0
old_exc,1,0,141,-1,-1,0
old_exc,1,0,142,-1,-1,0
exc_residual_ext,1,0,0,-1,-1,-6500
exc_residual_ext,1,0,1,-1,-1,-6030
exc_residual_ext,1,0,2,-1,-1,-7336
exc_residual_ext,1,0,3,-1,-1,-3222
exc_residual_ext,1,0,4,-1,-1,3756
exc_residual_ext,1,0,5,-1,-1,6946
exc_residual_ext,1,0,6,-1,-1,1924
exc_residual_ext,1,0,7,-1,-1,-3137
exc_residual_ext,1,0,8,-1,-1,2981
exc_residual_ext,1,0,9,-1,-1,6570
exc_residual_ext,1,0,10,-1,-1,1632
exc_residual_ext,1,0,11,-1,-1,-2814
exc_residual_ext,1,0,12,-1,-1,1998
exc_residual_ext,1,0,13,-1,-1,6300
exc_residual_ext,1,0,14,-1,-1,1062
exc_residual_ext,1,0,15,-1,-1,-3323
exc_residual_ext,1,0,16,-1,-1,1706
exc_residual_ext,1,0,17,-1,-1,5981
exc_residual_ext,1,0,18,-1,-1,580
exc_residual_ext,1,0,19,-1,-1,-3731
exc_residual_ext,1,0,20,-1,-1,1316
exc_residual_ext,1,0,21,-1,-1,5563
exc_residual_ext,1,0,22,-1,-1,228
exc_residual_ext,1,0,23,-1,-1,-4130
exc_residual_ext,1,0,24,-1,-1,991
exc_residual_ext,1,0,25,-1,-1,5211
exc_residual_ext,1,0,26,-1,-1,-67
exc_residual_ext,1,0,27,-1,-1,-4434
exc_residual_ext,1,0,28,-1,-1,715
exc_residual_ext,1,0,29,-1,-1,4945
exc_residual_ext,1,0,30,-1,-1,-311
exc_residual_ext,1,0,31,-1,-1,-4662
exc_residual_ext,1,0,32,-1,-1,503
exc_residual_ext,1,0,33,-1,-1,4751
exc_residual_ext,1,0,34,-1,-1,-495
exc_residual_ext,1,0,35,-1,-1,-4827
exc_residual_ext,1,0,36,-1,-1,351
exc_residual_ext,1,0,37,-1,-1,4616
exc_residual_ext,1,0,38,-1,-1,-618
exc_residual_ext,1,0,39,-1,-1,-4935
rn_int,1,0,-1,30,0,-128771628
rn_frac,1,0,-1,30,-1,115269742
rn_frac,1,0,-1,30,0,-128771628
rn_frac,1,0,-1,30,1,-203331748
rn_int,1,0,-1,31,0,185671882
rn_frac,1,0,-1,31,-1,-204014122
rn_frac,1,0,-1,31,0,185671882
rn_frac,1,0,-1,31,1,82478680
rn_int,1,0,-1,32,0,325346624
rn_frac,1,0,-1,32,-1,-41443028
rn_frac,1,0,-1,32,0,325346624
rn_frac,1,0,-1,32,1,330990654
rn_int,1,0,-1,33,0,-49597300
rn_frac,1,0,-1,33,-1,292910960
rn_frac,1,0,-1,33,0,-49597300
rn_frac,1,0,-1,33,1,97094686
rn_int,1,0,-1,34,0,-185953372
rn_frac,1,0,-1,34,-1,219430534
rn_frac,1,0,-1,34,0,-185953372
rn_frac,1,0,-1,34,1,-194263012
rn_int,1,0,-1,35,0,1768678
rn_frac,1,0,-1,35,-1,-133422336
rn_frac,1,0,-1,35,0,1768678
rn_frac,1,0,-1,35,1,-86638476
rn_int,1,0,-1,36,0,292007236
rn_frac,1,0,-1,36,-1,-166418444
rn_frac,1,0,-1,36,0,292007236
rn_frac,1,0,-1,36,1,226230322
centre,1,1,-1,-1,-1,32
window_min,1,1,-1,-1,-1,27
window_max,1,1,-1,-1,-1,36
ref_int,1,1,-1,-1,-1,92
ref_frac,1,1,-1,-1,-1,0
ref_code,1,1,-1,-1,-1,8
prod_int,1,1,-1,-1,-1,28
prod_frac,1,1,-1,-1,-1,1
prod_code,1,1,-1,-1,-1,6
prod_rn_int,1,1,-1,28,0,457420560
ref_rn_frac,1,1,-1,92,0,370024000
a_hat,1,1,0,-1,-1,4096
a_hat,1,1,1,-1,-1,-5852
a_hat,1,1,2,-1,-1,6254
a_hat,1,1,3,-1,-1,-4537
a_hat,1,1,4,-1,-1,1170
a_hat,1,1,5,-1,-1,1408
a_hat,1,1,6,-1,-1,-178
a_hat,1,1,7,-1,-1,-1200
a_hat,1,1,8,-1,-1,2196
a_hat,1,1,9,-1,-1,-2153
a_hat,1,1,10,-1,-1,1267
residual,1,1,0,-1,-1,160
residual,1,1,1,-1,-1,4542
residual,1,1,2,-1,-1,-601
residual,1,1,3,-1,-1,-5014
residual,1,1,4,-1,-1,108
residual,1,1,5,-1,-1,4500
residual,1,1,6,-1,-1,-635
residual,1,1,7,-1,-1,-5043
residual,1,1,8,-1,-1,88
residual,1,1,9,-1,-1,4490
residual,1,1,10,-1,-1,-638
residual,1,1,11,-1,-1,-5043
residual,1,1,12,-1,-1,97
residual,1,1,13,-1,-1,4501
residual,1,1,14,-1,-1,-619
residual,1,1,15,-1,-1,-5020
residual,1,1,16,-1,-1,123
residual,1,1,17,-1,-1,4529
residual,1,1,18,-1,-1,-590
residual,1,1,19,-1,-1,-4983
residual,1,1,20,-1,-1,141
residual,1,1,21,-1,-1,4586
residual,1,1,22,-1,-1,-577
residual,1,1,23,-1,-1,-4906
residual,1,1,24,-1,-1,150
residual,1,1,25,-1,-1,4654
residual,1,1,26,-1,-1,-560
residual,1,1,27,-1,-1,-4871
residual,1,1,28,-1,-1,220
residual,1,1,29,-1,-1,4629
residual,1,1,30,-1,-1,-420
residual,1,1,31,-1,-1,-4977
residual,1,1,32,-1,-1,437
residual,1,1,33,-1,-1,4456
residual,1,1,34,-1,-1,-161
residual,1,1,35,-1,-1,-5155
residual,1,1,36,-1,-1,636
residual,1,1,37,-1,-1,4416
residual,1,1,38,-1,-1,-257
residual,1,1,39,-1,-1,-4526
target_x,1,1,0,-1,-1,-149
target_x,1,1,1,-1,-1,4934
target_x,1,1,2,-1,-1,-212
target_x,1,1,3,-1,-1,-5489
target_x,1,1,4,-1,-1,-261
target_x,1,1,5,-1,-1,4969
target_x,1,1,6,-1,-1,-306
target_x,1,1,7,-1,-1,-5539
target_x,1,1,8,-1,-1,-264
target_x,1,1,9,-1,-1,4953
target_x,1,1,10,-1,-1,-312
target_x,1,1,11,-1,-1,-5533
target_x,1,1,12,-1,-1,-259
target_x,1,1,13,-1,-1,4963
target_x,1,1,14,-1,-1,-293
target_x,1,1,15,-1,-1,-5508
target_x,1,1,16,-1,-1,-230
target_x,1,1,17,-1,-1,4994
target_x,1,1,18,-1,-1,-261
target_x,1,1,19,-1,-1,-5470
target_x,1,1,20,-1,-1,-209
target_x,1,1,21,-1,-1,5051
target_x,1,1,22,-1,-1,-242
target_x,1,1,23,-1,-1,-5397
target_x,1,1,24,-1,-1,-190
target_x,1,1,25,-1,-1,5113
target_x,1,1,26,-1,-1,-215
target_x,1,1,27,-1,-1,-5364
target_x,1,1,28,-1,-1,-115
target_x,1,1,29,-1,-1,5095
target_x,1,1,30,-1,-1,-84
target_x,1,1,31,-1,-1,-5445
target_x,1,1,32,-1,-1,76
target_x,1,1,33,-1,-1,4965
target_x,1,1,34,-1,-1,132
target_x,1,1,35,-1,-1,-5572
target_x,1,1,36,-1,-1,225
target_x,1,1,37,-1,-1,4971
target_x,1,1,38,-1,-1,12
target_x,1,1,39,-1,-1,-4949
impulse_h,1,1,0,-1,-1,4096
impulse_h,1,1,1,-1,-1,4389
impulse_h,1,1,2,-1,-1,1186
impulse_h,1,1,3,-1,-1,-583
impulse_h,1,1,4,-1,-1,39
impulse_h,1,1,5,-1,-1,366
impulse_h,1,1,6,-1,-1,-347
impulse_h,1,1,7,-1,-1,-517
impulse_h,1,1,8,-1,-1,-78
impulse_h,1,1,9,-1,-1,131
impulse_h,1,1,10,-1,-1,-16
impulse_h,1,1,11,-1,-1,-85
impulse_h,1,1,12,-1,-1,-1
impulse_h,1,1,13,-1,-1,33
impulse_h,1,1,14,-1,-1,-1
impulse_h,1,1,15,-1,-1,-15
impulse_h,1,1,16,-1,-1,2
impulse_h,1,1,17,-1,-1,9
impulse_h,1,1,18,-1,-1,2
impulse_h,1,1,19,-1,-1,-1
impulse_h,1,1,20,-1,-1,1
impulse_h,1,1,21,-1,-1,1
impulse_h,1,1,22,-1,-1,0
impulse_h,1,1,23,-1,-1,0
impulse_h,1,1,24,-1,-1,0
impulse_h,1,1,25,-1,-1,0
impulse_h,1,1,26,-1,-1,0
impulse_h,1,1,27,-1,-1,0
impulse_h,1,1,28,-1,-1,0
impulse_h,1,1,29,-1,-1,0
impulse_h,1,1,30,-1,-1,0
impulse_h,1,1,31,-1,-1,0
impulse_h,1,1,32,-1,-1,0
impulse_h,1,1,33,-1,-1,0
impulse_h,1,1,34,-1,-1,0
impulse_h,1,1,35,-1,-1,0
impulse_h,1,1,36,-1,-1,0
impulse_h,1,1,37,-1,-1,0
impulse_h,1,1,38,-1,-1,0
impulse_h,1,1,39,-1,-1,0
target_xb,1,1,0,-1,-1,7377
target_xb,1,1,1,-1,-1,3598
target_xb,1,1,2,-1,-1,-8328
target_xb,1,1,3,-1,-1,-4662
target_xb,1,1,4,-1,-1,7281
target_xb,1,1,5,-1,-1,3517
target_xb,1,1,6,-1,-1,-8475
target_xb,1,1,7,-1,-1,-4722
target_xb,1,1,8,-1,-1,7254
target_xb,1,1,9,-1,-1,3491
target_xb,1,1,10,-1,-1,-8479
target_xb,1,1,11,-1,-1,-4715
target_xb,1,1,12,-1,-1,7267
target_xb,1,1,13,-1,-1,3521
target_xb,1,1,14,-1,-1,-8434
target_xb,1,1,15,-1,-1,-4661
target_xb,1,1,16,-1,-1,7329
target_xb,1,1,17,-1,-1,3587
target_xb,1,1,18,-1,-1,-8365
target_xb,1,1,19,-1,-1,-4592
target_xb,1,1,20,-1,-1,7402
target_xb,1,1,21,-1,-1,3674
target_xb,1,1,22,-1,-1,-8273
target_xb,1,1,23,-1,-1,-4489
target_xb,1,1,24,-1,-1,7469
target_xb,1,1,25,-1,-1,3765
target_xb,1,1,26,-1,-1,-8167
target_xb,1,1,27,-1,-1,-4388
target_xb,1,1,28,-1,-1,7488
target_xb,1,1,29,-1,-1,3845
target_xb,1,1,30,-1,-1,-7905
target_xb,1,1,31,-1,-1,-4307
target_xb,1,1,32,-1,-1,7297
target_xb,1,1,33,-1,-1,3928
target_xb,1,1,34,-1,-1,-6924
target_xb,1,1,35,-1,-1,-3941
target_xb,1,1,36,-1,-1,6259
target_xb,1,1,37,-1,-1,3550
target_xb,1,1,38,-1,-1,-5292
target_xb,1,1,39,-1,-1,-4949
old_exc,1,1,0,-1,-1,0
old_exc,1,1,1,-1,-1,0
old_exc,1,1,2,-1,-1,0
old_exc,1,1,3,-1,-1,0
old_exc,1,1,4,-1,-1,0
old_exc,1,1,5,-1,-1,0
old_exc,1,1,6,-1,-1,0
old_exc,1,1,7,-1,-1,0
old_exc,1,1,8,-1,-1,0
old_exc,1,1,9,-1,-1,0
old_exc,1,1,10,-1,-1,0
old_exc,1,1,11,-1,-1,0
old_exc,1,1,12,-1,-1,0
old_exc,1,1,13,-1,-1,0
old_exc,1,1,14,-1,-1,0
old_exc,1,1,15,-1,-1,0
old_exc,1,1,16,-1,-1,0
old_exc,1,1,17,-1,-1,0
old_exc,1,1,18,-1,-1,0
old_exc,1,1,19,-1,-1,0
old_exc,1,1,20,-1,-1,0
old_exc,1,1,21,-1,-1,0
old_exc,1,1,22,-1,-1,0
old_exc,1,1,23,-1,-1,0
old_exc,1,1,24,-1,-1,0
old_exc,1,1,25,-1,-1,0
old_exc,1,1,26,-1,-1,0
old_exc,1,1,27,-1,-1,7568
