field,frame,tap,L0,L1,L2,L3,col,got
predictor_memory,5,3,-1,-1,-1,-1,7,18290
predictor_memory,5,3,-1,-1,-1,-1,8,20200
predictor_memory,5,3,-1,-1,-1,-1,9,21456
omega_lsf,5,-1,-1,-1,-1,-1,0,2220
omega_lsf,5,-1,-1,-1,-1,-1,1,2985
omega_lsf,5,-1,-1,-1,-1,-1,2,4494
omega_lsf,5,-1,-1,-1,-1,-1,3,6718
omega_lsf,5,-1,-1,-1,-1,-1,4,9686
omega_lsf,5,-1,-1,-1,-1,-1,5,12838
omega_lsf,5,-1,-1,-1,-1,-1,6,17035
omega_lsf,5,-1,-1,-1,-1,-1,7,18627
omega_lsf,5,-1,-1,-1,-1,-1,8,20878
omega_lsf,5,-1,-1,-1,-1,-1,9,21958
weight_lsf,5,-1,-1,-1,-1,-1,0,301
weight_lsf,5,-1,-1,-1,-1,-1,1,329
weight_lsf,5,-1,-1,-1,-1,-1,2,516
weight_lsf,5,-1,-1,-1,-1,-1,3,874
weight_lsf,5,-1,-1,-1,-1,-1,4,1497
weight_lsf,5,-1,-1,-1,-1,-1,5,2221
weight_lsf,5,-1,-1,-1,-1,-1,6,1100
weight_lsf,5,-1,-1,-1,-1,-1,7,536
weight_lsf,5,-1,-1,-1,-1,-1,8,452
weight_lsf,5,-1,-1,-1,-1,-1,9,383
target_lsf,5,-1,0,-1,-1,-1,0,2083
target_lsf,5,-1,0,-1,-1,-1,1,-1408
target_lsf,5,-1,0,-1,-1,-1,2,-2308
target_lsf,5,-1,0,-1,-1,-1,3,-1011
target_lsf,5,-1,0,-1,-1,-1,4,3427
target_lsf,5,-1,0,-1,-1,-1,5,9022
target_lsf,5,-1,0,-1,-1,-1,6,19267
target_lsf,5,-1,0,-1,-1,-1,7,18586
target_lsf,5,-1,0,-1,-1,-1,8,20289
target_lsf,5,-1,0,-1,-1,-1,9,18219
target_lsf,5,-1,1,-1,-1,-1,0,2201
target_lsf,5,-1,1,-1,-1,-1,1,1949
target_lsf,5,-1,1,-1,-1,-1,2,3259
target_lsf,5,-1,1,-1,-1,-1,3,4490
target_lsf,5,-1,1,-1,-1,-1,4,7657
target_lsf,5,-1,1,-1,-1,-1,5,11486
target_lsf,5,-1,1,-1,-1,-1,6,18036
target_lsf,5,-1,1,-1,-1,-1,7,18777
target_lsf,5,-1,1,-1,-1,-1,8,20599
target_lsf,5,-1,1,-1,-1,-1,9,20689
encoder_index,5,-1,-1,-1,-1,-1,0,1
encoder_index,5,-1,-1,-1,-1,-1,1,5
encoder_index,5,-1,-1,-1,-1,-1,2,14
encoder_index,5,-1,-1,-1,-1,-1,3,23
bitstream_index,5,-1,-1,-1,-1,-1,0,1
bitstream_index,5,-1,-1,-1,-1,-1,1,5
bitstream_index,5,-1,-1,-1,-1,-1,2,14
bitstream_index,5,-1,-1,-1,-1,-1,3,20
encoder_tuple_cost,5,-1,1,5,14,23,-1,321789304
bitstream_tuple_cost,5,-1,1,5,14,20,-1,2441085217
encoder_tuple_rank,5,-1,1,5,14,23,-1,1
bitstream_tuple_rank,5,-1,1,5,14,20,-1,1482
predictor_memory,6,0,-1,-1,-1,-1,0,2355
predictor_memory,6,0,-1,-1,-1,-1,1,2365
predictor_memory,6,0,-1,-1,-1,-1,2,2904
predictor_memory,6,0,-1,-1,-1,-1,3,4322
predictor_memory,6,0,-1,-1,-1,-1,4,7896
predictor_memory,6,0,-1,-1,-1,-1,5,12051
predictor_memory,6,0,-1,-1,-1,-1,6,18297
predictor_memory,6,0,-1,-1,-1,-1,7,18912
predictor_memory,6,0,-1,-1,-1,-1,8,21131
predictor_memory,6,0,-1,-1,-1,-1,9,21200
predictor_memory,6,1,-1,-1,-1,-1,0,1854
predictor_memory,6,1,-1,-1,-1,-1,1,3716
predictor_memory,6,1,-1,-1,-1,-1,2,5815
predictor_memory,6,1,-1,-1,-1,-1,3,8902
predictor_memory,6,1,-1,-1,-1,-1,4,11558
predictor_memory,6,1,-1,-1,-1,-1,5,14316
predictor_memory,6,1,-1,-1,-1,-1,6,15838
predictor_memory,6,1,-1,-1,-1,-1,7,17902
predictor_memory,6,1,-1,-1,-1,-1,8,21456
predictor_memory,6,1,-1,-1,-1,-1,9,22657
predictor_memory,6,2,-1,-1,-1,-1,0,1872
predictor_memory,6,2,-1,-1,-1,-1,1,5906
predictor_memory,6,2,-1,-1,-1,-1,2,7613
predictor_memory,6,2,-1,-1,-1,-1,3,10055
predictor_memory,6,2,-1,-1,-1,-1,4,12060
predictor_memory,6,2,-1,-1,-1,-1,5,14006
predictor_memory,6,2,-1,-1,-1,-1,6,16860
predictor_memory,6,2,-1,-1,-1,-1,7,19706
predictor_memory,6,2,-1,-1,-1,-1,8,20528
predictor_memory,6,2,-1,-1,-1,-1,9,24048
predictor_memory,6,3,-1,-1,-1,-1,0,2622
predictor_memory,6,3,-1,-1,-1,-1,1,3862
predictor_memory,6,3,-1,-1,-1,-1,2,7294
predictor_memory,6,3,-1,-1,-1,-1,3,9278
predictor_memory,6,3,-1,-1,-1,-1,4,11259
predictor_memory,6,3,-1,-1,-1,-1,5,14185
predictor_memory,6,3,-1,-1,-1,-1,6,16409
predictor_memory,6,3,-1,-1,-1,-1,7,18689
predictor_memory,6,3,-1,-1,-1,-1,8,21797
predictor_memory,6,3,-1,-1,-1,-1,9,24583
omega_lsf,6,-1,-1,-1,-1,-1,0,2293
omega_lsf,6,-1,-1,-1,-1,-1,1,2962
omega_lsf,6,-1,-1,-1,-1,-1,2,4531
omega_lsf,6,-1,-1,-1,-1,-1,3,7148
omega_lsf,6,-1,-1,-1,-1,-1,4,10299
omega_lsf,6,-1,-1,-1,-1,-1,5,12621
omega_lsf,6,-1,-1,-1,-1,-1,6,16258
omega_lsf,6,-1,-1,-1,-1,-1,7,18241
omega_lsf,6,-1,-1,-1,-1,-1,8,20822
omega_lsf,6,-1,-1,-1,-1,-1,9,21846
weight_lsf,6,-1,-1,-1,-1,-1,0,299
weight_lsf,6,-1,-1,-1,-1,-1,1,325
weight_lsf,6,-1,-1,-1,-1,-1,2,603
weight_lsf,6,-1,-1,-1,-1,-1,3,1091
weight_lsf,6,-1,-1,-1,-1,-1,4,1168
weight_lsf,6,-1,-1,-1,-1,-1,5,1409
weight_lsf,6,-1,-1,-1,-1,-1,6,1031
weight_lsf,6,-1,-1,-1,-1,-1,7,691
weight_lsf,6,-1,-1,-1,-1,-1,8,495
weight_lsf,6,-1,-1,-1,-1,-1,9,390
target_lsf,6,-1,0,-1,-1,-1,0,2747
target_lsf,6,-1,0,-1,-1,-1,1,903
target_lsf,6,-1,0,-1,-1,-1,2,2347
target_lsf,6,-1,0,-1,-1,-1,3,6068
target_lsf,6,-1,0,-1,-1,-1,4,10338
target_lsf,6,-1,0,-1,-1,-1,5,10413
target_lsf,6,-1,0,-1,-1,-1,6,14062
target_lsf,6,-1,0,-1,-1,-1,7,16813
target_lsf,6,-1,0,-1,-1,-1,8,19876
target_lsf,6,-1,0,-1,-1,-1,9,19430
target_lsf,6,-1,1,-1,-1,-1,0,2410
target_lsf,6,-1,1,-1,-1,-1,1,2705
target_lsf,6,-1,1,-1,-1,-1,2,4702
target_lsf,6,-1,1,-1,-1,-1,3,7569
target_lsf,6,-1,1,-1,-1,-1,4,10840
target_lsf,6,-1,1,-1,-1,-1,5,12167
target_lsf,6,-1,1,-1,-1,-1,6,15083
target_lsf,6,-1,1,-1,-1,-1,7,17634
target_lsf,6,-1,1,-1,-1,-1,8,20438
target_lsf,6,-1,1,-1,-1,-1,9,21091
encoder_index,6,-1,-1,-1,-1,-1,0,0
encoder_index,6,-1,-1,-1,-1,-1,1,29
encoder_index,6,-1,-1,-1,-1,-1,2,0
encoder_index,6,-1,-1,-1,-1,-1,3,23
bitstream_index,6,-1,-1,-1,-1,-1,0,0
bitstream_index,6,-1,-1,-1,-1,-1,1,98
bitstream_index,6,-1,-1,-1,-1,-1,2,15
bitstream_index,6,-1,-1,-1,-1,-1,3,24
encoder_tuple_cost,6,-1,0,29,0,23,-1,201390501
bitstream_tuple_cost,6,-1,0,98,15,24,-1,636369028
encoder_tuple_rank,6,-1,0,29,0,23,-1,5
bitstream_tuple_rank,6,-1,0,98,15,24,-1,2476
predictor_memory,7,0,-1,-1,-1,-1,0,1232
predictor_memory,7,0,-1,-1,-1,-1,1,1797
predictor_memory,7,0,-1,-1,-1,-1,2,2792
predictor_memory,7,0,-1,-1,-1,-1,3,6270
predictor_memory,7,0,-1,-1,-1,-1,4,9995
predictor_memory,7,0,-1,-1,-1,-1,5,10784
predictor_memory,7,0,-1,-1,-1,-1,6,13563
predictor_memory,7,0,-1,-1,-1,-1,7,16722
predictor_memory,7,0,-1,-1,-1,-1,8,18334
predictor_memory,7,0,-1,-1,-1,-1,9,18938
predictor_memory,7,1,-1,-1,-1,-1,0,2355
predictor_memory,7,1,-1,-1,-1,-1,1,2365
predictor_memory,7,1,-1,-1,-1,-1,2,2904
predictor_memory,7,1,-1,-1,-1,-1,3,4322
predictor_memory,7,1,-1,-1,-1,-1,4,7896
predictor_memory,7,1,-1,-1,-1,-1,5,12051
predictor_memory,7,1,-1,-1,-1,-1,6,18297
predictor_memory,7,1,-1,-1,-1,-1,7,18912
predictor_memory,7,1,-1,-1,-1,-1,8,21131
predictor_memory,7,1,-1,-1,-1,-1,9,21200
predictor_memory,7,2,-1,-1,-1,-1,0,1854
predictor_memory,7,2,-1,-1,-1,-1,1,3716
predictor_memory,7,2,-1,-1,-1,-1,2,5815
predictor_memory,7,2,-1,-1,-1,-1,3,8902
predictor_memory,7,2,-1,-1,-1,-1,4,11558
predictor_memory,7,2,-1,-1,-1,-1,5,14316
predictor_memory,7,2,-1,-1,-1,-1,6,15838
predictor_memory,7,2,-1,-1,-1,-1,7,17902
predictor_memory,7,2,-1,-1,-1,-1,8,21456
predictor_memory,7,2,-1,-1,-1,-1,9,22657
predictor_memory,7,3,-1,-1,-1,-1,0,1872
predictor_memory,7,3,-1,-1,-1,-1,1,5906
predictor_memory,7,3,-1,-1,-1,-1,2,7613
predictor_memory,7,3,-1,-1,-1,-1,3,10055
predictor_memory,7,3,-1,-1,-1,-1,4,12060
predictor_memory,7,3,-1,-1,-1,-1,5,14006
predictor_memory,7,3,-1,-1,-1,-1,6,16860
predictor_memory,7,3,-1,-1,-1,-1,7,19706
predictor_memory,7,3,-1,-1,-1,-1,8,20528
predictor_memory,7,3,-1,-1,-1,-1,9,24048
omega_lsf,7,-1,-1,-1,-1,-1,0,2244
omega_lsf,7,-1,-1,-1,-1,-1,1,2969
omega_lsf,7,-1,-1,-1,-1,-1,2,4509
omega_lsf,7,-1,-1,-1,-1,-1,3,7701
omega_lsf,7,-1,-1,-1,-1,-1,4,10493
omega_lsf,7,-1,-1,-1,-1,-1,5,13000
omega_lsf,7,-1,-1,-1,-1,-1,6,15994
omega_lsf,7,-1,-1,-1,-1,-1,7,18148
omega_lsf,7,-1,-1,-1,-1,-1,8,20839
omega_lsf,7,-1,-1,-1,-1,-1,9,22366
weight_lsf,7,-1,-1,-1,-1,-1,0,300
weight_lsf,7,-1,-1,-1,-1,-1,1,328
weight_lsf,7,-1,-1,-1,-1,-1,2,735
weight_lsf,7,-1,-1,-1,-1,-1,3,1186
weight_lsf,7,-1,-1,-1,-1,-1,4,1093
weight_lsf,7,-1,-1,-1,-1,-1,5,1182
weight_lsf,7,-1,-1,-1,-1,-1,6,860
weight_lsf,7,-1,-1,-1,-1,-1,7,767
weight_lsf,7,-1,-1,-1,-1,-1,8,610
weight_lsf,7,-1,-1,-1,-1,-1,9,388
target_lsf,7,-1,0,-1,-1,-1,0,3705
target_lsf,7,-1,0,-1,-1,-1,1,3250
target_lsf,7,-1,0,-1,-1,-1,2,6117
target_lsf,7,-1,0,-1,-1,-1,3,10615
target_lsf,7,-1,0,-1,-1,-1,4,12176
target_lsf,7,-1,0,-1,-1,-1,5,15075
target_lsf,7,-1,0,-1,-1,-1,6,16354
target_lsf,7,-1,0,-1,-1,-1,7,18541
target_lsf,7,-1,0,-1,-1,-1,8,22909
target_lsf,7,-1,0,-1,-1,-1,9,25899
target_lsf,7,-1,1,-1,-1,-1,0,2911
target_lsf,7,-1,1,-1,-1,-1,1,3238
target_lsf,7,-1,1,-1,-1,-1,2,5193
target_lsf,7,-1,1,-1,-1,-1,3,8682
target_lsf,7,-1,1,-1,-1,-1,4,11030
target_lsf,7,-1,1,-1,-1,-1,5,14078
target_lsf,7,-1,1,-1,-1,-1,6,16657
target_lsf,7,-1,1,-1,-1,-1,7,18577
target_lsf,7,-1,1,-1,-1,-1,8,22012
target_lsf,7,-1,1,-1,-1,-1,9,23980
encoder_index,7,-1,-1,-1,-1,-1,0,1
encoder_index,7,-1,-1,-1,-1,-1,1,96
encoder_index,7,-1,-1,-1,-1,-1,2,30
encoder_index,7,-1,-1,-1,-1,-1,3,1
bitstream_index,7,-1,-1,-1,-1,-1,0,0
bitstream_index,7,-1,-1,-1,-1,-1,1,20
bitstream_index,7,-1,-1,-1,-1,-1,2,13
bitstream_index,7,-1,-1,-1,-1,-1,3,13
encoder_tuple_cost,7,-1,1,96,30,1,-1,219986854
bitstream_tuple_cost,7,-1,0,20,13,13,-1,1373913799
encoder_tuple_rank,7,-1,1,96,30,1,-1,1
bitstream_tuple_rank,7,-1,0,20,13,13,-1,5811
predictor_memory,8,0,-1,-1,-1,-1,0,2668
predictor_memory,8,0,-1,-1,-1,-1,1,3472
predictor_memory,8,0,-1,-1,-1,-1,2,5428
predictor_memory,8,0,-1,-1,-1,-1,3,8209
predictor_memory,8,0,-1,-1,-1,-1,4,10961
predictor_memory,8,0,-1,-1,-1,-1,5,14281
predictor_memory,8,0,-1,-1,-1,-1,6,16327
predictor_memory,8,0,-1,-1,-1,-1,7,18088
predictor_memory,8,0,-1,-1,-1,-1,8,21997
predictor_memory,8,0,-1,-1,-1,-1,9,23247
predictor_memory,8,1,-1,-1,-1,-1,0,1232
predictor_memory,8,1,-1,-1,-1,-1,1,1797
predictor_memory,8,1,-1,-1,-1,-1,2,2792
predictor_memory,8,1,-1,-1,-1,-1,3,6270
predictor_memory,8,1,-1,-1,-1,-1,4,9995
predictor_memory,8,1,-1,-1,-1,-1,5,10784
predictor_memory,8,1,-1,-1,-1,-1,6,13563
predictor_memory,8,1,-1,-1,-1,-1,7,16722
predictor_memory,8,1,-1,-1,-1,-1,8,18334
predictor_memory,8,1,-1,-1,-1,-1,9,18938
predictor_memory,8,2,-1,-1,-1,-1,0,2355
predictor_memory,8,2,-1,-1,-1,-1,1,2365
predictor_memory,8,2,-1,-1,-1,-1,2,2904
predictor_memory,8,2,-1,-1,-1,-1,3,4322
predictor_memory,8,2,-1,-1,-1,-1,4,7896
predictor_memory,8,2,-1,-1,-1,-1,5,12051
predictor_memory,8,2,-1,-1,-1,-1,6,18297
predictor_memory,8,2,-1,-1,-1,-1,7,18912
predictor_memory,8,2,-1,-1,-1,-1,8,21131
predictor_memory,8,2,-1,-1,-1,-1,9,21200
predictor_memory,8,3,-1,-1,-1,-1,0,1854
predictor_memory,8,3,-1,-1,-1,-1,1,3716
predictor_memory,8,3,-1,-1,-1,-1,2,5815
predictor_memory,8,3,-1,-1,-1,-1,3,8902
predictor_memory,8,3,-1,-1,-1,-1,4,11558
predictor_memory,8,3,-1,-1,-1,-1,5,14316
predictor_memory,8,3,-1,-1,-1,-1,6,15838
predictor_memory,8,3,-1,-1,-1,-1,7,17902
predictor_memory,8,3,-1,-1,-1,-1,8,21456
predictor_memory,8,3,-1,-1,-1,-1,9,22657
omega_lsf,8,-1,-1,-1,-1,-1,0,2489
omega_lsf,8,-1,-1,-1,-1,-1,1,4042
omega_lsf,8,-1,-1,-1,-1,-1,2,5427
omega_lsf,8,-1,-1,-1,-1,-1,3,7818
omega_lsf,8,-1,-1,-1,-1,-1,4,10824
omega_lsf,8,-1,-1,-1,-1,-1,5,13851
omega_lsf,8,-1,-1,-1,-1,-1,6,16525
omega_lsf,8,-1,-1,-1,-1,-1,7,18597
omega_lsf,8,-1,-1,-1,-1,-1,8,20500
omega_lsf,8,-1,-1,-1,-1,-1,9,22896
weight_lsf,8,-1,-1,-1,-1,-1,0,409
weight_lsf,8,-1,-1,-1,-1,-1,1,400
weight_lsf,8,-1,-1,-1,-1,-1,2,524
weight_lsf,8,-1,-1,-1,-1,-1,3,946
weight_lsf,8,-1,-1,-1,-1,-1,4,1449
weight_lsf,8,-1,-1,-1,-1,-1,5,1277
weight_lsf,8,-1,-1,-1,-1,-1,6,739
weight_lsf,8,-1,-1,-1,-1,-1,7,561
weight_lsf,8,-1,-1,-1,-1,-1,8,628
weight_lsf,8,-1,-1,-1,-1,-1,9,431
target_lsf,8,-1,0,-1,-1,-1,0,3852
target_lsf,8,-1,0,-1,-1,-1,1,7676
target_lsf,8,-1,0,-1,-1,-1,2,9332
target_lsf,8,-1,0,-1,-1,-1,3,10548
target_lsf,8,-1,0,-1,-1,-1,4,13059
target_lsf,8,-1,0,-1,-1,-1,5,17004
target_lsf,8,-1,0,-1,-1,-1,6,18375
target_lsf,8,-1,0,-1,-1,-1,7,20683
target_lsf,8,-1,0,-1,-1,-1,8,20014
target_lsf,8,-1,0,-1,-1,-1,9,26812
target_lsf,8,-1,1,-1,-1,-1,0,2918
target_lsf,8,-1,1,-1,-1,-1,1,4863
target_lsf,8,-1,1,-1,-1,-1,2,5915
target_lsf,8,-1,1,-1,-1,-1,3,8274
target_lsf,8,-1,1,-1,-1,-1,4,11319
target_lsf,8,-1,1,-1,-1,-1,5,14564
target_lsf,8,-1,1,-1,-1,-1,6,17226
target_lsf,8,-1,1,-1,-1,-1,7,19436
target_lsf,8,-1,1,-1,-1,-1,8,20035
target_lsf,8,-1,1,-1,-1,-1,9,24082
encoder_index,8,-1,-1,-1,-1,-1,0,1
encoder_index,8,-1,-1,-1,-1,-1,1,120
encoder_index,8,-1,-1,-1,-1,-1,2,15
encoder_index,8,-1,-1,-1,-1,-1,3,13
bitstream_index,8,-1,-1,-1,-1,-1,0,1
bitstream_index,8,-1,-1,-1,-1,-1,1,120
bitstream_index,8,-1,-1,-1,-1,-1,2,8
bitstream_index,8,-1,-1,-1,-1,-1,3,11
encoder_tuple_cost,8,-1,1,120,15,13,-1,274719977
bitstream_tuple_cost,8,-1,1,120,8,11,-1,2527755155
encoder_tuple_rank,8,-1,1,120,15,13,-1,1
bitstream_tuple_rank,8,-1,1,120,8,11,-1,7555
predictor_memory,9,0,-1,-1,-1,-1,0,2876
predictor_memory,9,0,-1,-1,-1,-1,1,4385
predictor_memory,9,0,-1,-1,-1,-1,2,5783
predictor_memory,9,0,-1,-1,-1,-1,3,8803
predictor_memory,9,0,-1,-1,-1,-1,4,11382
predictor_memory,9,0,-1,-1,-1,-1,5,14006
predictor_memory,9,0,-1,-1,-1,-1,6,16860
predictor_memory,9,0,-1,-1,-1,-1,7,19706
predictor_memory,9,0,-1,-1,-1,-1,8,20528
predictor_memory,9,0,-1,-1,-1,-1,9,24048
predictor_memory,9,1,-1,-1,-1,-1,0,2668
predictor_memory,9,1,-1,-1,-1,-1,1,3472
predictor_memory,9,1,-1,-1,-1,-1,2,5428
predictor_memory,9,1,-1,-1,-1,-1,3,8209
predictor_memory,9,1,-1,-1,-1,-1,4,10961
predictor_memory,9,1,-1,-1,-1,-1,5,14281
predictor_memory,9,1,-1,-1,-1,-1,6,16327
predictor_memory,9,1,-1,-1,-1,-1,7,18088
predictor_memory,9,1,-1,-1,-1,-1,8,21997
predictor_memory,9,1,-1,-1,-1,-1,9,23247
predictor_memory,9,2,-1,-1,-1,-1,0,1232
predictor_memory,9,2,-1,-1,-1,-1,1,1797
predictor_memory,9,2,-1,-1,-1,-1,2,2792
predictor_memory,9,2,-1,-1,-1,-1,3,6270
predictor_memory,9,2,-1,-1,-1,-1,4,9995
predictor_memory,9,2,-1,-1,-1,-1,5,10784
predictor_memory,9,2,-1,-1,-1,-1,6,13563
predictor_memory,9,2,-1,-1,-1,-1,7,16722
predictor_memory,9,2,-1,-1,-1,-1,8,18334
predictor_memory,9,2,-1,-1,-1,-1,9,18938
predictor_memory,9,3,-1,-1,-1,-1,0,2355
predictor_memory,9,3,-1,-1,-1,-1,1,2365
predictor_memory,9,3,-1,-1,-1,-1,2,2904
predictor_memory,9,3,-1,-1,-1,-1,3,4322
predictor_memory,9,3,-1,-1,-1,-1,4,7896
predictor_memory,9,3,-1,-1,-1,-1,5,12051
predictor_memory,9,3,-1,-1,-1,-1,6,18297
predictor_memory,9,3,-1,-1,-1,-1,7,18912
predictor_memory,9,3,-1,-1,-1,-1,8,21131
predictor_memory,9,3,-1,-1,-1,-1,9,21200
omega_lsf,9,-1,-1,-1,-1,-1,0,2333
omega_lsf,9,-1,-1,-1,-1,-1,1,4674
omega_lsf,9,-1,-1,-1,-1,-1,2,7014
omega_lsf,9,-1,-1,-1,-1,-1,3,9354
omega_lsf,9,-1,-1,-1,-1,-1,4,11695
omega_lsf,9,-1,-1,-1,-1,-1,5,14033
omega_lsf,9,-1,-1,-1,-1,-1,6,16374
omega_lsf,9,-1,-1,-1,-1,-1,7,18713
omega_lsf,9,-1,-1,-1,-1,-1,8,21054
omega_lsf,9,-1,-1,-1,-1,-1,9,23394
weight_lsf,9,-1,-1,-1,-1,-1,0,501
weight_lsf,9,-1,-1,-1,-1,-1,1,721
weight_lsf,9,-1,-1,-1,-1,-1,2,721
weight_lsf,9,-1,-1,-1,-1,-1,3,721
weight_lsf,9,-1,-1,-1,-1,-1,4,865
weight_lsf,9,-1,-1,-1,-1,-1,5,865
weight_lsf,9,-1,-1,-1,-1,-1,6,721
weight_lsf,9,-1,-1,-1,-1,-1,7,721
weight_lsf,9,-1,-1,-1,-1,-1,8,721
weight_lsf,9,-1,-1,-1,-1,-1,9,364
target_lsf,9,-1,0,-1,-1,-1,0,2205
target_lsf,9,-1,0,-1,-1,-1,1,8537
target_lsf,9,-1,0,-1,-1,-1,2,13816
target_lsf,9,-1,0,-1,-1,-1,3,14720
target_lsf,9,-1,0,-1,-1,-1,4,15176
target_lsf,9,-1,0,-1,-1,-1,5,16451
target_lsf,9,-1,0,-1,-1,-1,6,16890
target_lsf,9,-1,0,-1,-1,-1,7,19305
target_lsf,9,-1,0,-1,-1,-1,8,22293
target_lsf,9,-1,0,-1,-1,-1,9,26405
target_lsf,9,-1,1,-1,-1,-1,0,2185
target_lsf,9,-1,1,-1,-1,-1,1,5501
target_lsf,9,-1,1,-1,-1,-1,2,8204
target_lsf,9,-1,1,-1,-1,-1,3,10698
target_lsf,9,-1,1,-1,-1,-1,4,12681
target_lsf,9,-1,1,-1,-1,-1,5,14650
target_lsf,9,-1,1,-1,-1,-1,6,16363
target_lsf,9,-1,1,-1,-1,-1,7,18650
target_lsf,9,-1,1,-1,-1,-1,8,21520
target_lsf,9,-1,1,-1,-1,-1,9,24307
encoder_index,9,-1,-1,-1,-1,-1,0,1
encoder_index,9,-1,-1,-1,-1,-1,1,120
encoder_index,9,-1,-1,-1,-1,-1,2,8
encoder_index,9,-1,-1,-1,-1,-1,3,11
bitstream_index,9,-1,-1,-1,-1,-1,0,1
bitstream_index,9,-1,-1,-1,-1,-1,1,120
bitstream_index,9,-1,-1,-1,-1,-1,2,10
bitstream_index,9,-1,-1,-1,-1,-1,3,13
encoder_tuple_cost,9,-1,1,120,8,11,-1,373715232
bitstream_tuple_cost,9,-1,1,120,10,13,-1,1661407903
encoder_tuple_rank,9,-1,1,120,8,11,-1,1
bitstream_tuple_rank,9,-1,1,120,10,13,-1,579
predictor_memory,10,0,-1,-1,-1,-1,0,1872
predictor_memory,10,0,-1,-1,-1,-1,1,5906
predictor_memory,10,0,-1,-1,-1,-1,2,7613
predictor_memory,10,0,-1,-1,-1,-1,3,10055
predictor_memory,10,0,-1,-1,-1,-1,4,12060
predictor_memory,10,0,-1,-1,-1,-1,5,14185
predictor_memory,10,0,-1,-1,-1,-1,6,16409
predictor_memory,10,0,-1,-1,-1,-1,7,18689
predictor_memory,10,0,-1,-1,-1,-1,8,21797
predictor_memory,10,0,-1,-1,-1,-1,9,24583
predictor_memory,10,1,-1,-1,-1,-1,0,2876
predictor_memory,10,1,-1,-1,-1,-1,1,4385
predictor_memory,10,1,-1,-1,-1,-1,2,5783
predictor_memory,10,1,-1,-1,-1,-1,3,8803
predictor_memory,10,1,-1,-1,-1,-1,4,11382
predictor_memory,10,1,-1,-1,-1,-1,5,14006
predictor_memory,10,1,-1,-1,-1,-1,6,16860
predictor_memory,10,1,-1,-1,-1,-1,7,19706
predictor_memory,10,1,-1,-1,-1,-1,8,20528
predictor_memory,10,1,-1,-1,-1,-1,9,24048
predictor_memory,10,2,-1,-1,-1,-1,0,2668
predictor_memory,10,2,-1,-1,-1,-1,1,3472
predictor_memory,10,2,-1,-1,-1,-1,2,5428
predictor_memory,10,2,-1,-1,-1,-1,3,8209
predictor_memory,10,2,-1,-1,-1,-1,4,10961
predictor_memory,10,2,-1,-1,-1,-1,5,14281
predictor_memory,10,2,-1,-1,-1,-1,6,16327
predictor_memory,10,2,-1,-1,-1,-1,7,18088
predictor_memory,10,2,-1,-1,-1,-1,8,21997
predictor_memory,10,2,-1,-1,-1,-1,9,23247
predictor_memory,10,3,-1,-1,-1,-1,0,1232
predictor_memory,10,3,-1,-1,-1,-1,1,1797
predictor_memory,10,3,-1,-1,-1,-1,2,2792
predictor_memory,10,3,-1,-1,-1,-1,3,6270
predictor_memory,10,3,-1,-1,-1,-1,4,9995
predictor_memory,10,3,-1,-1,-1,-1,5,10784
predictor_memory,10,3,-1,-1,-1,-1,6,13563
predictor_memory,10,3,-1,-1,-1,-1,7,16722
predictor_memory,10,3,-1,-1,-1,-1,8,18334
predictor_memory,10,3,-1,-1,-1,-1,9,18938
omega_lsf,10,-1,-1,-1,-1,-1,0,2220
omega_lsf,10,-1,-1,-1,-1,-1,1,2985
omega_lsf,10,-1,-1,-1,-1,-1,2,4494
omega_lsf,10,-1,-1,-1,-1,-1,3,6718
omega_lsf,10,-1,-1,-1,-1,-1,4,9686
omega_lsf,10,-1,-1,-1,-1,-1,5,12838
omega_lsf,10,-1,-1,-1,-1,-1,6,17035
omega_lsf,10,-1,-1,-1,-1,-1,7,18627
omega_lsf,10,-1,-1,-1,-1,-1,8,20878
omega_lsf,10,-1,-1,-1,-1,-1,9,21958
weight_lsf,10,-1,-1,-1,-1,-1,0,301
weight_lsf,10,-1,-1,-1,-1,-1,1,329
weight_lsf,10,-1,-1,-1,-1,-1,2,516
weight_lsf,10,-1,-1,-1,-1,-1,3,874
weight_lsf,10,-1,-1,-1,-1,-1,4,1497
weight_lsf,10,-1,-1,-1,-1,-1,5,2221
weight_lsf,10,-1,-1,-1,-1,-1,6,1100
weight_lsf,10,-1,-1,-1,-1,-1,7,536
weight_lsf,10,-1,-1,-1,-1,-1,8,452
weight_lsf,10,-1,-1,-1,-1,-1,9,383
target_lsf,10,-1,0,-1,-1,-1,0,2205
target_lsf,10,-1,0,-1,-1,-1,1,-1217
target_lsf,10,-1,0,-1,-1,-1,2,-235
target_lsf,10,-1,0,-1,-1,-1,3,505
target_lsf,10,-1,0,-1,-1,-1,4,4560
target_lsf,10,-1,0,-1,-1,-1,5,10166
target_lsf,10,-1,0,-1,-1,-1,6,19628
target_lsf,10,-1,0,-1,-1,-1,7,18729
target_lsf,10,-1,0,-1,-1,-1,8,20427
target_lsf,10,-1,0,-1,-1,-1,9,18093
target_lsf,10,-1,1,-1,-1,-1,0,2320
target_lsf,10,-1,1,-1,-1,-1,1,1549
target_lsf,10,-1,1,-1,-1,-1,2,3055
target_lsf,10,-1,1,-1,-1,-1,3,4586
target_lsf,10,-1,1,-1,-1,-1,4,7868
target_lsf,10,-1,1,-1,-1,-1,5,11858
