frame,selector,L1,L2,L3,ref_selector,ref_L1,ref_L2,ref_L3,col,got
611,0,14,14,5,0,14,23,5,4,12604
611,0,14,14,5,0,14,23,5,5,14541
611,0,14,14,5,0,14,23,5,6,15065
611,0,14,14,5,0,14,23,5,7,15789
611,0,14,14,5,0,14,23,5,8,16283
611,0,14,14,5,0,14,23,5,9,20598
612,0,78,31,18,0,19,3,18,0,2072
612,0,78,31,18,0,19,3,18,1,3597
612,0,78,31,18,0,19,3,18,2,5110
612,0,78,31,18,0,19,3,18,3,5373
612,0,78,31,18,0,19,3,18,4,8630
612,0,78,31,18,0,19,3,18,5,14974
612,0,78,31,18,0,19,3,18,6,15158
612,0,78,31,18,0,19,3,18,7,15433
612,0,78,31,18,0,19,3,18,8,17206
612,0,78,31,18,0,19,3,18,9,19897
613,0,14,23,5,1,14,23,5,0,2460
613,0,14,23,5,1,14,23,5,1,2606
613,0,14,23,5,1,14,23,5,2,5460
613,0,14,23,5,1,14,23,5,3,6191
613,0,14,23,5,1,14,23,5,4,11726
613,0,14,23,5,1,14,23,5,5,14541
613,0,14,23,5,1,14,23,5,6,15065
613,0,14,23,5,1,14,23,5,7,15789
613,0,14,23,5,1,14,23,5,8,16283
613,0,14,23,5,1,14,23,5,9,20598
614,0,14,31,5,0,14,23,5,0,1758
614,0,14,31,5,0,14,23,5,1,3394
614,0,14,31,5,0,14,23,5,2,4593
614,0,14,31,5,0,14,23,5,3,5798
614,0,14,31,5,0,14,23,5,4,12034
614,0,14,31,5,0,14,23,5,5,14541
614,0,14,31,5,0,14,23,5,6,15065
614,0,14,31,5,0,14,23,5,7,15789
614,0,14,31,5,0,14,23,5,8,16283
614,0,14,31,5,0,14,23,5,9,20598
615,1,14,27,5,1,14,27,5,0,2318
615,1,14,27,5,1,14,27,5,1,3278
615,1,14,27,5,1,14,27,5,2,4807
615,1,14,27,5,1,14,27,5,3,5887
615,1,14,27,5,1,14,27,5,4,10584
615,1,14,27,5,1,14,27,5,5,14541
615,1,14,27,5,1,14,27,5,6,15065
615,1,14,27,5,1,14,27,5,7,15789
615,1,14,27,5,1,14,27,5,8,16283
615,1,14,27,5,1,14,27,5,9,20598
616,0,19,18,5,0,14,6,5,0,2188
616,0,19,18,5,0,14,6,5,1,3106
616,0,19,18,5,0,14,6,5,2,4264
616,0,19,18,5,0,14,6,5,3,6461
616,0,19,18,5,0,14,6,5,4,11239
616,0,19,18,5,0,14,6,5,5,15061
616,0,19,18,5,0,14,6,5,6,15646
616,0,19,18,5,0,14,6,5,7,16897
616,0,19,18,5,0,14,6,5,8,17142
616,0,19,18,5,0,14,6,5,9,18610
617,0,14,11,10,1,14,23,5,0,1607
617,0,14,11,10,1,14,23,5,1,2413
617,0,14,11,10,1,14,23,5,2,4348
617,0,14,11,10,1,14,23,5,3,5424
617,0,14,11,10,1,14,23,5,4,11074
617,0,14,11,10,1,14,23,5,5,13494
617,0,14,11,10,1,14,23,5,6,13988
617,0,14,11,10,1,14,23,5,7,14302
617,0,14,11,10,1,14,23,5,8,16514
617,0,14,11,10,1,14,23,5,9,22177
618,0,91,31,2,0,14,27,5,0,1716
618,0,91,31,2,0,14,27,5,1,3188
618,0,91,31,2,0,14,27,5,2,4486
618,0,91,31,2,0,14,27,5,3,6686
618,0,91,31,2,0,14,27,5,4,10548
618,0,91,31,2,0,14,27,5,5,14785
618,0,91,31,2,0,14,27,5,6,15615
618,0,91,31,2,0,14,27,5,7,16143
618,0,91,31,2,0,14,27,5,8,16764
618,0,91,31,2,0,14,27,5,9,19643
619,1,14,23,5,1,14,23,5,0,2460
619,1,14,23,5,1,14,23,5,1,2606
619,1,14,23,5,1,14,23,5,2,5460
619,1,14,23,5,1,14,23,5,3,6191
619,1,14,23,5,1,14,23,5,4,11726
619,1,14,23,5,1,14,23,5,5,14541
619,1,14,23,5,1,14,23,5,6,15065
619,1,14,23,5,1,14,23,5,7,15789
619,1,14,23,5,1,14,23,5,8,16283
619,1,14,23,5,1,14,23,5,9,20598
620,1,14,11,5,0,14,27,5,0,1607
620,1,14,11,5,0,14,27,5,1,2413
620,1,14,11,5,0,14,27,5,2,4348
620,1,14,11,5,0,14,27,5,3,5424
620,1,14,11,5,0,14,27,5,4,11074
620,1,14,11,5,0,14,27,5,5,14541
620,1,14,11,5,0,14,27,5,6,15065
620,1,14,11,5,0,14,27,5,7,15789
620,1,14,11,5,0,14,27,5,8,16283
620,1,14,11,5,0,14,27,5,9,20598
621,1,14,27,5,0,14,6,5,0,2318
621,1,14,27,5,0,14,6,5,1,3278
621,1,14,27,5,0,14,6,5,2,4807
621,1,14,27,5,0,14,6,5,3,5887
621,1,14,27,5,0,14,6,5,4,10584
621,1,14,27,5,0,14,6,5,5,14541
621,1,14,27,5,0,14,6,5,6,15065
621,1,14,27,5,0,14,6,5,7,15789
621,1,14,27,5,0,14,6,5,8,16283
621,1,14,27,5,0,14,6,5,9,20598
622,1,14,23,5,0,26,23,18,0,2460
622,1,14,23,5,0,26,23,18,1,2606
622,1,14,23,5,0,26,23,18,2,5460
622,1,14,23,5,0,26,23,18,3,6191
622,1,14,23,5,0,26,23,18,4,11726
622,1,14,23,5,0,26,23,18,5,14541
622,1,14,23,5,0,26,23,18,6,15065
622,1,14,23,5,0,26,23,18,7,15789
622,1,14,23,5,0,26,23,18,8,16283
622,1,14,23,5,0,26,23,18,9,20598
623,1,78,0,3,1,78,3,2,0,1800
623,1,78,0,3,1,78,3,2,1,2108
623,1,78,0,3,1,78,3,2,2,4379
623,1,78,0,3,1,78,3,2,3,7292
623,1,78,0,3,1,78,3,2,4,7581
623,1,78,0,3,1,78,3,2,5,14162
623,1,78,0,3,1,78,3,2,6,16136
623,1,78,0,3,1,78,3,2,7,16171
623,1,78,0,3,1,78,3,2,8,17296
623,1,78,0,3,1,78,3,2,9,20975
624,1,48,14,10,1,48,14,10,0,2070
624,1,48,14,10,1,48,14,10,1,2853
624,1,48,14,10,1,48,14,10,2,5892
624,1,48,14,10,1,48,14,10,3,7901
624,1,48,14,10,1,48,14,10,4,12500
624,1,48,14,10,1,48,14,10,5,14773
624,1,48,14,10,1,48,14,10,6,15540
624,1,48,14,10,1,48,14,10,7,16751
624,1,48,14,10,1,48,14,10,8,19996
624,1,48,14,10,1,48,14,10,9,23447
625,0,46,26,10,0,46,26,3,0,2598
625,0,46,26,10,0,46,26,3,1,2710
625,0,46,26,10,0,46,26,3,2,3209
625,0,46,26,10,0,46,26,3,3,7470
625,0,46,26,10,0,46,26,3,4,9392
625,0,46,26,10,0,46,26,3,5,13483
625,0,46,26,10,0,46,26,3,6,14636
625,0,46,26,10,0,46,26,3,7,14893
625,0,46,26,10,0,46,26,3,8,16705
625,0,46,26,10,0,46,26,3,9,23243
626,1,27,3,18,1,27,22,10,0,1669
626,1,27,3,18,1,27,22,10,1,2086
626,1,27,3,18,1,27,22,10,2,2605
626,1,27,3,18,1,27,22,10,3,3539
626,1,27,3,18,1,27,22,10,4,6751
626,1,27,3,18,1,27,22,10,5,15344
626,1,27,3,18,1,27,22,10,6,15742
626,1,27,3,18,1,27,22,10,7,16332
626,1,27,3,18,1,27,22,10,8,17871
626,1,27,3,18,1,27,22,10,9,19855
627,1,15,3,10,1,73,15,14,0,2109
627,1,15,3,10,1,73,15,14,1,2561
627,1,15,3,10,1,73,15,14,2,3558
627,1,15,3,10,1,73,15,14,3,5186
627,1,15,3,10,1,73,15,14,4,5196
627,1,15,3,10,1,73,15,14,5,10769
627,1,15,3,10,1,73,15,14,6,15472
627,1,15,3,10,1,73,15,14,7,15854
627,1,15,3,10,1,73,15,14,8,17666
627,1,15,3,10,1,73,15,14,9,23061
628,1,5,3,18,0,73,3,7,0,1843
628,1,5,3,18,0,73,3,7,1,2171
628,1,5,3,18,0,73,3,7,2,3033
628,1,5,3,18,0,73,3,7,3,4488
628,1,5,3,18,0,73,3,7,4,5327
628,1,5,3,18,0,73,3,7,5,14348
628,1,5,3,18,0,73,3,7,6,17492
628,1,5,3,18,0,73,3,7,7,18081
628,1,5,3,18,0,73,3,7,8,20134
628,1,5,3,18,0,73,3,7,9,21378
629,1,38,22,3,0,38,20,3,0,2373
629,1,38,22,3,0,38,20,3,1,2433
629,1,38,22,3,0,38,20,3,2,3737
629,1,38,22,3,0,38,20,3,3,4785
629,1,38,22,3,0,38,20,3,4,6062
629,1,38,22,3,0,38,20,3,5,13283
629,1,38,22,3,0,38,20,3,6,15631
629,1,38,22,3,0,38,20,3,7,16145
629,1,38,22,3,0,38,20,3,8,18704
629,1,38,22,3,0,38,20,3,9,23536
630,1,114,29,31,1,104,20,15,0,2606
630,1,114,29,31,1,104,20,15,1,4563
630,1,114,29,31,1,104,20,15,2,5470
630,1,114,29,31,1,104,20,15,3,6518
630,1,114,29,31,1,104,20,15,4,12244
630,1,114,29,31,1,104,20,15,5,12254
630,1,114,29,31,1,104,20,15,6,14859
630,1,114,29,31,1,104,20,15,7,17431
630,1,114,29,31,1,104,20,15,8,21244
630,1,114,29,31,1,104,20,15,9,22795
631,0,46,11,14,1,15,14,3,0,1130
631,0,46,11,14,1,15,14,3,1,1810
631,0,46,11,14,1,15,14,3,2,3030
631,0,46,11,14,1,15,14,3,3,4973
631,0,46,11,14,1,15,14,3,4,8994
631,0,46,11,14,1,15,14,3,5,11970
631,0,46,11,14,1,15,14,3,6,15579
631,0,46,11,14,1,15,14,3,7,15800
631,0,46,11,14,1,15,14,3,8,16441
631,0,46,11,14,1,15,14,3,9,22735
632,1,73,3,5,1,73,3,3,0,2361
632,1,73,3,5,1,73,3,3,1,2730
632,1,73,3,5,1,73,3,3,2,3783
632,1,73,3,5,1,73,3,3,3,4476
632,1,73,3,5,1,73,3,3,4,4486
632,1,73,3,5,1,73,3,3,5,14688
632,1,73,3,5,1,73,3,3,6,16540
632,1,73,3,5,1,73,3,3,7,17465
632,1,73,3,5,1,73,3,3,8,19394
632,1,73,3,5,1,73,3,3,9,20861
633,1,15,3,27,1,15,3,3,0,2109
633,1,15,3,27,1,15,3,3,1,2561
633,1,15,3,27,1,15,3,3,2,3558
633,1,15,3,27,1,15,3,3,3,5186
633,1,15,3,27,1,15,3,3,4,5196
633,1,15,3,27,1,15,3,3,5,10270
633,1,15,3,27,1,15,3,3,6,16519
633,1,15,3,27,1,15,3,3,7,16529
633,1,15,3,27,1,15,3,3,8,19199
633,1,15,3,27,1,15,3,3,9,22457
634,1,15,3,11,0,1,3,11,0,2109
634,1,15,3,11,0,1,3,11,1,2561
634,1,15,3,11,0,1,3,11,2,3558
634,1,15,3,11,0,1,3,11,3,5186
634,1,15,3,11,0,1,3,11,4,5196
634,1,15,3,11,0,1,3,11,5,10717
634,1,15,3,11,0,1,3,11,6,15368
634,1,15,3,11,0,1,3,11,7,16706
634,1,15,3,11,0,1,3,11,8,19159
634,1,15,3,11,0,1,3,11,9,23898
635,0,15,30,11,0,113,9,10,0,3372
635,0,15,30,11,0,113,9,10,1,3537
635,0,15,30,11,0,113,9,10,2,3547
635,0,15,30,11,0,113,9,10,3,4670
635,0,15,30,11,0,113,9,10,4,6979
635,0,15,30,11,0,113,9,10,5,10717
635,0,15,30,11,0,113,9,10,6,15368
635,0,15,30,11,0,113,9,10,7,16706
635,0,15,30,11,0,113,9,10,8,19159
635,0,15,30,11,0,113,9,10,9,23898
636,0,3,18,22,0,15,11,3,0,1718
636,0,3,18,22,0,15,11,3,1,2578
636,0,3,18,22,0,15,11,3,2,3825
636,0,3,18,22,0,15,11,3,3,5727
636,0,3,18,22,0,15,11,3,4,6229
636,0,3,18,22,0,15,11,3,5,10504
636,0,3,18,22,0,15,11,3,6,17194
636,0,3,18,22,0,15,11,3,7,17204
636,0,3,18,22,0,15,11,3,8,19262
636,0,3,18,22,0,15,11,3,9,19946
637,0,47,7,7,0,33,22,17,0,1895
637,0,47,7,7,0,33,22,17,1,2087
637,0,47,7,7,0,33,22,17,2,4014
637,0,47,7,7,0,33,22,17,3,4974
637,0,47,7,7,0,33,22,17,4,6081
637,0,47,7,7,0,33,22,17,5,6953
637,0,47,7,7,0,33,22,17,6,13950
637,0,47,7,7,0,33,22,17,7,17532
637,0,47,7,7,0,33,22,17,8,18643
637,0,47,7,7,0,33,22,17,9,20896
638,0,73,6,19,0,15,0,3,0,2888
638,0,73,6,19,0,15,0,3,1,2959
638,0,73,6,19,0,15,0,3,2,3833
638,0,73,6,19,0,15,0,3,3,5180
638,0,73,6,19,0,15,0,3,4,5307
638,0,73,6,19,0,15,0,3,5,13708
638,0,73,6,19,0,15,0,3,6,17072
638,0,73,6,19,0,15,0,3,7,17275
638,0,73,6,19,0,15,0,3,8,20524
638,0,73,6,19,0,15,0,3,9,20933
639,1,15,7,31,0,1,6,11,0,1942
639,1,15,7,31,0,1,6,11,1,1952
639,1,15,7,31,0,1,6,11,2,4128
639,1,15,7,31,0,1,6,11,3,5323
639,1,15,7,31,0,1,6,11,4,6551
639,1,15,7,31,0,1,6,11,5,9142
639,1,15,7,31,0,1,6,11,6,15569
639,1,15,7,31,0,1,6,11,7,16572
639,1,15,7,31,0,1,6,11,8,18873
639,1,15,7,31,0,1,6,11,9,22609
640,1,38,22,13,0,73,23,10,0,2373
640,1,38,22,13,0,73,23,10,1,2433
640,1,38,22,13,0,73,23,10,2,3737
640,1,38,22,13,0,73,23,10,3,4785
640,1,38,22,13,0,73,23,10,4,6062
640,1,38,22,13,0,73,23,10,5,12981
640,1,38,22,13,0,73,23,10,6,14820
640,1,38,22,13,0,73,23,10,7,17223
640,1,38,22,13,0,73,23,10,8,19076
640,1,38,22,13,0,73,23,10,9,24408
641,0,97,3,3,0,15,3,25,0,2198
641,0,97,3,3,0,15,3,25,1,2838
641,0,97,3,3,0,15,3,25,2,3954
641,0,97,3,3,0,15,3,25,3,6049
641,0,97,3,3,0,15,3,25,4,6125
641,0,97,3,3,0,15,3,25,5,11202
641,0,97,3,3,0,15,3,25,6,17904
641,0,97,3,3,0,15,3,25,7,17914
641,0,97,3,3,0,15,3,25,8,20835
641,0,97,3,3,0,15,3,25,9,22900
642,0,47,6,6,0,33,6,13,0,2588
642,0,47,6,6,0,33,6,13,1,2926
642,0,47,6,6,0,33,6,13,2,3494
642,0,47,6,6,0,33,6,13,3,5253
642,0,47,6,6,0,33,6,13,4,5835
642,0,47,6,6,0,33,6,13,5,6840
642,0,47,6,6,0,33,6,13,6,13221
642,0,47,6,6,0,33,6,13,7,16162
642,0,47,6,6,0,33,6,13,8,17916
642,0,47,6,6,0,33,6,13,9,20724
643,1,97,3,11,0,15,7,27,0,2198
643,1,97,3,11,0,15,7,27,1,2838
643,1,97,3,11,0,15,7,27,2,3954
643,1,97,3,11,0,15,7,27,3,6049
643,1,97,3,11,0,15,7,27,4,6125
643,1,97,3,11,0,15,7,27,5,11079
643,1,97,3,11,0,15,7,27,6,16692
643,1,97,3,11,0,15,7,27,7,17925
643,1,97,3,11,0,15,7,27,8,22476
643,1,97,3,11,0,15,7,27,9,24307
644,1,15,11,15,0,97,27,15,0,1738
644,1,15,11,15,0,97,27,15,1,2452
644,1,15,11,15,0,97,27,15,2,3641
644,1,15,11,15,0,97,27,15,3,3986
644,1,15,11,15,0,97,27,15,4,6209
644,1,15,11,15,0,97,27,15,5,9769
644,1,15,11,15,0,97,27,15,6,14457
644,1,15,11,15,0,97,27,15,7,16832
644,1,15,11,15,0,97,27,15,8,17705
644,1,15,11,15,0,97,27,15,9,23158
645,1,38,22,14,0,15,15,3,0,2373
645,1,38,22,14,0,15,15,3,1,2433
645,1,38,22,14,0,15,15,3,2,3737
645,1,38,22,14,0,15,15,3,3,4785
645,1,38,22,14,0,15,15,3,4,6062
645,1,38,22,14,0,15,15,3,5,11699
645,1,38,22,14,0,15,15,3,6,15416
645,1,38,22,14,0,15,15,3,7,16261
645,1,38,22,14,0,15,15,3,8,18588
645,1,38,22,14,0,15,15,3,9,23598
646,1,98,27,5,0,10,18,3,0,2005
646,1,98,27,5,0,10,18,3,1,2933
646,1,98,27,5,0,10,18,3,2,3587
646,1,98,27,5,0,10,18,3,3,6081
646,1,98,27,5,0,10,18,3,4,9051
646,1,98,27,5,0,10,18,3,5,12776
646,1,98,27,5,0,10,18,3,6,17643
646,1,98,27,5,0,10,18,3,7,18177
646,1,98,27,5,0,10,18,3,8,19471
646,1,98,27,5,0,10,18,3,9,20927
647,1,106,26,5,1,106,6,16,0,2800
647,1,106,26,5,1,106,6,16,1,2879
647,1,106,26,5,1,106,6,16,2,3032
647,1,106,26,5,1,106,6,16,3,8482
647,1,106,26,5,1,106,6,16,4,11462
647,1,106,26,5,1,106,6,16,5,14340
647,1,106,26,5,1,106,6,16,6,17539
647,1,106,26,5,1,106,6,16,7,18194
647,1,106,26,5,1,106,6,16,8,18267
647,1,106,26,5,1,106,6,16,9,20029
648,1,121,11,9,1,121,30,31,0,873
648,1,121,11,9,1,121,30,31,1,1920
648,1,121,11,9,1,121,30,31,2,4481
648,1,121,11,9,1,121,30,31,3,5954
648,1,121,11,9,1,121,30,31,4,9193
648,1,121,11,9,1,121,30,31,5,12398
648,1,121,11,9,1,121,30,31,6,14676
648,1,121,11,9,1,121,30,31,7,18917
648,1,121,11,9,1,121,30,31,8,21779
648,1,121,11,9,1,121,30,31,9,24428
649,1,33,23,13,1,33,23,13,0,2377
649,1,33,23,13,1,33,23,13,1,2482
649,1,33,23,13,1,33,23,13,2,4269
649,1,33,23,13,1,33,23,13,3,4279
649,1,33,23,13,1,33,23,13,4,5873
649,1,33,23,13,1,33,23,13,5,11545
649,1,33,23,13,1,33,23,13,6,14340
649,1,33,23,13,1,33,23,13,7,16795
649,1,33,23,13,1,33,23,13,8,20320
649,1,33,23,13,1,33,23,13,9,23442
650,1,33,3,14,1,15,3,27,0,1895
650,1,33,3,14,1,15,3,27,1,2398
650,1,33,3,14,1,15,3,27,2,3239
650,1,33,3,14,1,15,3,27,3,4373
650,1,33,3,14,1,15,3,27,4,4383
650,1,33,3,14,1,15,3,27,5,10263
650,1,33,3,14,1,15,3,27,6,14936
650,1,33,3,14,1,15,3,27,7,15833
650,1,33,3,14,1,15,3,27,8,19832
650,1,33,3,14,1,15,3,27,9,22632
651,1,15,13,19,1,15,14,5,0,1940
651,1,15,13,19,1,15,14,5,1,2488
651,1,15,13,19,1,15,14,5,2,3397
651,1,15,13,19,1,15,14,5,3,6192
651,1,15,13,19,1,15,14,5,4,8371
651,1,15,13,19,1,15,14,5,5,10836
651,1,15,13,19,1,15,14,5,6,17081
651,1,15,13,19,1,15,14,5,7,17151
651,1,15,13,19,1,15,14,5,8,18565
651,1,15,13,19,1,15,14,5,9,21554
652,1,106,26,5,1,0,6,6,0,2800
652,1,106,26,5,1,0,6,6,1,2879
652,1,106,26,5,1,0,6,6,2,3032
652,1,106,26,5,1,0,6,6,3,8482
652,1,106,26,5,1,0,6,6,4,11462
652,1,106,26,5,1,0,6,6,5,14340
652,1,106,26,5,1,0,6,6,6,17539
652,1,106,26,5,1,0,6,6,7,18194
652,1,106,26,5,1,0,6,6,8,18267
652,1,106,26,5,1,0,6,6,9,20029
653,1,16,10,5,1,16,6,4,0,1721
653,1,16,10,5,1,16,6,4,1,2841
653,1,16,10,5,1,16,6,4,2,4997
653,1,16,10,5,1,16,6,4,3,12212
653,1,16,10,5,1,16,6,4,4,13602
653,1,16,10,5,1,16,6,4,5,16260
653,1,16,10,5,1,16,6,4,6,17765
653,1,16,10,5,1,16,6,4,7,18722
653,1,16,10,5,1,16,6,4,8,19593
653,1,16,10,5,1,16,6,4,9,20989
654,1,35,19,11,1,35,22,11,0,1100
654,1,35,19,11,1,35,22,11,1,2250
654,1,35,19,11,1,35,22,11,2,3817
654,1,35,19,11,1,35,22,11,3,3827
654,1,35,19,11,1,35,22,11,4,7568
654,1,35,19,11,1,35,22,11,5,10812
654,1,35,19,11,1,35,22,11,6,13297
654,1,35,19,11,1,35,22,11,7,17140
654,1,35,19,11,1,35,22,11,8,20742
654,1,35,19,11,1,35,22,11,9,24567
655,1,73,23,15,1,38,22,25,0,2823
655,1,73,23,15,1,38,22,25,1,2833
655,1,73,23,15,1,38,22,25,2,4649
655,1,73,23,15,1,38,22,25,3,4659
655,1,73,23,15,1,38,22,25,4,5863
655,1,73,23,15,1,38,22,25,5,12641
655,1,73,23,15,1,38,22,25,6,14448
655,1,73,23,15,1,38,22,25,7,16956
655,1,73,23,15,1,38,22,25,8,19664
655,1,73,23,15,1,38,22,25,9,22537
656,1,15,15,3,1,15,11,3,0,2197
656,1,15,15,3,1,15,11,3,1,2474
656,1,15,15,3,1,15,11,3,2,2617
656,1,15,15,3,1,15,11,3,3,4848
656,1,15,15,3,1,15,11,3,4,6674
656,1,15,15,3,1,15,11,3,5,10840
656,1,15,15,3,1,15,11,3,6,16630
656,1,15,15,3,1,15,11,3,7,16645
656,1,15,15,3,1,15,11,3,8,17518
656,1,15,15,3,1,15,11,3,9,22491
657,1,106,26,5,1,24,3,7,0,2800
657,1,106,26,5,1,24,3,7,1,2879
657,1,106,26,5,1,24,3,7,2,3032
657,1,106,26,5,1,24,3,7,3,8482
657,1,106,26,5,1,24,3,7,4,11462
657,1,106,26,5,1,24,3,7,5,14340
657,1,106,26,5,1,24,3,7,6,17539
657,1,106,26,5,1,24,3,7,7,18194
657,1,106,26,5,1,24,3,7,8,18267
657,1,106,26,5,1,24,3,7,9,20029
658,1,16,10,5,1,16,6,5,0,1721
658,1,16,10,5,1,16,6,5,1,2841
658,1,16,10,5,1,16,6,5,2,4997
658,1,16,10,5,1,16,6,5,3,12212
658,1,16,10,5,1,16,6,5,4,13602
658,1,16,10,5,1,16,6,5,5,16260
658,1,16,10,5,1,16,6,5,6,17765
658,1,16,10,5,1,16,6,5,7,18722
658,1,16,10,5,1,16,6,5,8,19593
658,1,16,10,5,1,16,6,5,9,20989
659,1,16,20,5,1,80,5,4,0,2187
659,1,16,20,5,1,80,5,4,1,2736
659,1,16,20,5,1,80,5,4,2,7185
659,1,16,20,5,1,80,5,4,3,12430
659,1,16,20,5,1,80,5,4,4,13302
659,1,16,20,5,1,80,5,4,5,16260
659,1,16,20,5,1,80,5,4,6,17765
659,1,16,20,5,1,80,5,4,7,18722
659,1,16,20,5,1,80,5,4,8,19593
659,1,16,20,5,1,80,5,4,9,20989
660,1,35,27,13,1,35,3,13,0,1835
660,1,35,27,13,1,35,3,13,1,2660
660,1,35,27,13,1,35,3,13,2,2760
660,1,35,27,13,1,35,3,13,3,2770
660,1,35,27,13,1,35,3,13,4,7409
660,1,35,27,13,1,35,3,13,5,10633
660,1,35,27,13,1,35,3,13,6,13748
660,1,35,27,13,1,35,3,13,7,18157
660,1,35,27,13,1,35,3,13,8,19473
660,1,35,27,13,1,35,3,13,9,24032
661,1,38,12,7,1,38,12,19,0,1957
661,1,38,12,7,1,38,12,19,1,2542
661,1,38,12,7,1,38,12,19,2,3423
661,1,38,12,7,1,38,12,19,3,5158
661,1,38,12,7,1,38,12,19,4,8526
661,1,38,12,7,1,38,12,19,5,12366
661,1,38,12,7,1,38,12,19,6,16176
661,1,38,12,7,1,38,12,19,7,17401
661,1,38,12,7,1,38,12,19,8,18681
661,1,38,12,7,1,38,12,19,9,22151
662,1,106,3,19,1,123,6,25,0,1703
662,1,106,3,19,1,123,6,25,1,2088
662,1,106,3,19,1,123,6,25,2,2770
662,1,106,3,19,1,123,6,25,3,7212
662,1,106,3,19,1,123,6,25,4,10025
662,1,106,3,19,1,123,6,25,5,13360
662,1,106,3,19,1,123,6,25,6,18032
662,1,106,3,19,1,123,6,25,7,18042
662,1,106,3,19,1,123,6,25,8,19397
662,1,106,3,19,1,123,6,25,9,20101
663,1,16,6,5,1,16,6,5,0,2382
663,1,16,6,5,1,16,6,5,1,2528
663,1,16,6,5,1,16,6,5,2,5328
663,1,16,6,5,1,16,6,5,3,11805
663,1,16,6,5,1,16,6,5,4,12856
663,1,16,6,5,1,16,6,5,5,16260
663,1,16,6,5,1,16,6,5,6,17765
663,1,16,6,5,1,16,6,5,7,18722
663,1,16,6,5,1,16,6,5,8,19593
663,1,16,6,5,1,16,6,5,9,20989
664,1,80,0,4,1,80,5,4,0,3025
664,1,80,0,4,1,80,5,4,1,4926
664,1,80,0,4,1,80,5,4,2,8854
664,1,80,0,4,1,80,5,4,3,12775
664,1,80,0,4,1,80,5,4,4,13895
664,1,80,0,4,1,80,5,4,5,16599
664,1,80,0,4,1,80,5,4,6,18464
664,1,80,0,4,1,80,5,4,7,19249
664,1,80,0,4,1,80,5,4,8,20205
664,1,80,0,4,1,80,5,4,9,20305
665,1,16,4,5,1,16,4,5,0,1969
665,1,16,4,5,1,16,4,5,1,2147
665,1,16,4,5,1,16,4,5,2,5911
665,1,16,4,5,1,16,4,5,3,13109
665,1,16,4,5,1,16,4,5,4,13642
665,1,16,4,5,1,16,4,5,5,16260
665,1,16,4,5,1,16,4,5,6,17765
665,1,16,4,5,1,16,4,5,7,18722
665,1,16,4,5,1,16,4,5,8,19593
665,1,16,4,5,1,16,4,5,9,20989
666,1,35,27,5,1,35,27,7,0,1835
666,1,35,27,5,1,35,27,7,1,2660
666,1,35,27,5,1,35,27,7,2,2760
666,1,35,27,5,1,35,27,7,3,2770
666,1,35,27,5,1,35,27,7,4,7409
666,1,35,27,5,1,35,27,7,5,11911
666,1,35,27,5,1,35,27,7,6,14478
666,1,35,27,5,1,35,27,7,7,17775
666,1,35,27,5,1,35,27,7,8,19018
666,1,35,27,5,1,35,27,7,9,22151
667,1,98,6,5,1,89,27,2,0,2192
667,1,98,6,5,1,89,27,2,1,2406
667,1,98,6,5,1,89,27,2,2,3095
667,1,98,6,5,1,89,27,2,3,7234
667,1,98,6,5,1,89,27,2,4,9637
667,1,98,6,5,1,89,27,2,5,12776
667,1,98,6,5,1,89,27,2,6,17643
667,1,98,6,5,1,89,27,2,7,18177
667,1,98,6,5,1,89,27,2,8,19471
667,1,98,6,5,1,89,27,2,9,20927
668,1,16,6,5,1,16,6,4,0,2382
668,1,16,6,5,1,16,6,4,1,2528
668,1,16,6,5,1,16,6,4,2,5328
668,1,16,6,5,1,16,6,4,3,11805
668,1,16,6,5,1,16,6,4,4,12856
668,1,16,6,5,1,16,6,4,5,16260
668,1,16,6,5,1,16,6,4,6,17765
668,1,16,6,5,1,16,6,4,7,18722
668,1,16,6,5,1,16,6,4,8,19593
668,1,16,6,5,1,16,6,4,9,20989
669,1,16,20,5,1,80,0,4,0,2187
669,1,16,20,5,1,80,0,4,1,2736
669,1,16,20,5,1,80,0,4,2,7185
669,1,16,20,5,1,80,0,4,3,12430
669,1,16,20,5,1,80,0,4,4,13302
669,1,16,20,5,1,80,0,4,5,16260
669,1,16,20,5,1,80,0,4,6,17765
669,1,16,20,5,1,80,0,4,7,18722
669,1,16,20,5,1,80,0,4,8,19593
669,1,16,20,5,1,80,0,4,9,20989
670,1,80,0,4,1,16,13,5,0,3025
670,1,80,0,4,1,16,13,5,1,4926
670,1,80,0,4,1,16,13,5,2,8854
670,1,80,0,4,1,16,13,5,3,12775
670,1,80,0,4,1,16,13,5,4,13895
670,1,80,0,4,1,16,13,5,5,16599
670,1,80,0,4,1,16,13,5,6,18464
670,1,80,0,4,1,16,13,5,7,19249
670,1,80,0,4,1,16,13,5,8,20205
670,1,80,0,4,1,16,13,5,9,20305
671,1,16,4,5,1,16,12,5,0,1969
671,1,16,4,5,1,16,12,5,1,2147
671,1,16,4,5,1,16,12,5,2,5911
671,1,16,4,5,1,16,12,5,3,13109
671,1,16,4,5,1,16,12,5,4,13642
671,1,16,4,5,1,16,12,5,5,16260
671,1,16,4,5,1,16,12,5,6,17765
671,1,16,4,5,1,16,12,5,7,18722
671,1,16,4,5,1,16,12,5,8,19593
671,1,16,4,5,1,16,12,5,9,20989
