frame,selector,L1,L2,L3,ref_selector,ref_L1,ref_L2,ref_L3,col,got
1772,0,98,26,25,0,2,18,7,9,21566
1773,0,67,19,16,1,67,16,0,0,2665
1773,0,67,19,16,1,67,16,0,1,3947
1773,0,67,19,16,1,67,16,0,2,6634
1773,0,67,19,16,1,67,16,0,3,6644
1773,0,67,19,16,1,67,16,0,4,7159
1773,0,67,19,16,1,67,16,0,5,12658
1773,0,67,19,16,1,67,16,0,6,15588
1773,0,67,19,16,1,67,16,0,7,17289
1773,0,67,19,16,1,67,16,0,8,18491
1773,0,67,19,16,1,67,16,0,9,18626
1774,1,94,1,19,1,67,4,17,0,1990
1774,1,94,1,19,1,67,4,17,1,2714
1774,1,94,1,19,1,67,4,17,2,6278
1774,1,94,1,19,1,67,4,17,3,8587
1774,1,94,1,19,1,67,4,17,4,8834
1774,1,94,1,19,1,67,4,17,5,12038
1774,1,94,1,19,1,67,4,17,6,17802
1774,1,94,1,19,1,67,4,17,7,17812
1774,1,94,1,19,1,67,4,17,8,19170
1774,1,94,1,19,1,67,4,17,9,19755
1775,1,67,16,29,1,127,22,23,0,1870
1775,1,67,16,29,1,127,22,23,1,2964
1775,1,67,16,29,1,127,22,23,2,6671
1775,1,67,16,29,1,127,22,23,3,7721
1775,1,67,16,29,1,127,22,23,4,7824
1775,1,67,16,29,1,127,22,23,5,10461
1775,1,67,16,29,1,127,22,23,6,15066
1775,1,67,16,29,1,127,22,23,7,18186
1775,1,67,16,29,1,127,22,23,8,18381
1775,1,67,16,29,1,127,22,23,9,19043
1776,1,66,19,27,1,66,16,11,0,2212
1776,1,66,19,27,1,66,16,11,1,3541
1776,1,66,19,27,1,66,16,11,2,6750
1776,1,66,19,27,1,66,16,11,3,6995
1776,1,66,19,27,1,66,16,11,4,9475
1776,1,66,19,27,1,66,16,11,5,14086
1776,1,66,19,27,1,66,16,11,6,18835
1776,1,66,19,27,1,66,16,11,7,18903
1776,1,66,19,27,1,66,16,11,8,21731
1776,1,66,19,27,1,66,16,11,9,22118
1777,0,0,1,17,1,66,1,29,0,653
1777,0,0,1,17,1,66,1,29,1,1277
1777,0,0,1,17,1,66,1,29,2,4214
1777,0,0,1,17,1,66,1,29,3,9066
1777,0,0,1,17,1,66,1,29,4,10883
1777,0,0,1,17,1,66,1,29,5,14613
1777,0,0,1,17,1,66,1,29,6,18642
1777,0,0,1,17,1,66,1,29,7,20813
1777,0,0,1,17,1,66,1,29,8,22122
1777,0,0,1,17,1,66,1,29,9,22354
1778,0,67,22,4,0,123,20,7,0,4130
1778,0,67,22,4,0,123,20,7,1,4383
1778,0,67,22,4,0,123,20,7,2,6156
1778,0,67,22,4,0,123,20,7,3,6714
1778,0,67,22,4,0,123,20,7,4,6760
1778,0,67,22,4,0,123,20,7,5,12162
1778,0,67,22,4,0,123,20,7,6,16101
1778,0,67,22,4,0,123,20,7,7,17005
1778,0,67,22,4,0,123,20,7,8,17479
1778,0,67,22,4,0,123,20,7,9,17684
1779,0,67,16,7,0,67,18,21,0,1870
1779,0,67,16,7,0,67,18,21,1,2964
1779,0,67,16,7,0,67,18,21,2,6671
1779,0,67,16,7,0,67,18,21,3,7721
1779,0,67,16,7,0,67,18,21,4,7824
1779,0,67,16,7,0,67,18,21,5,11299
1779,0,67,16,7,0,67,18,21,6,17151
1779,0,67,16,7,0,67,18,21,7,17694
1779,0,67,16,7,0,67,18,21,8,17704
1779,0,67,16,7,0,67,18,21,9,18411
1780,1,127,20,21,1,127,20,19,0,2110
1780,1,127,20,21,1,127,20,19,1,2816
1780,1,127,20,21,1,127,20,19,2,7121
1780,1,127,20,21,1,127,20,19,3,8176
1780,1,127,20,21,1,127,20,19,4,8764
1780,1,127,20,21,1,127,20,19,5,10758
1780,1,127,20,21,1,127,20,19,6,14928
1780,1,127,20,21,1,127,20,19,7,18418
1780,1,127,20,21,1,127,20,19,8,18766
1780,1,127,20,21,1,127,20,19,9,19144
1781,1,103,1,6,1,103,1,22,0,2423
1781,1,103,1,6,1,103,1,22,1,3900
1781,1,103,1,6,1,103,1,22,2,7064
1781,1,103,1,6,1,103,1,22,3,7448
1781,1,103,1,6,1,103,1,22,4,7458
1781,1,103,1,6,1,103,1,22,5,9250
1781,1,103,1,6,1,103,1,22,6,14010
1781,1,103,1,6,1,103,1,22,7,15795
1781,1,103,1,6,1,103,1,22,8,17721
1781,1,103,1,6,1,103,1,22,9,19508
1782,1,96,22,17,1,66,18,29,0,2475
1782,1,96,22,17,1,66,18,29,1,3229
1782,1,96,22,17,1,66,18,29,2,6661
1782,1,96,22,17,1,66,18,29,3,9062
1782,1,96,22,17,1,66,18,29,4,9461
1782,1,96,22,17,1,66,18,29,5,13500
1782,1,96,22,17,1,66,18,29,6,16914
1782,1,96,22,17,1,66,18,29,7,19959
1782,1,96,22,17,1,66,18,29,8,22065
1782,1,96,22,17,1,66,18,29,9,23120
1783,1,66,1,6,1,66,1,6,0,1717
1783,1,66,1,6,1,66,1,6,1,2502
1783,1,66,1,6,1,66,1,6,2,5768
1783,1,66,1,6,1,66,1,6,3,6912
1783,1,66,1,6,1,66,1,6,4,8984
1783,1,66,1,6,1,66,1,6,5,13626
1783,1,66,1,6,1,66,1,6,6,18755
1783,1,66,1,6,1,66,1,6,7,18912
1783,1,66,1,6,1,66,1,6,8,19300
1783,1,66,1,6,1,66,1,6,9,20595
1784,1,67,16,19,0,123,22,21,0,1870
1784,1,67,16,19,0,123,22,21,1,2964
1784,1,67,16,19,0,123,22,21,2,6671
1784,1,67,16,19,0,123,22,21,3,7721
1784,1,67,16,19,0,123,22,21,4,7824
1784,1,67,16,19,0,123,22,21,5,12212
1784,1,67,16,19,0,123,22,21,6,17057
1784,1,67,16,19,0,123,22,21,7,17183
1784,1,67,16,19,0,123,22,21,8,18535
1784,1,67,16,19,0,123,22,21,9,18859
1785,1,127,22,7,1,127,20,19,0,2848
1785,1,127,22,7,1,127,20,19,1,3161
1785,1,127,22,7,1,127,20,19,2,6388
1785,1,127,22,7,1,127,20,19,3,7472
1785,1,127,22,7,1,127,20,19,4,7492
1785,1,127,22,7,1,127,20,19,5,10342
1785,1,127,22,7,1,127,20,19,6,16410
1785,1,127,22,7,1,127,20,19,7,18039
1785,1,127,22,7,1,127,20,19,8,18049
1785,1,127,22,7,1,127,20,19,9,19360
1786,1,103,1,6,1,103,1,4,0,2423
1786,1,103,1,6,1,103,1,4,1,3900
1786,1,103,1,6,1,103,1,4,2,7064
1786,1,103,1,6,1,103,1,4,3,7448
1786,1,103,1,6,1,103,1,4,4,7458
1786,1,103,1,6,1,103,1,4,5,9250
1786,1,103,1,6,1,103,1,4,6,14010
1786,1,103,1,6,1,103,1,4,7,15795
1786,1,103,1,6,1,103,1,4,8,17721
1786,1,103,1,6,1,103,1,4,9,19508
1787,1,103,17,22,0,103,1,30,0,1797
1787,1,103,17,22,0,103,1,30,1,3554
1787,1,103,17,22,0,103,1,30,2,7017
1787,1,103,17,22,0,103,1,30,3,7308
1787,1,103,17,22,0,103,1,30,4,9110
1787,1,103,17,22,0,103,1,30,5,9915
1787,1,103,17,22,0,103,1,30,6,13699
1787,1,103,17,22,0,103,1,30,7,15196
1787,1,103,17,22,0,103,1,30,8,19219
1787,1,103,17,22,0,103,1,30,9,19845
1788,1,66,19,13,1,66,18,13,0,2212
1788,1,66,19,13,1,66,18,13,1,3541
1788,1,66,19,13,1,66,18,13,2,6750
1788,1,66,19,13,1,66,18,13,3,6995
1788,1,66,19,13,1,66,18,13,4,9475
1788,1,66,19,13,1,66,18,13,5,14354
1788,1,66,19,13,1,66,18,13,6,18128
1788,1,66,19,13,1,66,18,13,7,20104
1788,1,66,19,13,1,66,18,13,8,20422
1788,1,66,19,13,1,66,18,13,9,23024
1789,1,66,1,6,1,66,18,6,0,1717
1789,1,66,1,6,1,66,18,6,1,2502
1789,1,66,1,6,1,66,18,6,2,5768
1789,1,66,1,6,1,66,18,6,3,6912
1789,1,66,1,6,1,66,18,6,4,8984
1789,1,66,1,6,1,66,18,6,5,13626
1789,1,66,1,6,1,66,18,6,6,18755
1789,1,66,1,6,1,66,18,6,7,18912
1789,1,66,1,6,1,66,18,6,8,19300
1789,1,66,1,6,1,66,18,6,9,20595
1790,1,67,16,28,1,127,22,21,0,1870
1790,1,67,16,28,1,127,22,21,1,2964
1790,1,67,16,28,1,127,22,21,2,6671
1790,1,67,16,28,1,127,22,21,3,7721
1790,1,67,16,28,1,127,22,21,4,7824
1790,1,67,16,28,1,127,22,21,5,10582
1790,1,67,16,28,1,127,22,21,6,15326
1790,1,67,16,28,1,127,22,21,7,17208
1790,1,67,16,28,1,127,22,21,8,17522
1790,1,67,16,28,1,127,22,21,9,18128
1791,1,103,1,23,1,95,1,26,0,2423
1791,1,103,1,23,1,95,1,26,1,3900
1791,1,103,1,23,1,95,1,26,2,7064
1791,1,103,1,23,1,95,1,26,3,7448
1791,1,103,1,23,1,95,1,26,4,7458
1791,1,103,1,23,1,95,1,26,5,8795
1791,1,103,1,23,1,95,1,26,6,14021
1791,1,103,1,23,1,95,1,26,7,16002
1791,1,103,1,23,1,95,1,26,8,19378
1791,1,103,1,23,1,95,1,26,9,19809
1792,1,95,16,30,1,103,1,6,0,1718
1792,1,95,16,30,1,103,1,6,1,2846
1792,1,95,16,30,1,103,1,6,2,6630
1792,1,95,16,30,1,103,1,6,3,8932
1792,1,95,16,30,1,103,1,6,4,9078
1792,1,95,16,30,1,103,1,6,5,9564
1792,1,95,16,30,1,103,1,6,6,14478
1792,1,95,16,30,1,103,1,6,7,14901
1792,1,95,16,30,1,103,1,6,8,17489
1792,1,95,16,30,1,103,1,6,9,18572
1793,0,51,19,31,0,51,20,31,0,2227
1793,0,51,19,31,0,51,20,31,1,3926
1793,0,51,19,31,0,51,20,31,2,6805
1793,0,51,19,31,0,51,20,31,3,7064
1793,0,51,19,31,0,51,20,31,4,8022
1793,0,51,19,31,0,51,20,31,5,9303
1793,0,51,19,31,0,51,20,31,6,14125
1793,0,51,19,31,0,51,20,31,7,15500
1793,0,51,19,31,0,51,20,31,8,18494
1793,0,51,19,31,0,51,20,31,9,22668
1794,1,66,19,28,1,66,1,7,0,2212
1794,1,66,19,28,1,66,1,7,1,3541
1794,1,66,19,28,1,66,1,7,2,6750
1794,1,66,19,28,1,66,1,7,3,6995
1794,1,66,19,28,1,66,1,7,4,9475
1794,1,66,19,28,1,66,1,7,5,13022
1794,1,66,19,28,1,66,1,7,6,17659
1794,1,66,19,28,1,66,1,7,7,19557
1794,1,66,19,28,1,66,1,7,8,20084
1794,1,66,19,28,1,66,1,7,9,20484
1795,1,127,22,20,1,103,1,4,0,2848
1795,1,127,22,20,1,103,1,4,1,3161
1795,1,127,22,20,1,103,1,4,2,6388
1795,1,127,22,20,1,103,1,4,3,7472
1795,1,127,22,20,1,103,1,4,4,7492
1795,1,127,22,20,1,103,1,4,5,11055
1795,1,127,22,20,1,103,1,4,6,14066
1795,1,127,22,20,1,103,1,4,7,16446
1795,1,127,22,20,1,103,1,4,8,18116
1795,1,127,22,20,1,103,1,4,9,19025
1796,0,111,16,30,1,127,22,30,0,1727
1796,0,111,16,30,1,127,22,30,1,2900
1796,0,111,16,30,1,127,22,30,2,6188
1796,0,111,16,30,1,127,22,30,3,7238
1796,0,111,16,30,1,127,22,30,4,7248
1796,0,111,16,30,1,127,22,30,5,7628
1796,0,111,16,30,1,127,22,30,6,13548
1796,0,111,16,30,1,127,22,30,7,15134
1796,0,111,16,30,1,127,22,30,8,17967
1796,0,111,16,30,1,127,22,30,9,19508
1797,1,127,20,30,0,71,16,31,0,2110
1797,1,127,20,30,0,71,16,31,1,2816
1797,1,127,20,30,0,71,16,31,2,7121
1797,1,127,20,30,0,71,16,31,3,8176
1797,1,127,20,30,0,71,16,31,4,8764
1797,1,127,20,30,0,71,16,31,5,9912
1797,1,127,20,30,0,71,16,31,6,14586
1797,1,127,20,30,0,71,16,31,7,15706
1797,1,127,20,30,0,71,16,31,8,18633
1797,1,127,20,30,0,71,16,31,9,20027
1798,0,103,1,14,0,99,20,30,0,2423
1798,0,103,1,14,0,99,20,30,1,3900
1798,0,103,1,14,0,99,20,30,2,7064
1798,0,103,1,14,0,99,20,30,3,7448
1798,0,103,1,14,0,99,20,30,4,7458
1798,0,103,1,14,0,99,20,30,5,8696
1798,0,103,1,14,0,99,20,30,6,13979
1798,0,103,1,14,0,99,20,30,7,16025
1798,0,103,1,14,0,99,20,30,8,18355
1798,0,103,1,14,0,99,20,30,9,21127
1799,0,94,1,14,0,127,20,3,0,1990
1799,0,94,1,14,0,127,20,3,1,2714
1799,0,94,1,14,0,127,20,3,2,6278
1799,0,94,1,14,0,127,20,3,3,8587
1799,0,94,1,14,0,127,20,3,4,8834
1799,0,94,1,14,0,127,20,3,5,10458
1799,0,94,1,14,0,127,20,3,6,17149
1799,0,94,1,14,0,127,20,3,7,17409
1799,0,94,1,14,0,127,20,3,8,18007
1799,0,94,1,14,0,127,20,3,9,20754
1800,0,103,1,3,0,103,1,6,0,2423
1800,0,103,1,3,0,103,1,6,1,3900
1800,0,103,1,3,0,103,1,6,2,7064
1800,0,103,1,3,0,103,1,6,3,7448
1800,0,103,1,3,0,103,1,6,4,7458
1800,0,103,1,3,0,103,1,6,5,10280
1800,0,103,1,3,0,103,1,6,6,14194
1800,0,103,1,3,0,103,1,6,7,15909
1800,0,103,1,3,0,103,1,6,8,18471
1800,0,103,1,3,0,103,1,6,9,21065
1801,0,111,16,22,0,127,22,30,0,1727
1801,0,111,16,22,0,127,22,30,1,2900
1801,0,111,16,22,0,127,22,30,2,6188
1801,0,111,16,22,0,127,22,30,3,7238
1801,0,111,16,22,0,127,22,30,4,7248
1801,0,111,16,22,0,127,22,30,5,8610
1801,0,111,16,22,0,127,22,30,6,14332
1801,0,111,16,22,0,127,22,30,7,15499
1801,0,111,16,22,0,127,22,30,8,18154
1801,0,111,16,22,0,127,22,30,9,19006
1802,0,103,17,3,0,127,20,30,0,1797
1802,0,103,17,3,0,127,20,30,1,3554
1802,0,103,17,3,0,127,20,30,2,7017
1802,0,103,17,3,0,127,20,30,3,7308
1802,0,103,17,3,0,127,20,30,4,9110
1802,0,103,17,3,0,127,20,30,5,10280
1802,0,103,17,3,0,127,20,30,6,14194
1802,0,103,17,3,0,127,20,30,7,15909
1802,0,103,17,3,0,127,20,30,8,18471
1802,0,103,17,3,0,127,20,30,9,21065
1803,0,115,16,31,0,51,19,25,0,2827
1803,0,115,16,31,0,51,19,25,1,4013
1803,0,115,16,31,0,51,19,25,2,7276
1803,0,115,16,31,0,51,19,25,3,8543
1803,0,115,16,31,0,51,19,25,4,8716
1803,0,115,16,31,0,51,19,25,5,9404
1803,0,115,16,31,0,51,19,25,6,15396
1803,0,115,16,31,0,51,19,25,7,16318
1803,0,115,16,31,0,51,19,25,8,18920
1803,0,115,16,31,0,51,19,25,9,21117
1804,0,127,1,14,0,127,22,30,0,888
1804,0,127,1,14,0,127,22,30,1,1686
1804,0,127,1,14,0,127,22,30,2,6016
1804,0,127,1,14,0,127,22,30,3,7187
1804,0,127,1,14,0,127,22,30,4,7400
1804,0,127,1,14,0,127,22,30,5,9675
1804,0,127,1,14,0,127,22,30,6,15650
1804,0,127,1,14,0,127,22,30,7,16900
1804,0,127,1,14,0,127,22,30,8,17956
1804,0,127,1,14,0,127,22,30,9,20807
1805,0,103,7,3,0,127,20,30,0,3147
1805,0,103,7,3,0,127,20,30,1,3983
1805,0,103,7,3,0,127,20,30,2,6832
1805,0,103,7,3,0,127,20,30,3,7598
1805,0,103,7,3,0,127,20,30,4,8557
1805,0,103,7,3,0,127,20,30,5,10280
1805,0,103,7,3,0,127,20,30,6,14194
1805,0,103,7,3,0,127,20,30,7,15909
1805,0,103,7,3,0,127,20,30,8,18471
1805,0,103,7,3,0,127,20,30,9,21065
1806,0,111,16,22,0,127,22,14,0,1727
1806,0,111,16,22,0,127,22,14,1,2900
1806,0,111,16,22,0,127,22,14,2,6188
1806,0,111,16,22,0,127,22,14,3,7238
1806,0,111,16,22,0,127,22,14,4,7248
1806,0,111,16,22,0,127,22,14,5,8610
1806,0,111,16,22,0,127,22,14,6,14332
1806,0,111,16,22,0,127,22,14,7,15499
1806,0,111,16,22,0,127,22,14,8,18154
1806,0,111,16,22,0,127,22,14,9,19006
1807,0,115,16,31,0,103,7,22,0,2827
1807,0,115,16,31,0,103,7,22,1,4013
1807,0,115,16,31,0,103,7,22,2,7276
1807,0,115,16,31,0,103,7,22,3,8543
1807,0,115,16,31,0,103,7,22,4,8716
1807,0,115,16,31,0,103,7,22,5,9404
1807,0,115,16,31,0,103,7,22,6,15396
1807,0,115,16,31,0,103,7,22,7,16318
1807,0,115,16,31,0,103,7,22,8,18920
1807,0,115,16,31,0,103,7,22,9,21117
1808,0,51,16,19,0,127,19,14,0,1432
1808,0,51,16,19,0,127,19,14,1,2943
1808,0,51,16,19,0,127,19,14,2,6710
1808,0,51,16,19,0,127,19,14,3,8273
1808,0,51,16,19,0,127,19,14,4,8687
1808,0,51,16,19,0,127,19,14,5,10997
1808,0,51,16,19,0,127,19,14,6,15637
1808,0,51,16,19,0,127,19,14,7,16079
1808,0,51,16,19,0,127,19,14,8,18186
1808,0,51,16,19,0,127,19,14,9,21613
1809,0,111,16,22,0,103,1,6,0,1727
1809,0,111,16,22,0,103,1,6,1,2900
1809,0,111,16,22,0,103,1,6,2,6188
1809,0,111,16,22,0,103,1,6,3,7238
1809,0,111,16,22,0,103,1,6,4,7248
1809,0,111,16,22,0,103,1,6,5,8610
1809,0,111,16,22,0,103,1,6,6,14332
1809,0,111,16,22,0,103,1,6,7,15499
1809,0,111,16,22,0,103,1,6,8,18154
1809,0,111,16,22,0,103,1,6,9,19006
1810,0,115,16,9,0,127,20,27,0,2827
1810,0,115,16,9,0,127,20,27,1,4013
1810,0,115,16,9,0,127,20,27,2,7276
1810,0,115,16,9,0,127,20,27,3,8543
1810,0,115,16,9,0,127,20,27,4,8716
1810,0,115,16,9,0,127,20,27,5,10294
1810,0,115,16,9,0,127,20,27,6,14933
1810,0,115,16,9,0,127,20,27,7,17509
1810,0,115,16,9,0,127,20,27,8,19713
1810,0,115,16,9,0,127,20,27,9,21078
1811,1,99,16,16,1,99,20,16,0,1641
1811,1,99,16,16,1,99,20,16,1,2781
1811,1,99,16,16,1,99,20,16,2,6364
1811,1,99,16,16,1,99,20,16,3,7762
1811,1,99,16,16,1,99,20,16,4,7772
1811,1,99,16,16,1,99,20,16,5,9974
1811,1,99,16,16,1,99,20,16,6,16846
1811,1,99,16,16,1,99,20,16,7,18745
1811,1,99,16,16,1,99,20,16,8,19909
1811,1,99,16,16,1,99,20,16,9,20188
1812,0,66,19,17,0,66,19,17,0,2212
1812,0,66,19,17,0,66,19,17,1,3541
1812,0,66,19,17,0,66,19,17,2,6750
1812,0,66,19,17,0,66,19,17,3,6995
1812,0,66,19,17,0,66,19,17,4,9475
1812,0,66,19,17,0,66,19,17,5,14752
1812,0,66,19,17,0,66,19,17,6,18802
1812,0,66,19,17,0,66,19,17,7,20835
1812,0,66,19,17,0,66,19,17,8,21613
1812,0,66,19,17,0,66,19,17,9,21870
1813,1,127,20,23,0,127,20,28,0,2110
1813,1,127,20,23,0,127,20,28,1,2816
1813,1,127,20,23,0,127,20,28,2,7121
1813,1,127,20,23,0,127,20,28,3,8176
1813,1,127,20,23,0,127,20,28,4,8764
1813,1,127,20,23,0,127,20,28,5,9774
1813,1,127,20,23,0,127,20,28,6,15692
1813,1,127,20,23,0,127,20,28,7,16877
1813,1,127,20,23,0,127,20,28,8,18979
1813,1,127,20,23,0,127,20,28,9,19489
1814,0,21,19,23,0,113,16,24,0,2523
1814,0,21,19,23,0,113,16,24,1,3755
1814,0,21,19,23,0,113,16,24,2,7233
1814,0,21,19,23,0,113,16,24,3,7243
1814,0,21,19,23,0,113,16,24,4,8474
1814,0,21,19,23,0,113,16,24,5,11142
1814,0,21,19,23,0,113,16,24,6,14352
1814,0,21,19,23,0,113,16,24,7,17980
1814,0,21,19,23,0,113,16,24,8,20531
1814,0,21,19,23,0,113,16,24,9,20541
1815,0,96,22,8,0,21,20,27,0,2475
1815,0,96,22,8,0,21,20,27,1,3229
1815,0,96,22,8,0,21,20,27,2,6661
1815,0,96,22,8,0,21,20,27,3,9062
1815,0,96,22,8,0,21,20,27,4,9461
1815,0,96,22,8,0,21,20,27,5,12288
1815,0,96,22,8,0,21,20,27,6,14503
1815,0,96,22,8,0,21,20,27,7,18124
1815,0,96,22,8,0,21,20,27,8,21035
1815,0,96,22,8,0,21,20,27,9,22310
1816,0,113,16,17,0,96,27,12,0,2369
1816,0,113,16,17,0,96,27,12,1,3216
1816,0,113,16,17,0,96,27,12,2,7030
1816,0,113,16,17,0,96,27,12,3,8065
1816,0,113,16,17,0,96,27,12,4,8075
1816,0,113,16,17,0,96,27,12,5,12614
1816,0,113,16,17,0,96,27,12,6,17308
1816,0,113,16,17,0,96,27,12,7,19084
1816,0,113,16,17,0,96,27,12,8,21322
1816,0,113,16,17,0,96,27,12,9,22098
1817,0,100,17,12,0,113,7,25,0,475
1817,0,100,17,12,0,113,7,25,1,3576
1817,0,100,17,12,0,113,7,25,2,6620
1817,0,100,17,12,0,113,7,25,3,6999
1817,0,100,17,12,0,113,7,25,4,9445
1817,0,100,17,12,0,113,7,25,5,11637
1817,0,100,17,12,0,113,7,25,6,15611
1817,0,100,17,12,0,113,7,25,7,18555
1817,0,100,17,12,0,113,7,25,8,19421
1817,0,100,17,12,0,113,7,25,9,21943
1818,0,68,1,29,1,21,16,23,0,2622
1818,0,68,1,29,1,21,16,23,1,3266
1818,0,68,1,29,1,21,16,23,2,7301
1818,0,68,1,29,1,21,16,23,3,8191
1818,0,68,1,29,1,21,16,23,4,8626
1818,0,68,1,29,1,21,16,23,5,11132
1818,0,68,1,29,1,21,16,23,6,15161
1818,0,68,1,29,1,21,16,23,7,18166
1818,0,68,1,29,1,21,16,23,8,20211
1818,0,68,1,29,1,21,16,23,9,20955
1819,0,113,16,9,0,124,22,25,0,2369
1819,0,113,16,9,0,124,22,25,1,3216
1819,0,113,16,9,0,124,22,25,2,7030
1819,0,113,16,9,0,124,22,25,3,8065
1819,0,113,16,9,0,124,22,25,4,8075
1819,0,113,16,9,0,124,22,25,5,11710
1819,0,113,16,9,0,124,22,25,6,15921
1819,0,113,16,9,0,124,22,25,7,18393
1819,0,113,16,9,0,124,22,25,8,21907
1819,0,113,16,9,0,124,22,25,9,22459
1820,0,68,7,21,0,21,7,27,0,3342
1820,0,68,7,21,0,21,7,27,1,3352
1820,0,68,7,21,0,21,7,27,2,7069
1820,0,68,7,21,0,21,7,27,3,8276
1820,0,68,7,21,0,21,7,27,4,9790
1820,0,68,7,21,0,21,7,27,5,12386
1820,0,68,7,21,0,21,7,27,6,15764
1820,0,68,7,21,0,21,7,27,7,18291
1820,0,68,7,21,0,21,7,27,8,20012
1820,0,68,7,21,0,21,7,27,9,20107
1821,0,113,16,29,0,113,16,25,0,2369
1821,0,113,16,29,0,113,16,25,1,3216
1821,0,113,16,29,0,113,16,25,2,7030
1821,0,113,16,29,0,113,16,25,3,8065
1821,0,113,16,29,0,113,16,25,4,8075
1821,0,113,16,29,0,113,16,25,5,10763
1821,0,113,16,29,0,113,16,25,6,15905
1821,0,113,16,29,0,113,16,25,7,18784
1821,0,113,16,29,0,113,16,25,8,20652
1821,0,113,16,29,0,113,16,25,9,21627
1822,0,121,20,23,0,21,7,25,0,1576
1822,0,121,20,23,0,21,7,25,1,2466
1822,0,121,20,23,0,21,7,25,2,6305
1822,0,121,20,23,0,21,7,25,3,8195
1822,0,121,20,23,0,21,7,25,4,9735
1822,0,121,20,23,0,21,7,25,5,11721
1822,0,121,20,23,0,21,7,25,6,16027
1822,0,121,20,23,0,21,7,25,7,17892
1822,0,121,20,23,0,21,7,25,8,20538
1822,0,121,20,23,0,21,7,25,9,23093
1823,0,113,16,21,0,124,22,25,0,2369
1823,0,113,16,21,0,124,22,25,1,3216
1823,0,113,16,21,0,124,22,25,2,7030
1823,0,113,16,21,0,124,22,25,3,8065
1823,0,113,16,21,0,124,22,25,4,8075
1823,0,113,16,21,0,124,22,25,5,12017
1823,0,113,16,21,0,124,22,25,6,16508
1823,0,113,16,21,0,124,22,25,7,18909
1823,0,113,16,21,0,124,22,25,8,20453
1823,0,113,16,21,0,124,22,25,9,20779
1824,0,21,20,27,0,36,22,17,0,3250
1824,0,21,20,27,0,36,22,17,1,3846
1824,0,21,20,27,0,36,22,17,2,7491
1824,0,21,20,27,0,36,22,17,3,8015
1824,0,21,20,27,0,36,22,17,4,9347
1824,0,21,20,27,0,36,22,17,5,12057
1824,0,21,20,27,0,36,22,17,6,14421
1824,0,21,20,27,0,36,22,17,7,17764
1824,0,21,20,27,0,36,22,17,8,21312
1824,0,21,20,27,0,36,22,17,9,21756
1825,0,113,16,21,0,113,21,24,0,2369
1825,0,113,16,21,0,113,21,24,1,3216
1825,0,113,16,21,0,113,21,24,2,7030
1825,0,113,16,21,0,113,21,24,3,8065
1825,0,113,16,21,0,113,21,24,4,8075
1825,0,113,16,21,0,113,21,24,5,12017
1825,0,113,16,21,0,113,21,24,6,16508
1825,0,113,16,21,0,113,21,24,7,18909
1825,0,113,16,21,0,113,21,24,8,20453
1825,0,113,16,21,0,113,21,24,9,20779
1826,0,100,17,31,0,36,22,25,0,475
1826,0,100,17,31,0,36,22,25,1,3576
1826,0,100,17,31,0,36,22,25,2,6620
1826,0,100,17,31,0,36,22,25,3,6999
1826,0,100,17,31,0,36,22,25,4,9445
1826,0,100,17,31,0,36,22,25,5,10540
1826,0,100,17,31,0,36,22,25,6,15724
1826,0,100,17,31,0,36,22,25,7,17569
1826,0,100,17,31,0,36,22,25,8,21150
1826,0,100,17,31,0,36,22,25,9,22637
1827,0,68,1,13,0,100,7,17,0,2622
1827,0,68,1,13,0,100,7,17,1,3266
1827,0,68,1,13,0,100,7,17,2,7301
1827,0,68,1,13,0,100,7,17,3,8191
1827,0,68,1,13,0,100,7,17,4,8626
1827,0,68,1,13,0,100,7,17,5,12585
1827,0,68,1,13,0,100,7,17,6,15890
1827,0,68,1,13,0,100,7,17,7,17735
1827,0,68,1,13,0,100,7,17,8,19690
1827,0,68,1,13,0,100,7,17,9,22580
1828,0,21,16,7,0,21,20,14,0,1728
1828,0,21,16,7,0,21,20,14,1,2772
1828,0,21,16,7,0,21,20,14,2,7273
1828,0,21,16,7,0,21,20,14,3,8318
1828,0,21,16,7,0,21,20,14,4,9139
1828,0,21,16,7,0,21,20,14,5,11710
1828,0,21,16,7,0,21,20,14,6,15070
1828,0,21,16,7,0,21,20,14,7,19143
1828,0,21,16,7,0,21,20,14,8,19608
1828,0,21,16,7,0,21,20,14,9,20405
1829,0,113,23,9,0,96,22,28,0,3984
1829,0,113,23,9,0,96,22,28,1,3994
1829,0,113,23,9,0,96,22,28,2,6419
1829,0,113,23,9,0,96,22,28,3,6429
1829,0,113,23,9,0,96,22,28,4,8369
1829,0,113,23,9,0,96,22,28,5,11710
1829,0,113,23,9,0,96,22,28,6,15921
1829,0,113,23,9,0,96,22,28,7,18393
1829,0,113,23,9,0,96,22,28,8,21907
1829,0,113,23,9,0,96,22,28,9,22459
1830,0,124,1,25,0,113,17,24,0,567
1830,0,124,1,25,0,113,17,24,1,2783
1830,0,124,1,25,0,113,17,24,2,7594
1830,0,124,1,25,0,113,17,24,3,8710
1830,0,124,1,25,0,113,17,24,4,9437
1830,0,124,1,25,0,113,17,24,5,11811
1830,0,124,1,25,0,113,17,24,6,16573
1830,0,124,1,25,0,113,17,24,7,18771
1830,0,124,1,25,0,113,17,24,8,20133
1830,0,124,1,25,0,113,17,24,9,21514
