field,frame,sub,index,expected
taming_clip_q14,-1,-1,-1,15565
taming_energy_threshold_q0,-1,-1,-1,8589934592
local_lsp_index,0,-1,0,1
local_lsp_index,0,-1,1,80
local_lsp_index,0,-1,2,13
local_lsp_index,0,-1,3,5
bitstream_lsp_index,0,-1,0,1
bitstream_lsp_index,0,-1,1,80
bitstream_lsp_index,0,-1,2,12
bitstream_lsp_index,0,-1,3,5
state_prev_gp_q14,0,0,-1,0
state_prev_taming,0,0,-1,0
state_old_exc_energy,0,0,-1,0
state_old_exc_max_abs,0,0,-1,0
state_past_qua_en,0,0,0,-14336
state_past_qua_en,0,0,1,-14336
state_past_qua_en,0,0,2,-14336
state_past_qua_en,0,0,3,-14336
local_window_min,0,0,-1,21
local_window_max,0,0,-1,27
local_int_lag,0,0,-1,24
local_frac,0,0,-1,0
local_pitch_code,0,0,-1,14
local_p0,0,0,-1,1
local_c,0,0,-1,2179
local_s,0,0,-1,4
local_ga,0,0,-1,1
local_gb,0,0,-1,14
tap_gp_q14,0,0,-1,10671
tap_gc_q12,0,0,-1,8120
tap_taming,0,0,-1,0
tap_abs_pitch,0,0,-1,47752
tap_abs_code,0,0,-1,37352
tap_saturation_count,0,0,-1,0
bitstream_pitch_code,0,0,-1,2
bitstream_p0,0,0,-1,1
bitstream_int_lag,0,0,-1,20
bitstream_frac,0,0,-1,0
bitstream_c,0,0,-1,0
bitstream_s,0,0,-1,15
bitstream_ga,0,0,-1,5
bitstream_gb,0,0,-1,6
state_prev_gp_q14,0,1,-1,10671
state_prev_taming,0,1,-1,0
state_old_exc_energy,0,1,-1,512526894
state_old_exc_max_abs,0,1,-1,8120
state_past_qua_en,0,1,0,-9085
state_past_qua_en,0,1,1,-14336
state_past_qua_en,0,1,2,-14336
state_past_qua_en,0,1,3,-14336
local_window_min,0,1,-1,20
local_window_max,0,1,-1,29
local_int_lag,0,1,-1,24
local_frac,0,1,-1,0
local_pitch_code,0,1,-1,14
local_c,0,1,-1,1041
local_s,0,1,-1,4
local_ga,0,1,-1,5
local_gb,0,1,-1,0
tap_gp_q14,0,1,-1,5143
tap_gc_q12,0,1,-1,7371
tap_taming,0,1,-1,0
tap_abs_pitch,0,1,-1,41033
tap_abs_code,0,1,-1,48688
tap_saturation_count,0,1,-1,0
bitstream_pitch_code,0,1,-1,14
bitstream_int_lag,0,1,-1,24
bitstream_frac,0,1,-1,0
bitstream_c,0,1,-1,3074
bitstream_s,0,1,-1,2
bitstream_ga,0,1,-1,2
bitstream_gb,0,1,-1,12
local_lsp_index,1,-1,0,1
local_lsp_index,1,-1,1,80
local_lsp_index,1,-1,2,8
local_lsp_index,1,-1,3,5
bitstream_lsp_index,1,-1,0,1
bitstream_lsp_index,1,-1,1,80
bitstream_lsp_index,1,-1,2,13
bitstream_lsp_index,1,-1,3,5
state_prev_gp_q14,1,0,-1,5143
state_prev_taming,1,0,-1,0
state_old_exc_energy,1,0,-1,939641853
state_old_exc_max_abs,1,0,-1,8120
state_past_qua_en,1,0,0,-12077
state_past_qua_en,1,0,1,-9085
state_past_qua_en,1,0,2,-14336
state_past_qua_en,1,0,3,-14336
local_window_min,1,0,-1,21
local_window_max,1,0,-1,27
local_int_lag,1,0,-1,24
local_frac,1,0,-1,0
local_pitch_code,1,0,-1,14
local_p0,1,0,-1,1
local_c,1,0,-1,1795
local_s,1,0,-1,4
local_ga,1,0,-1,5
local_gb,1,0,-1,14
tap_gp_q14,1,0,-1,9121
tap_gc_q12,1,0,-1,9310
tap_taming,1,0,-1,0
tap_abs_pitch,1,0,-1,65769
tap_abs_code,1,0,-1,43084
tap_saturation_count,1,0,-1,0
bitstream_pitch_code,1,0,-1,54
bitstream_p0,1,0,-1,0
bitstream_int_lag,1,0,-1,37
bitstream_frac,1,0,-1,1
bitstream_c,1,0,-1,2822
bitstream_s,1,0,-1,15
bitstream_ga,1,0,-1,2
bitstream_gb,1,0,-1,13
state_prev_gp_q14,1,1,-1,9121
state_prev_taming,1,1,-1,0
state_old_exc_energy,1,1,-1,1530642190
state_old_exc_max_abs,1,1,-1,10569
state_past_qua_en,1,1,0,-12366
state_past_qua_en,1,1,1,-12077
state_past_qua_en,1,1,2,-9085
state_past_qua_en,1,1,3,-14336
local_window_min,1,1,-1,20
local_window_max,1,1,-1,29
local_int_lag,1,1,-1,21
local_frac,1,1,-1,0
local_pitch_code,1,1,-1,5
local_c,1,1,-1,5174
local_s,1,1,-1,15
local_ga,1,1,-1,5
local_gb,1,1,-1,6
tap_gp_q14,1,1,-1,1995
tap_gc_q12,1,1,-1,6486
tap_taming,1,1,-1,0
tap_abs_pitch,1,1,-1,16123
tap_abs_code,1,1,-1,33166
tap_saturation_count,1,1,-1,0
bitstream_pitch_code,1,1,-1,2
bitstream_int_lag,1,1,-1,32
bitstream_frac,1,1,-1,0
bitstream_c,1,1,-1,2305
bitstream_s,1,1,-1,6
bitstream_ga,1,1,-1,2
bitstream_gb,1,1,-1,13
local_lsp_index,2,-1,0,1
local_lsp_index,2,-1,1,80
local_lsp_index,2,-1,2,29
local_lsp_index,2,-1,3,5
bitstream_lsp_index,2,-1,0,1
bitstream_lsp_index,2,-1,1,80
bitstream_lsp_index,2,-1,2,29
bitstream_lsp_index,2,-1,3,5
state_prev_gp_q14,2,0,-1,1995
state_prev_taming,2,0,-1,0
state_old_exc_energy,2,0,-1,1677528541
state_old_exc_max_abs,2,0,-1,10569
state_past_qua_en,2,0,0,-15009
state_past_qua_en,2,0,1,-12366
state_past_qua_en,2,0,2,-12077
state_past_qua_en,2,0,3,-9085
local_window_min,2,0,-1,21
local_window_max,2,0,-1,27
local_int_lag,2,0,-1,24
local_frac,2,0,-1,0
local_pitch_code,2,0,-1,14
local_p0,2,0,-1,1
local_c,2,0,-1,7682
local_s,2,0,-1,0
local_ga,2,0,-1,5
local_gb,2,0,-1,0
tap_gp_q14,2,0,-1,5143
tap_gc_q12,2,0,-1,7676
tap_taming,2,0,-1,0
tap_abs_pitch,2,0,-1,33327
tap_abs_code,2,0,-1,33774
tap_saturation_count,2,0,-1,0
bitstream_pitch_code,2,0,-1,38
bitstream_p0,2,0,-1,1
bitstream_int_lag,2,0,-1,32
bitstream_frac,2,0,-1,0
bitstream_c,2,0,-1,3204
bitstream_s,2,0,-1,7
bitstream_ga,2,0,-1,1
bitstream_gb,2,0,-1,5
state_prev_gp_q14,2,1,-1,5143
state_prev_taming,2,1,-1,0
state_old_exc_energy,2,1,-1,1400508145
state_old_exc_max_abs,2,1,-1,10569
state_past_qua_en,2,1,0,-12077
state_past_qua_en,2,1,1,-15009
state_past_qua_en,2,1,2,-12366
state_past_qua_en,2,1,3,-12077
local_window_min,2,1,-1,20
local_window_max,2,1,-1,29
local_int_lag,2,1,-1,24
local_frac,2,1,-1,0
local_pitch_code,2,1,-1,14
local_c,2,1,-1,7225
local_s,2,1,-1,7
local_ga,2,1,-1,5
local_gb,2,1,-1,0
tap_gp_q14,2,1,-1,5143
tap_gc_q12,2,1,-1,7396
tap_taming,2,1,-1,0
tap_abs_pitch,2,1,-1,34278
tap_abs_code,2,1,-1,34228
tap_saturation_count,2,1,-1,0
bitstream_pitch_code,2,1,-1,17
bitstream_int_lag,2,1,-1,32
bitstream_frac,2,1,-1,0
bitstream_c,2,1,-1,9
bitstream_s,2,1,-1,0
bitstream_ga,2,1,-1,7
bitstream_gb,2,1,-1,15
local_lsp_index,3,-1,0,0
local_lsp_index,3,-1,1,72
local_lsp_index,3,-1,2,13
local_lsp_index,3,-1,3,5
bitstream_lsp_index,3,-1,0,1
bitstream_lsp_index,3,-1,1,80
bitstream_lsp_index,3,-1,2,29
bitstream_lsp_index,3,-1,3,5
state_prev_gp_q14,3,0,-1,5143
state_prev_taming,3,0,-1,0
state_old_exc_energy,3,0,-1,1178325385
state_old_exc_max_abs,3,0,-1,10569
state_past_qua_en,3,0,0,-12077
state_past_qua_en,3,0,1,-12077
state_past_qua_en,3,0,2,-15009
state_past_qua_en,3,0,3,-12366
local_window_min,3,0,-1,21
local_window_max,3,0,-1,27
local_int_lag,3,0,-1,24
local_frac,3,0,-1,0
local_pitch_code,3,0,-1,14
local_p0,3,0,-1,1
local_c,3,0,-1,1795
local_s,3,0,-1,4
local_ga,3,0,-1,5
local_gb,3,0,-1,0
tap_gp_q14,3,0,-1,5143
tap_gc_q12,3,0,-1,8043
tap_taming,3,0,-1,0
tap_abs_pitch,3,0,-1,34855
tap_abs_code,3,0,-1,37222
tap_saturation_count,3,0,-1,0
bitstream_pitch_code,3,0,-1,38
bitstream_p0,3,0,-1,1
bitstream_int_lag,3,0,-1,32
bitstream_frac,3,0,-1,0
bitstream_c,3,0,-1,3600
bitstream_s,3,0,-1,4
bitstream_ga,3,0,-1,0
bitstream_gb,3,0,-1,10
state_prev_gp_q14,3,1,-1,5143
state_prev_taming,3,1,-1,0
state_old_exc_energy,3,1,-1,1092966262
state_old_exc_max_abs,3,1,-1,8735
state_past_qua_en,3,1,0,-12077
state_past_qua_en,3,1,1,-12077
state_past_qua_en,3,1,2,-12077
state_past_qua_en,3,1,3,-15009
local_window_min,3,1,-1,20
local_window_max,3,1,-1,29
local_int_lag,3,1,-1,24
local_frac,3,1,-1,0
local_pitch_code,3,1,-1,14
local_c,3,1,-1,1850
local_s,3,1,-1,7
local_ga,3,1,-1,5
local_gb,3,1,-1,0
tap_gp_q14,3,1,-1,5143
tap_gc_q12,3,1,-1,8503
tap_taming,3,1,-1,0
tap_abs_pitch,3,1,-1,35462
tap_abs_code,3,1,-1,39350
tap_saturation_count,3,1,-1,0
bitstream_pitch_code,3,1,-1,17
bitstream_int_lag,3,1,-1,32
bitstream_frac,3,1,-1,0
bitstream_c,3,1,-1,3920
bitstream_s,3,1,-1,0
bitstream_ga,3,1,-1,3
bitstream_gb,3,1,-1,10
local_lsp_index,4,-1,0,1
local_lsp_index,4,-1,1,80
local_lsp_index,4,-1,2,29
local_lsp_index,4,-1,3,5
bitstream_lsp_index,4,-1,0,0
bitstream_lsp_index,4,-1,1,72
bitstream_lsp_index,4,-1,2,8
bitstream_lsp_index,4,-1,3,5
state_prev_gp_q14,4,0,-1,5143
state_prev_taming,4,0,-1,0
state_old_exc_energy,4,0,-1,1234133418
state_old_exc_max_abs,4,0,-1,9193
state_past_qua_en,4,0,0,-12077
state_past_qua_en,4,0,1,-12077
state_past_qua_en,4,0,2,-12077
state_past_qua_en,4,0,3,-12077
local_window_min,4,0,-1,21
local_window_max,4,0,-1,27
local_int_lag,4,0,-1,24
local_frac,4,0,-1,0
local_pitch_code,4,0,-1,14
local_p0,4,0,-1,1
local_c,4,0,-1,1802
local_s,4,0,-1,5
local_ga,4,0,-1,5
local_gb,4,0,-1,6
tap_gp_q14,4,0,-1,1995
tap_gc_q12,4,0,-1,6437
tap_taming,4,0,-1,0
tap_abs_pitch,4,0,-1,13641
tap_abs_code,4,0,-1,31810
tap_saturation_count,4,0,-1,0
bitstream_pitch_code,4,0,-1,38
bitstream_p0,4,0,-1,1
bitstream_int_lag,4,0,-1,32
bitstream_frac,4,0,-1,0
bitstream_c,4,0,-1,3855
bitstream_s,4,0,-1,15
bitstream_ga,4,0,-1,0
bitstream_gb,4,0,-1,8
state_prev_gp_q14,4,1,-1,1995
state_prev_taming,4,1,-1,0
state_old_exc_energy,4,1,-1,1137274651
state_old_exc_max_abs,4,1,-1,9193
state_past_qua_en,4,1,0,-15009
state_past_qua_en,4,1,1,-12077
state_past_qua_en,4,1,2,-12077
state_past_qua_en,4,1,3,-12077
local_window_min,4,1,-1,20
local_window_max,4,1,-1,29
local_int_lag,4,1,-1,24
local_frac,4,1,-1,0
local_pitch_code,4,1,-1,14
local_c,4,1,-1,1546
local_s,4,1,-1,1
local_ga,4,1,-1,5
local_gb,4,1,-1,0
tap_gp_q14,4,1,-1,5143
tap_gc_q12,4,1,-1,7301
tap_taming,4,1,-1,0
tap_abs_pitch,4,1,-1,27987
tap_abs_code,4,1,-1,33584
tap_saturation_count,4,1,-1,0
bitstream_pitch_code,4,1,-1,17
bitstream_int_lag,4,1,-1,32
bitstream_frac,4,1,-1,0
bitstream_c,4,1,-1,4211
bitstream_s,4,1,-1,0
bitstream_ga,4,1,-1,3
bitstream_gb,4,1,-1,15
local_lsp_index,5,-1,0,0
local_lsp_index,5,-1,1,80
local_lsp_index,5,-1,2,31
local_lsp_index,5,-1,3,5
bitstream_lsp_index,5,-1,0,1
bitstream_lsp_index,5,-1,1,80
bitstream_lsp_index,5,-1,2,13
bitstream_lsp_index,5,-1,3,5
state_prev_gp_q14,5,0,-1,5143
state_prev_taming,5,0,-1,0
state_old_exc_energy,5,0,-1,1055243143
state_old_exc_max_abs,5,0,-1,9193
state_past_qua_en,5,0,0,-12077
state_past_qua_en,5,0,1,-15009
state_past_qua_en,5,0,2,-12077
state_past_qua_en,5,0,3,-12077
local_window_min,5,0,-1,21
local_window_max,5,0,-1,27
local_int_lag,5,0,-1,24
local_frac,5,0,-1,0
local_pitch_code,5,0,-1,14
local_p0,5,0,-1,1
local_c,5,0,-1,7225
local_s,5,0,-1,7
local_ga,5,0,-1,5
local_gb,5,0,-1,0
tap_gp_q14,5,0,-1,5143
tap_gc_q12,5,0,-1,7481
tap_taming,5,0,-1,0
tap_abs_pitch,5,0,-1,32300
tap_abs_code,5,0,-1,34620
tap_saturation_count,5,0,-1,0
bitstream_pitch_code,5,0,-1,14
bitstream_p0,5,0,-1,1
bitstream_int_lag,5,0,-1,24
bitstream_frac,5,0,-1,0
bitstream_c,5,0,-1,136
bitstream_s,5,0,-1,15
bitstream_ga,5,0,-1,1
bitstream_gb,5,0,-1,11
state_prev_gp_q14,5,1,-1,5143
state_prev_taming,5,1,-1,0
state_old_exc_energy,5,1,-1,1068519864
state_old_exc_max_abs,5,1,-1,9193
state_past_qua_en,5,1,0,-12077
state_past_qua_en,5,1,1,-12077
state_past_qua_en,5,1,2,-15009
state_past_qua_en,5,1,3,-12077
local_window_min,5,1,-1,20
local_window_max,5,1,-1,29
local_int_lag,5,1,-1,24
local_frac,5,1,-1,0
local_pitch_code,5,1,-1,14
local_c,5,1,-1,1795
local_s,5,1,-1,4
local_ga,5,1,-1,5
local_gb,5,1,-1,0
tap_gp_q14,5,1,-1,5143
tap_gc_q12,5,1,-1,8093
tap_taming,5,1,-1,0
tap_abs_pitch,5,1,-1,34401
tap_abs_code,5,1,-1,37452
tap_saturation_count,5,1,-1,0
bitstream_pitch_code,5,1,-1,14
bitstream_int_lag,5,1,-1,24
bitstream_frac,5,1,-1,0
bitstream_c,5,1,-1,145
bitstream_s,5,1,-1,14
bitstream_ga,5,1,-1,3
bitstream_gb,5,1,-1,15
local_lsp_index,6,-1,0,0
local_lsp_index,6,-1,1,80
local_lsp_index,6,-1,2,29
local_lsp_index,6,-1,3,5
bitstream_lsp_index,6,-1,0,0
bitstream_lsp_index,6,-1,1,80
bitstream_lsp_index,6,-1,2,29
bitstream_lsp_index,6,-1,3,5
state_prev_gp_q14,6,0,-1,5143
state_prev_taming,6,0,-1,0
state_old_exc_energy,6,0,-1,1028737721
state_old_exc_max_abs,6,0,-1,8783
state_past_qua_en,6,0,0,-12077
state_past_qua_en,6,0,1,-12077
state_past_qua_en,6,0,2,-12077
state_past_qua_en,6,0,3,-15009
local_window_min,6,0,-1,21
local_window_max,6,0,-1,27
local_int_lag,6,0,-1,24
local_frac,6,0,-1,0
local_pitch_code,6,0,-1,14
local_p0,6,0,-1,1
local_c,6,0,-1,1850
local_s,6,0,-1,7
local_ga,6,0,-1,5
local_gb,6,0,-1,0
tap_gp_q14,6,0,-1,5143
tap_gc_q12,6,0,-1,8503
tap_taming,6,0,-1,0
tap_abs_pitch,6,0,-1,35408
tap_abs_code,6,0,-1,39350
tap_saturation_count,6,0,-1,0
bitstream_pitch_code,6,0,-1,38
bitstream_p0,6,0,-1,1
bitstream_int_lag,6,0,-1,32
bitstream_frac,6,0,-1,0
bitstream_c,6,0,-1,4224
bitstream_s,6,0,-1,12
bitstream_ga,6,0,-1,7
bitstream_gb,6,0,-1,1
state_prev_gp_q14,6,1,-1,5143
state_prev_taming,6,1,-1,0
state_old_exc_energy,6,1,-1,1188920759
state_old_exc_max_abs,6,1,-1,9191
state_past_qua_en,6,1,0,-12077
state_past_qua_en,6,1,1,-12077
state_past_qua_en,6,1,2,-12077
state_past_qua_en,6,1,3,-12077
local_window_min,6,1,-1,20
local_window_max,6,1,-1,29
local_int_lag,6,1,-1,24
local_frac,6,1,-1,0
local_pitch_code,6,1,-1,14
local_c,6,1,-1,1802
local_s,6,1,-1,5
local_ga,6,1,-1,5
local_gb,6,1,-1,6
tap_gp_q14,6,1,-1,1995
tap_gc_q12,6,1,-1,6437
tap_taming,6,1,-1,0
tap_abs_pitch,6,1,-1,13606
tap_abs_code,6,1,-1,31810
tap_saturation_count,6,1,-1,0
bitstream_pitch_code,6,1,-1,17
bitstream_int_lag,6,1,-1,32
bitstream_frac,6,1,-1,0
bitstream_c,6,1,-1,4272
bitstream_s,6,1,-1,14
bitstream_ga,6,1,-1,1
bitstream_gb,6,1,-1,9
local_lsp_index,7,-1,0,0
local_lsp_index,7,-1,1,80
local_lsp_index,7,-1,2,29
local_lsp_index,7,-1,3,5
bitstream_lsp_index,7,-1,0,0
bitstream_lsp_index,7,-1,1,80
bitstream_lsp_index,7,-1,2,29
bitstream_lsp_index,7,-1,3,5
state_prev_gp_q14,7,0,-1,1995
state_prev_taming,7,0,-1,0
state_old_exc_energy,7,0,-1,1138480559
state_old_exc_max_abs,7,0,-1,9191
state_past_qua_en,7,0,0,-15009
state_past_qua_en,7,0,1,-12077
state_past_qua_en,7,0,2,-12077
state_past_qua_en,7,0,3,-12077
local_window_min,7,0,-1,21
local_window_max,7,0,-1,27
local_int_lag,7,0,-1,24
local_frac,7,0,-1,0
local_pitch_code,7,0,-1,14
local_p0,7,0,-1,1
local_c,7,0,-1,1082
local_s,7,0,-1,7
local_ga,7,0,-1,5
local_gb,7,0,-1,6
tap_gp_q14,7,0,-1,1995
tap_gc_q12,7,0,-1,5251
tap_taming,7,0,-1,0
tap_abs_pitch,7,0,-1,10837
tap_abs_code,7,0,-1,24154
tap_saturation_count,7,0,-1,0
bitstream_pitch_code,7,0,-1,62
bitstream_p0,7,0,-1,1
bitstream_int_lag,7,0,-1,40
bitstream_frac,7,0,-1,0
bitstream_c,7,0,-1,4723
bitstream_s,7,0,-1,7
bitstream_ga,7,0,-1,3
bitstream_gb,7,0,-1,11
state_prev_gp_q14,7,1,-1,1995
state_prev_taming,7,1,-1,0
state_old_exc_energy,7,1,-1,893342772
state_old_exc_max_abs,7,1,-1,9191
state_past_qua_en,7,1,0,-15009
state_past_qua_en,7,1,1,-15009
state_past_qua_en,7,1,2,-12077
state_past_qua_en,7,1,3,-12077
local_window_min,7,1,-1,20
local_window_max,7,1,-1,29
local_int_lag,7,1,-1,24
local_frac,7,1,-1,0
local_pitch_code,7,1,-1,14
local_c,7,1,-1,7225
local_s,7,1,-1,7
local_ga,7,1,-1,5
local_gb,7,1,-1,0
tap_gp_q14,7,1,-1,5143
tap_gc_q12,7,1,-1,6061
tap_taming,7,1,-1,0
tap_abs_pitch,7,1,-1,26764
tap_abs_code,7,1,-1,26668
tap_saturation_count,7,1,-1,0
bitstream_pitch_code,7,1,-1,17
bitstream_int_lag,7,1,-1,40
bitstream_frac,7,1,-1,0
bitstream_c,7,1,-1,788
bitstream_s,7,1,-1,9
bitstream_ga,7,1,-1,5
bitstream_gb,7,1,-1,3
local_lsp_index,8,-1,0,0
local_lsp_index,8,-1,1,72
local_lsp_index,8,-1,2,12
local_lsp_index,8,-1,3,5
bitstream_lsp_index,8,-1,0,0
bitstream_lsp_index,8,-1,1,80
bitstream_lsp_index,8,-1,2,29
bitstream_lsp_index,8,-1,3,5
state_prev_gp_q14,8,0,-1,5143
state_prev_taming,8,0,-1,0
state_old_exc_energy,8,0,-1,823265323
state_old_exc_max_abs,8,0,-1,9191
state_past_qua_en,8,0,0,-12077
state_past_qua_en,8,0,1,-15009
state_past_qua_en,8,0,2,-15009
state_past_qua_en,8,0,3,-12077
local_window_min,8,0,-1,21
local_window_max,8,0,-1,27
local_int_lag,8,0,-1,24
local_frac,8,0,-1,0
local_pitch_code,8,0,-1,14
local_p0,8,0,-1,1
local_c,8,0,-1,1794
local_s,8,0,-1,4
local_ga,8,0,-1,5
local_gb,8,0,-1,0
tap_gp_q14,8,0,-1,5143
tap_gc_q12,8,0,-1,6610
tap_taming,8,0,-1,0
tap_abs_pitch,8,0,-1,32088
tap_abs_code,8,0,-1,32665
tap_saturation_count,8,0,-1,0
bitstream_pitch_code,8,0,-1,62
bitstream_p0,8,0,-1,1
bitstream_int_lag,8,0,-1,40
bitstream_frac,8,0,-1,0
bitstream_c,8,0,-1,379
bitstream_s,8,0,-1,3
bitstream_ga,8,0,-1,3
bitstream_gb,8,0,-1,11
state_prev_gp_q14,8,1,-1,5143
state_prev_taming,8,1,-1,0
state_old_exc_energy,8,1,-1,689679026
state_old_exc_max_abs,8,1,-1,7731
state_past_qua_en,8,1,0,-12077
state_past_qua_en,8,1,1,-12077
state_past_qua_en,8,1,2,-15009
state_past_qua_en,8,1,3,-15009
local_window_min,8,1,-1,20
local_window_max,8,1,-1,29
local_int_lag,8,1,-1,24
local_frac,8,1,-1,0
local_pitch_code,8,1,-1,14
local_c,8,1,-1,1802
local_s,8,1,-1,5
local_ga,8,1,-1,5
local_gb,8,1,-1,0
tap_gp_q14,8,1,-1,5143
tap_gc_q12,8,1,-1,7512
tap_taming,8,1,-1,0
tap_abs_pitch,8,1,-1,32525
tap_abs_code,8,1,-1,37122
tap_saturation_count,8,1,-1,0
bitstream_pitch_code,8,1,-1,17
bitstream_int_lag,8,1,-1,40
bitstream_frac,8,1,-1,0
bitstream_c,8,1,-1,4119
bitstream_s,8,1,-1,12
bitstream_ga,8,1,-1,4
bitstream_gb,8,1,-1,9
local_lsp_index,9,-1,0,0
local_lsp_index,9,-1,1,80
local_lsp_index,9,-1,2,31
local_lsp_index,9,-1,3,5
bitstream_lsp_index,9,-1,0,0
bitstream_lsp_index,9,-1,1,72
bitstream_lsp_index,9,-1,2,12
bitstream_lsp_index,9,-1,3,5
state_prev_gp_q14,9,0,-1,5143
state_prev_taming,9,0,-1,0
state_old_exc_energy,9,0,-1,837428749
state_old_exc_max_abs,9,0,-1,8199
state_past_qua_en,9,0,0,-12077
state_past_qua_en,9,0,1,-12077
state_past_qua_en,9,0,2,-12077
state_past_qua_en,9,0,3,-15009
local_window_min,9,0,-1,21
local_window_max,9,0,-1,27
local_int_lag,9,0,-1,24
local_frac,9,0,-1,0
local_pitch_code,9,0,-1,14
local_p0,9,0,-1,1
local_c,9,0,-1,1802
local_s,9,0,-1,5
local_ga,9,0,-1,5
local_gb,9,0,-1,0
tap_gp_q14,9,0,-1,5143
tap_gc_q12,9,0,-1,8405
tap_taming,9,0,-1,0
tap_abs_pitch,9,0,-1,32884
tap_abs_code,9,0,-1,41534
tap_saturation_count,9,0,-1,0
bitstream_pitch_code,9,0,-1,38
bitstream_p0,9,0,-1,1
bitstream_int_lag,9,0,-1,32
bitstream_frac,9,0,-1,0
bitstream_c,9,0,-1,3179
bitstream_s,9,0,-1,0
bitstream_ga,9,0,-1,7
bitstream_gb,9,0,-1,9
state_prev_gp_q14,9,1,-1,5143
state_prev_taming,9,1,-1,0
state_old_exc_energy,9,1,-1,1086019049
state_old_exc_max_abs,9,1,-1,9093
state_past_qua_en,9,1,0,-12077
state_past_qua_en,9,1,1,-12077
state_past_qua_en,9,1,2,-12077
state_past_qua_en,9,1,3,-12077
local_window_min,9,1,-1,20
local_window_max,9,1,-1,29
local_int_lag,9,1,-1,24
local_frac,9,1,-1,0
local_pitch_code,9,1,-1,14
local_c,9,1,-1,1802
local_s,9,1,-1,5
local_ga,9,1,-1,5
local_gb,9,1,-1,0
tap_gp_q14,9,1,-1,5143
tap_gc_q12,9,1,-1,8951
tap_taming,9,1,-1,0
tap_abs_pitch,9,1,-1,33454
tap_abs_code,9,1,-1,44234
tap_saturation_count,9,1,-1,0
bitstream_pitch_code,9,1,-1,17
bitstream_int_lag,9,1,-1,32
bitstream_frac,9,1,-1,0
bitstream_c,9,1,-1,3927
bitstream_s,9,1,-1,15
bitstream_ga,9,1,-1,3
bitstream_gb,9,1,-1,9
local_lsp_index,10,-1,0,0
local_lsp_index,10,-1,1,80
local_lsp_index,10,-1,2,29
local_lsp_index,10,-1,3,5
bitstream_lsp_index,10,-1,0,0
bitstream_lsp_index,10,-1,1,80
bitstream_lsp_index,10,-1,2,8
bitstream_lsp_index,10,-1,3,5
state_prev_gp_q14,10,0,-1,5143
state_prev_taming,10,0,-1,0
state_old_exc_energy,10,0,-1,1263404123
state_old_exc_max_abs,10,0,-1,9639
state_past_qua_en,10,0,0,-12077
state_past_qua_en,10,0,1,-12077
state_past_qua_en,10,0,2,-12077
state_past_qua_en,10,0,3,-12077
local_window_min,10,0,-1,21
local_window_max,10,0,-1,27
local_int_lag,10,0,-1,24
local_frac,10,0,-1,0
local_pitch_code,10,0,-1,14
local_p0,10,0,-1,1
local_c,10,0,-1,1802
local_s,10,0,-1,5
local_ga,10,0,-1,5
local_gb,10,0,-1,0
tap_gp_q14,10,0,-1,5143
tap_gc_q12,10,0,-1,8951
tap_taming,10,0,-1,0
tap_abs_pitch,10,0,-1,33812
tap_abs_code,10,0,-1,44234
tap_saturation_count,10,0,-1,0
bitstream_pitch_code,10,0,-1,14
bitstream_p0,10,0,-1,1
bitstream_int_lag,10,0,-1,24
bitstream_frac,10,0,-1,0
bitstream_c,10,0,-1,2185
bitstream_s,10,0,-1,3
bitstream_ga,10,0,-1,4
bitstream_gb,10,0,-1,7
state_prev_gp_q14,10,1,-1,5143
state_prev_taming,10,1,-1,0
state_old_exc_energy,10,1,-1,1413531711
state_old_exc_max_abs,10,1,-1,9639
state_past_qua_en,10,1,0,-12077
state_past_qua_en,10,1,1,-12077
state_past_qua_en,10,1,2,-12077
state_past_qua_en,10,1,3,-12077
local_window_min,10,1,-1,20
local_window_max,10,1,-1,29
local_int_lag,10,1,-1,24
local_frac,10,1,-1,0
local_pitch_code,10,1,-1,14
local_c,10,1,-1,1802
local_s,10,1,-1,5
local_ga,10,1,-1,5
local_gb,10,1,-1,6
tap_gp_q14,10,1,-1,1995
tap_gc_q12,10,1,-1,6437
tap_taming,10,1,-1,0
tap_abs_pitch,10,1,-1,13119
tap_abs_code,10,1,-1,31810
tap_saturation_count,10,1,-1,0
bitstream_pitch_code,10,1,-1,14
bitstream_int_lag,10,1,-1,24
bitstream_frac,10,1,-1,0
bitstream_c,10,1,-1,586
bitstream_s,10,1,-1,15
bitstream_ga,10,1,-1,4
bitstream_gb,10,1,-1,7
local_lsp_index,11,-1,0,0
local_lsp_index,11,-1,1,72
local_lsp_index,11,-1,2,21
local_lsp_index,11,-1,3,4
bitstream_lsp_index,11,-1,0,0
bitstream_lsp_index,11,-1,1,80
bitstream_lsp_index,11,-1,2,29
bitstream_lsp_index,11,-1,3,5
state_prev_gp_q14,11,0,-1,1995
state_prev_taming,11,0,-1,0
state_old_exc_energy,11,0,-1,1262975085
state_old_exc_max_abs,11,0,-1,9639
state_past_qua_en,11,0,0,-15009
state_past_qua_en,11,0,1,-12077
state_past_qua_en,11,0,2,-12077
state_past_qua_en,11,0,3,-12077
local_window_min,11,0,-1,21
local_window_max,11,0,-1,27
local_int_lag,11,0,-1,24
local_frac,11,0,-1,0
local_pitch_code,11,0,-1,14
local_p0,11,0,-1,1
local_c,11,0,-1,1546
local_s,11,0,-1,1
local_ga,11,0,-1,5
local_gb,11,0,-1,0
tap_gp_q14,11,0,-1,5143
tap_gc_q12,11,0,-1,7301
