field,frame,sub,index,expected
bitstream_gb,25,0,-1,7
state_prev_gp_q14,25,1,-1,9121
state_prev_taming,25,1,-1,0
state_old_exc_energy,25,1,-1,1222014249
state_old_exc_max_abs,25,1,-1,9466
state_past_qua_en,25,1,0,-12366
state_past_qua_en,25,1,1,-15009
state_past_qua_en,25,1,2,-12077
state_past_qua_en,25,1,3,-10831
local_window_min,25,1,-1,20
local_window_max,25,1,-1,29
local_int_lag,25,1,-1,24
local_frac,25,1,-1,0
local_pitch_code,25,1,-1,14
local_c,25,1,-1,1840
local_s,25,1,-1,7
local_ga,25,1,-1,5
local_gb,25,1,-1,0
tap_gp_q14,25,1,-1,5143
tap_gc_q12,25,1,-1,7159
tap_taming,25,1,-1,0
tap_abs_pitch,25,1,-1,36820
tap_abs_code,25,1,-1,36606
tap_saturation_count,25,1,-1,0
bitstream_pitch_code,25,1,-1,14
bitstream_int_lag,25,1,-1,24
bitstream_frac,25,1,-1,0
bitstream_c,25,1,-1,2051
bitstream_s,25,1,-1,1
bitstream_ga,25,1,-1,1
bitstream_gb,25,1,-1,9
local_lsp_index,26,-1,0,0
local_lsp_index,26,-1,1,80
local_lsp_index,26,-1,2,29
local_lsp_index,26,-1,3,5
bitstream_lsp_index,26,-1,0,0
bitstream_lsp_index,26,-1,1,80
bitstream_lsp_index,26,-1,2,29
bitstream_lsp_index,26,-1,3,5
state_prev_gp_q14,26,0,-1,5143
state_prev_taming,26,0,-1,0
state_old_exc_energy,26,0,-1,1117450973
state_old_exc_max_abs,26,0,-1,9466
state_past_qua_en,26,0,0,-12077
state_past_qua_en,26,0,1,-12366
state_past_qua_en,26,0,2,-15009
state_past_qua_en,26,0,3,-12077
local_window_min,26,0,-1,21
local_window_max,26,0,-1,27
local_int_lag,26,0,-1,24
local_frac,26,0,-1,0
local_pitch_code,26,0,-1,14
local_p0,26,0,-1,1
local_c,26,0,-1,1795
local_s,26,0,-1,4
local_ga,26,0,-1,5
local_gb,26,0,-1,0
tap_gp_q14,26,0,-1,5143
tap_gc_q12,26,0,-1,7946
tap_taming,26,0,-1,0
tap_abs_pitch,26,0,-1,35762
tap_abs_code,26,0,-1,36772
tap_saturation_count,26,0,-1,0
bitstream_pitch_code,26,0,-1,62
bitstream_p0,26,0,-1,1
bitstream_int_lag,26,0,-1,40
bitstream_frac,26,0,-1,0
bitstream_c,26,0,-1,4720
bitstream_s,26,0,-1,6
bitstream_ga,26,0,-1,7
bitstream_gb,26,0,-1,3
state_prev_gp_q14,26,1,-1,5143
state_prev_taming,26,1,-1,0
state_old_exc_energy,26,1,-1,1128429406
state_old_exc_max_abs,26,1,-1,9466
state_past_qua_en,26,1,0,-12077
state_past_qua_en,26,1,1,-12077
state_past_qua_en,26,1,2,-12366
state_past_qua_en,26,1,3,-15009
local_window_min,26,1,-1,20
local_window_max,26,1,-1,29
local_int_lag,26,1,-1,24
local_frac,26,1,-1,0
local_pitch_code,26,1,-1,14
local_c,26,1,-1,7225
local_s,26,1,-1,7
local_ga,26,1,-1,5
local_gb,26,1,-1,0
tap_gp_q14,26,1,-1,5143
tap_gc_q12,26,1,-1,8411
tap_taming,26,1,-1,0
tap_abs_pitch,26,1,-1,34637
tap_abs_code,26,1,-1,38924
tap_saturation_count,26,1,-1,0
bitstream_pitch_code,26,1,-1,17
bitstream_int_lag,26,1,-1,40
bitstream_frac,26,1,-1,0
bitstream_c,26,1,-1,4219
bitstream_s,26,1,-1,15
bitstream_ga,26,1,-1,1
bitstream_gb,26,1,-1,9
local_lsp_index,27,-1,0,0
local_lsp_index,27,-1,1,72
local_lsp_index,27,-1,2,13
local_lsp_index,27,-1,3,5
bitstream_lsp_index,27,-1,0,0
bitstream_lsp_index,27,-1,1,80
bitstream_lsp_index,27,-1,2,29
bitstream_lsp_index,27,-1,3,5
state_prev_gp_q14,27,0,-1,5143
state_prev_taming,27,0,-1,0
state_old_exc_energy,27,0,-1,1286411950
state_old_exc_max_abs,27,0,-1,9466
state_past_qua_en,27,0,0,-12077
state_past_qua_en,27,0,1,-12077
state_past_qua_en,27,0,2,-12077
state_past_qua_en,27,0,3,-12366
local_window_min,27,0,-1,21
local_window_max,27,0,-1,27
local_int_lag,27,0,-1,24
local_frac,27,0,-1,0
local_pitch_code,27,0,-1,14
local_p0,27,0,-1,1
local_c,27,0,-1,1795
local_s,27,0,-1,4
local_ga,27,0,-1,5
local_gb,27,0,-1,0
tap_gp_q14,27,0,-1,5143
tap_gc_q12,27,0,-1,9000
tap_taming,27,0,-1,0
tap_abs_pitch,27,0,-1,35050
tap_abs_code,27,0,-1,41650
tap_saturation_count,27,0,-1,0
bitstream_pitch_code,27,0,-1,14
bitstream_p0,27,0,-1,1
bitstream_int_lag,27,0,-1,24
bitstream_frac,27,0,-1,0
bitstream_c,27,0,-1,3
bitstream_s,27,0,-1,7
bitstream_ga,27,0,-1,7
bitstream_gb,27,0,-1,3
state_prev_gp_q14,27,1,-1,5143
state_prev_taming,27,1,-1,0
state_old_exc_energy,27,1,-1,1297838055
state_old_exc_max_abs,27,1,-1,9690
state_past_qua_en,27,1,0,-12077
state_past_qua_en,27,1,1,-12077
state_past_qua_en,27,1,2,-12077
state_past_qua_en,27,1,3,-12077
local_window_min,27,1,-1,20
local_window_max,27,1,-1,29
local_int_lag,27,1,-1,21
local_frac,27,1,-1,0
local_pitch_code,27,1,-1,5
local_c,27,1,-1,5174
local_s,27,1,-1,15
local_ga,27,1,-1,5
local_gb,27,1,-1,6
tap_gp_q14,27,1,-1,1995
tap_gc_q12,27,1,-1,6512
tap_taming,27,1,-1,0
tap_abs_pitch,27,1,-1,14218
tap_abs_code,27,1,-1,30136
tap_saturation_count,27,1,-1,0
bitstream_pitch_code,27,1,-1,14
bitstream_int_lag,27,1,-1,24
bitstream_frac,27,1,-1,0
bitstream_c,27,1,-1,3693
bitstream_s,27,1,-1,7
bitstream_ga,27,1,-1,0
bitstream_gb,27,1,-1,15
local_lsp_index,28,-1,0,0
local_lsp_index,28,-1,1,80
local_lsp_index,28,-1,2,29
local_lsp_index,28,-1,3,5
bitstream_lsp_index,28,-1,0,1
bitstream_lsp_index,28,-1,1,80
bitstream_lsp_index,28,-1,2,29
bitstream_lsp_index,28,-1,3,5
state_prev_gp_q14,28,0,-1,1995
state_prev_taming,28,0,-1,0
state_old_exc_energy,28,0,-1,1156386296
state_old_exc_max_abs,28,0,-1,9690
state_past_qua_en,28,0,0,-15009
state_past_qua_en,28,0,1,-12077
state_past_qua_en,28,0,2,-12077
state_past_qua_en,28,0,3,-12077
local_window_min,28,0,-1,21
local_window_max,28,0,-1,27
local_int_lag,28,0,-1,24
local_frac,28,0,-1,0
local_pitch_code,28,0,-1,14
local_p0,28,0,-1,1
local_c,28,0,-1,1802
local_s,28,0,-1,5
local_ga,28,0,-1,5
local_gb,28,0,-1,0
tap_gp_q14,28,0,-1,5143
tap_gc_q12,28,0,-1,7301
tap_taming,28,0,-1,0
tap_abs_pitch,28,0,-1,32093
tap_abs_code,28,0,-1,33584
tap_saturation_count,28,0,-1,0
bitstream_pitch_code,28,0,-1,62
bitstream_p0,28,0,-1,1
bitstream_int_lag,28,0,-1,40
bitstream_frac,28,0,-1,0
bitstream_c,28,0,-1,339
bitstream_s,28,0,-1,1
bitstream_ga,28,0,-1,4
bitstream_gb,28,0,-1,11
state_prev_gp_q14,28,1,-1,5143
state_prev_taming,28,1,-1,0
state_old_exc_energy,28,1,-1,1151951290
state_old_exc_max_abs,28,1,-1,9690
state_past_qua_en,28,1,0,-12077
state_past_qua_en,28,1,1,-15009
state_past_qua_en,28,1,2,-12077
state_past_qua_en,28,1,3,-12077
local_window_min,28,1,-1,20
local_window_max,28,1,-1,29
local_int_lag,28,1,-1,24
local_frac,28,1,-1,0
local_pitch_code,28,1,-1,14
local_c,28,1,-1,1802
local_s,28,1,-1,5
local_ga,28,1,-1,5
local_gb,28,1,-1,0
tap_gp_q14,28,1,-1,5143
tap_gc_q12,28,1,-1,7391
tap_taming,28,1,-1,0
tap_abs_pitch,28,1,-1,31988
tap_abs_code,28,1,-1,36524
tap_saturation_count,28,1,-1,0
bitstream_pitch_code,28,1,-1,17
bitstream_int_lag,28,1,-1,40
bitstream_frac,28,1,-1,0
bitstream_c,28,1,-1,4144
bitstream_s,28,1,-1,14
bitstream_ga,28,1,-1,0
bitstream_gb,28,1,-1,15
local_lsp_index,29,-1,0,0
local_lsp_index,29,-1,1,80
local_lsp_index,29,-1,2,29
local_lsp_index,29,-1,3,5
bitstream_lsp_index,29,-1,0,0
bitstream_lsp_index,29,-1,1,72
bitstream_lsp_index,29,-1,2,12
bitstream_lsp_index,29,-1,3,5
state_prev_gp_q14,29,0,-1,5143
state_prev_taming,29,0,-1,0
state_old_exc_energy,29,0,-1,992377723
state_old_exc_max_abs,29,0,-1,9690
state_past_qua_en,29,0,0,-12077
state_past_qua_en,29,0,1,-12077
state_past_qua_en,29,0,2,-15009
state_past_qua_en,29,0,3,-12077
local_window_min,29,0,-1,21
local_window_max,29,0,-1,27
local_int_lag,29,0,-1,24
local_frac,29,0,-1,0
local_pitch_code,29,0,-1,14
local_p0,29,0,-1,1
local_c,29,0,-1,1802
local_s,29,0,-1,5
local_ga,29,0,-1,5
local_gb,29,0,-1,0
tap_gp_q14,29,0,-1,5143
tap_gc_q12,29,0,-1,8000
tap_taming,29,0,-1,0
tap_abs_pitch,29,0,-1,32756
tap_abs_code,29,0,-1,39533
tap_saturation_count,29,0,-1,0
bitstream_pitch_code,29,0,-1,38
bitstream_p0,29,0,-1,1
bitstream_int_lag,29,0,-1,32
bitstream_frac,29,0,-1,0
bitstream_c,29,0,-1,3851
bitstream_s,29,0,-1,14
bitstream_ga,29,0,-1,7
bitstream_gb,29,0,-1,3
state_prev_gp_q14,29,1,-1,5143
state_prev_taming,29,1,-1,0
state_old_exc_energy,29,1,-1,1063416283
state_old_exc_max_abs,29,1,-1,8688
state_past_qua_en,29,1,0,-12077
state_past_qua_en,29,1,1,-12077
state_past_qua_en,29,1,2,-12077
state_past_qua_en,29,1,3,-15009
local_window_min,29,1,-1,20
local_window_max,29,1,-1,29
local_int_lag,29,1,-1,24
local_frac,29,1,-1,0
local_pitch_code,29,1,-1,14
local_c,29,1,-1,1802
local_s,29,1,-1,5
local_ga,29,1,-1,5
local_gb,29,1,-1,0
tap_gp_q14,29,1,-1,5143
tap_gc_q12,29,1,-1,8405
tap_taming,29,1,-1,0
tap_abs_pitch,29,1,-1,33190
tap_abs_code,29,1,-1,41534
tap_saturation_count,29,1,-1,0
bitstream_pitch_code,29,1,-1,17
bitstream_int_lag,29,1,-1,32
bitstream_frac,29,1,-1,0
bitstream_c,29,1,-1,4211
bitstream_s,29,1,-1,0
bitstream_ga,29,1,-1,6
bitstream_gb,29,1,-1,3
local_lsp_index,30,-1,0,0
local_lsp_index,30,-1,1,80
local_lsp_index,30,-1,2,29
local_lsp_index,30,-1,3,5
bitstream_lsp_index,30,-1,0,0
bitstream_lsp_index,30,-1,1,80
bitstream_lsp_index,30,-1,2,8
bitstream_lsp_index,30,-1,3,5
state_prev_gp_q14,30,0,-1,5143
state_prev_taming,30,0,-1,0
state_old_exc_energy,30,0,-1,1180258461
state_old_exc_max_abs,30,0,-1,9093
state_past_qua_en,30,0,0,-12077
state_past_qua_en,30,0,1,-12077
state_past_qua_en,30,0,2,-12077
state_past_qua_en,30,0,3,-12077
local_window_min,30,0,-1,21
local_window_max,30,0,-1,27
local_int_lag,30,0,-1,24
local_frac,30,0,-1,0
local_pitch_code,30,0,-1,14
local_p0,30,0,-1,1
local_c,30,0,-1,1802
local_s,30,0,-1,5
local_ga,30,0,-1,5
local_gb,30,0,-1,6
tap_gp_q14,30,0,-1,1995
tap_gc_q12,30,0,-1,6437
tap_taming,30,0,-1,0
tap_abs_pitch,30,0,-1,12973
tap_abs_code,30,0,-1,31810
tap_saturation_count,30,0,-1,0
bitstream_pitch_code,30,0,-1,14
bitstream_p0,30,0,-1,1
bitstream_int_lag,30,0,-1,24
bitstream_frac,30,0,-1,0
bitstream_c,30,0,-1,3600
bitstream_s,30,0,-1,11
bitstream_ga,30,0,-1,5
bitstream_gb,30,0,-1,1
state_prev_gp_q14,30,1,-1,1995
state_prev_taming,30,1,-1,0
state_old_exc_energy,30,1,-1,1103407448
state_old_exc_max_abs,30,1,-1,9093
state_past_qua_en,30,1,0,-15009
state_past_qua_en,30,1,1,-12077
state_past_qua_en,30,1,2,-12077
state_past_qua_en,30,1,3,-12077
local_window_min,30,1,-1,20
local_window_max,30,1,-1,29
local_int_lag,30,1,-1,24
local_frac,30,1,-1,0
local_pitch_code,30,1,-1,14
local_c,30,1,-1,1082
local_s,30,1,-1,7
local_ga,30,1,-1,5
local_gb,30,1,-1,6
tap_gp_q14,30,1,-1,1995
tap_gc_q12,30,1,-1,5251
tap_taming,30,1,-1,0
tap_abs_pitch,30,1,-1,10843
tap_abs_code,30,1,-1,24154
tap_saturation_count,30,1,-1,0
bitstream_pitch_code,30,1,-1,14
bitstream_int_lag,30,1,-1,24
bitstream_frac,30,1,-1,0
bitstream_c,30,1,-1,2051
bitstream_s,30,1,-1,1
bitstream_ga,30,1,-1,1
bitstream_gb,30,1,-1,9
local_lsp_index,31,-1,0,0
local_lsp_index,31,-1,1,72
local_lsp_index,31,-1,2,29
local_lsp_index,31,-1,3,5
bitstream_lsp_index,31,-1,0,0
bitstream_lsp_index,31,-1,1,80
bitstream_lsp_index,31,-1,2,29
bitstream_lsp_index,31,-1,3,5
state_prev_gp_q14,31,0,-1,1995
state_prev_taming,31,0,-1,0
state_old_exc_energy,31,0,-1,908807614
state_old_exc_max_abs,31,0,-1,9093
state_past_qua_en,31,0,0,-15009
state_past_qua_en,31,0,1,-15009
state_past_qua_en,31,0,2,-12077
state_past_qua_en,31,0,3,-12077
local_window_min,31,0,-1,21
local_window_max,31,0,-1,27
local_int_lag,31,0,-1,24
local_frac,31,0,-1,0
local_pitch_code,31,0,-1,14
local_p0,31,0,-1,1
local_c,31,0,-1,7225
local_s,31,0,-1,7
local_ga,31,0,-1,5
local_gb,31,0,-1,0
tap_gp_q14,31,0,-1,5143
tap_gc_q12,31,0,-1,6061
tap_taming,31,0,-1,0
tap_abs_pitch,31,0,-1,26806
tap_abs_code,31,0,-1,26668
tap_saturation_count,31,0,-1,0
bitstream_pitch_code,31,0,-1,62
bitstream_p0,31,0,-1,1
bitstream_int_lag,31,0,-1,40
bitstream_frac,31,0,-1,0
bitstream_c,31,0,-1,4208
bitstream_s,31,0,-1,14
bitstream_ga,31,0,-1,4
bitstream_gb,31,0,-1,9
state_prev_gp_q14,31,1,-1,5143
state_prev_taming,31,1,-1,0
state_old_exc_energy,31,1,-1,758541673
state_old_exc_max_abs,31,1,-1,9093
state_past_qua_en,31,1,0,-12077
state_past_qua_en,31,1,1,-15009
state_past_qua_en,31,1,2,-15009
state_past_qua_en,31,1,3,-12077
local_window_min,31,1,-1,20
local_window_max,31,1,-1,29
local_int_lag,31,1,-1,24
local_frac,31,1,-1,0
local_pitch_code,31,1,-1,14
local_c,31,1,-1,1795
local_s,31,1,-1,4
local_ga,31,1,-1,5
local_gb,31,1,-1,0
tap_gp_q14,31,1,-1,5143
tap_gc_q12,31,1,-1,6686
tap_taming,31,1,-1,0
tap_abs_pitch,31,1,-1,32154
tap_abs_code,31,1,-1,30942
tap_saturation_count,31,1,-1,0
bitstream_pitch_code,31,1,-1,17
bitstream_int_lag,31,1,-1,40
bitstream_frac,31,1,-1,0
bitstream_c,31,1,-1,7795
bitstream_s,31,1,-1,15
bitstream_ga,31,1,-1,1
bitstream_gb,31,1,-1,9
local_lsp_index,32,-1,0,0
local_lsp_index,32,-1,1,80
local_lsp_index,32,-1,2,29
local_lsp_index,32,-1,3,5
bitstream_lsp_index,32,-1,0,0
bitstream_lsp_index,32,-1,1,80
bitstream_lsp_index,32,-1,2,29
bitstream_lsp_index,32,-1,3,5
state_prev_gp_q14,32,0,-1,5143
state_prev_taming,32,0,-1,0
state_old_exc_energy,32,0,-1,686572329
state_old_exc_max_abs,32,0,-1,7731
state_past_qua_en,32,0,0,-12077
state_past_qua_en,32,0,1,-12077
state_past_qua_en,32,0,2,-15009
state_past_qua_en,32,0,3,-15009
local_window_min,32,0,-1,21
local_window_max,32,0,-1,27
local_int_lag,32,0,-1,24
local_frac,32,0,-1,0
local_pitch_code,32,0,-1,14
local_p0,32,0,-1,1
local_c,32,0,-1,1802
local_s,32,0,-1,5
local_ga,32,0,-1,5
local_gb,32,0,-1,0
tap_gp_q14,32,0,-1,5143
tap_gc_q12,32,0,-1,7512
tap_taming,32,0,-1,0
tap_abs_pitch,32,0,-1,34046
tap_abs_code,32,0,-1,37122
tap_saturation_count,32,0,-1,0
bitstream_pitch_code,32,0,-1,14
bitstream_p0,32,0,-1,1
bitstream_int_lag,32,0,-1,24
bitstream_frac,32,0,-1,0
bitstream_c,32,0,-1,4169
bitstream_s,32,0,-1,12
bitstream_ga,32,0,-1,3
bitstream_gb,32,0,-1,11
state_prev_gp_q14,32,1,-1,5143
state_prev_taming,32,1,-1,0
state_old_exc_energy,32,1,-1,870042849
state_old_exc_max_abs,32,1,-1,9828
state_past_qua_en,32,1,0,-12077
state_past_qua_en,32,1,1,-12077
state_past_qua_en,32,1,2,-12077
state_past_qua_en,32,1,3,-15009
local_window_min,32,1,-1,20
local_window_max,32,1,-1,29
local_int_lag,32,1,-1,24
local_frac,32,1,-1,0
local_pitch_code,32,1,-1,14
local_c,32,1,-1,1802
local_s,32,1,-1,5
local_ga,32,1,-1,5
local_gb,32,1,-1,0
tap_gp_q14,32,1,-1,5143
tap_gc_q12,32,1,-1,8405
tap_taming,32,1,-1,0
tap_abs_pitch,32,1,-1,32683
tap_abs_code,32,1,-1,41534
tap_saturation_count,32,1,-1,0
bitstream_pitch_code,32,1,-1,14
bitstream_int_lag,32,1,-1,24
bitstream_frac,32,1,-1,0
bitstream_c,32,1,-1,291
bitstream_s,32,1,-1,1
bitstream_ga,32,1,-1,1
bitstream_gb,32,1,-1,9
local_lsp_index,33,-1,0,0
local_lsp_index,33,-1,1,80
local_lsp_index,33,-1,2,29
local_lsp_index,33,-1,3,5
bitstream_lsp_index,33,-1,0,1
bitstream_lsp_index,33,-1,1,80
bitstream_lsp_index,33,-1,2,29
bitstream_lsp_index,33,-1,3,5
state_prev_gp_q14,33,0,-1,5143
state_prev_taming,33,0,-1,0
state_old_exc_energy,33,0,-1,1115080060
state_old_exc_max_abs,33,0,-1,9828
state_past_qua_en,33,0,0,-12077
state_past_qua_en,33,0,1,-12077
state_past_qua_en,33,0,2,-12077
state_past_qua_en,33,0,3,-12077
local_window_min,33,0,-1,21
local_window_max,33,0,-1,27
local_int_lag,33,0,-1,24
local_frac,33,0,-1,0
local_pitch_code,33,0,-1,14
local_p0,33,0,-1,1
local_c,33,0,-1,1802
local_s,33,0,-1,5
local_ga,33,0,-1,5
local_gb,33,0,-1,0
tap_gp_q14,33,0,-1,5143
tap_gc_q12,33,0,-1,8951
tap_taming,33,0,-1,0
tap_abs_pitch,33,0,-1,33444
tap_abs_code,33,0,-1,44234
tap_saturation_count,33,0,-1,0
bitstream_pitch_code,33,0,-1,62
bitstream_p0,33,0,-1,1
bitstream_int_lag,33,0,-1,40
bitstream_frac,33,0,-1,0
bitstream_c,33,0,-1,4211
bitstream_s,33,0,-1,15
bitstream_ga,33,0,-1,3
bitstream_gb,33,0,-1,11
state_prev_gp_q14,33,1,-1,5143
state_prev_taming,33,1,-1,0
state_old_exc_energy,33,1,-1,1290320508
state_old_exc_max_abs,33,1,-1,9828
state_past_qua_en,33,1,0,-12077
state_past_qua_en,33,1,1,-12077
state_past_qua_en,33,1,2,-12077
state_past_qua_en,33,1,3,-12077
local_window_min,33,1,-1,20
local_window_max,33,1,-1,29
local_int_lag,33,1,-1,24
local_frac,33,1,-1,0
local_pitch_code,33,1,-1,14
local_c,33,1,-1,1802
local_s,33,1,-1,5
local_ga,33,1,-1,5
local_gb,33,1,-1,0
tap_gp_q14,33,1,-1,5143
tap_gc_q12,33,1,-1,8951
tap_taming,33,1,-1,0
tap_abs_pitch,33,1,-1,33795
tap_abs_code,33,1,-1,44234
tap_saturation_count,33,1,-1,0
bitstream_pitch_code,33,1,-1,17
bitstream_int_lag,33,1,-1,40
bitstream_frac,33,1,-1,0
bitstream_c,33,1,-1,343
bitstream_s,33,1,-1,0
bitstream_ga,33,1,-1,7
bitstream_gb,33,1,-1,3
local_lsp_index,34,-1,0,0
local_lsp_index,34,-1,1,80
local_lsp_index,34,-1,2,29
local_lsp_index,34,-1,3,5
bitstream_lsp_index,34,-1,0,0
bitstream_lsp_index,34,-1,1,72
bitstream_lsp_index,34,-1,2,12
bitstream_lsp_index,34,-1,3,5
state_prev_gp_q14,34,0,-1,5143
state_prev_taming,34,0,-1,0
state_old_exc_energy,34,0,-1,1409088512
state_old_exc_max_abs,34,0,-1,9639
state_past_qua_en,34,0,0,-12077
state_past_qua_en,34,0,1,-12077
state_past_qua_en,34,0,2,-12077
state_past_qua_en,34,0,3,-12077
local_window_min,34,0,-1,21
local_window_max,34,0,-1,27
local_int_lag,34,0,-1,24
local_frac,34,0,-1,0
local_pitch_code,34,0,-1,14
local_p0,34,0,-1,1
local_c,34,0,-1,1802
local_s,34,0,-1,5
local_ga,34,0,-1,5
local_gb,34,0,-1,6
tap_gp_q14,34,0,-1,1995
tap_gc_q12,34,0,-1,6437
tap_taming,34,0,-1,0
tap_abs_pitch,34,0,-1,13116
tap_abs_code,34,0,-1,31810
tap_saturation_count,34,0,-1,0
bitstream_pitch_code,34,0,-1,38
bitstream_p0,34,0,-1,1
bitstream_int_lag,34,0,-1,32
bitstream_frac,34,0,-1,0
bitstream_c,34,0,-1,3695
bitstream_s,34,0,-1,9
bitstream_ga,34,0,-1,0
bitstream_gb,34,0,-1,15
state_prev_gp_q14,34,1,-1,1995
state_prev_taming,34,1,-1,0
state_old_exc_energy,34,1,-1,1262926795
state_old_exc_max_abs,34,1,-1,9639
state_past_qua_en,34,1,0,-15009
state_past_qua_en,34,1,1,-12077
state_past_qua_en,34,1,2,-12077
state_past_qua_en,34,1,3,-12077
local_window_min,34,1,-1,20
local_window_max,34,1,-1,29
local_int_lag,34,1,-1,24
local_frac,34,1,-1,0
local_pitch_code,34,1,-1,14
local_c,34,1,-1,1082
local_s,34,1,-1,7
local_ga,34,1,-1,5
local_gb,34,1,-1,6
tap_gp_q14,34,1,-1,1995
tap_gc_q12,34,1,-1,5251
tap_taming,34,1,-1,0
tap_abs_pitch,34,1,-1,10844
tap_abs_code,34,1,-1,24154
tap_saturation_count,34,1,-1,0
bitstream_pitch_code,34,1,-1,17
bitstream_int_lag,34,1,-1,32
bitstream_frac,34,1,-1,0
bitstream_c,34,1,-1,4211
bitstream_s,34,1,-1,0
bitstream_ga,34,1,-1,3
bitstream_gb,34,1,-1,9
local_lsp_index,35,-1,0,0
local_lsp_index,35,-1,1,80
local_lsp_index,35,-1,2,13
local_lsp_index,35,-1,3,5
bitstream_lsp_index,35,-1,0,0
bitstream_lsp_index,35,-1,1,80
bitstream_lsp_index,35,-1,2,8
bitstream_lsp_index,35,-1,3,5
state_prev_gp_q14,35,0,-1,1995
state_prev_taming,35,0,-1,0
state_old_exc_energy,35,0,-1,994392030
state_old_exc_max_abs,35,0,-1,9639
state_past_qua_en,35,0,0,-15009
state_past_qua_en,35,0,1,-15009
state_past_qua_en,35,0,2,-12077
state_past_qua_en,35,0,3,-12077
local_window_min,35,0,-1,21
local_window_max,35,0,-1,27
local_int_lag,35,0,-1,24
local_frac,35,0,-1,0
local_pitch_code,35,0,-1,14
local_p0,35,0,-1,1
local_c,35,0,-1,7225
local_s,35,0,-1,7
local_ga,35,0,-1,5
local_gb,35,0,-1,0
tap_gp_q14,35,0,-1,5143
tap_gc_q12,35,0,-1,6061
tap_taming,35,0,-1,0
tap_abs_pitch,35,0,-1,26762
tap_abs_code,35,0,-1,26668
tap_saturation_count,35,0,-1,0
bitstream_pitch_code,35,0,-1,14
bitstream_p0,35,0,-1,1
bitstream_int_lag,35,0,-1,24
bitstream_frac,35,0,-1,0
bitstream_c,35,0,-1,264
bitstream_s,35,0,-1,15
bitstream_ga,35,0,-1,7
bitstream_gb,35,0,-1,7
state_prev_gp_q14,35,1,-1,5143
state_prev_taming,35,1,-1,0
state_old_exc_energy,35,1,-1,783656501
state_old_exc_max_abs,35,1,-1,9639
state_past_qua_en,35,1,0,-12077
state_past_qua_en,35,1,1,-15009
state_past_qua_en,35,1,2,-15009
state_past_qua_en,35,1,3,-12077
local_window_min,35,1,-1,20
local_window_max,35,1,-1,29
local_int_lag,35,1,-1,24
local_frac,35,1,-1,0
local_pitch_code,35,1,-1,14
local_c,35,1,-1,1794
local_s,35,1,-1,4
local_ga,35,1,-1,5
local_gb,35,1,-1,0
tap_gp_q14,35,1,-1,5143
tap_gc_q12,35,1,-1,6610
tap_taming,35,1,-1,0
tap_abs_pitch,35,1,-1,32062
tap_abs_code,35,1,-1,32665
tap_saturation_count,35,1,-1,0
bitstream_pitch_code,35,1,-1,14
bitstream_int_lag,35,1,-1,24
bitstream_frac,35,1,-1,0
bitstream_c,35,1,-1,7714
bitstream_s,35,1,-1,9
bitstream_ga,35,1,-1,4
bitstream_gb,35,1,-1,7
local_lsp_index,36,-1,0,1
local_lsp_index,36,-1,1,80
local_lsp_index,36,-1,2,8
local_lsp_index,36,-1,3,4
bitstream_lsp_index,36,-1,0,0
bitstream_lsp_index,36,-1,1,80
bitstream_lsp_index,36,-1,2,29
bitstream_lsp_index,36,-1,3,5
state_prev_gp_q14,36,0,-1,5143
state_prev_taming,36,0,-1,0
state_old_exc_energy,36,0,-1,690114124
state_old_exc_max_abs,36,0,-1,7731
state_past_qua_en,36,0,0,-12077
state_past_qua_en,36,0,1,-12077
state_past_qua_en,36,0,2,-15009
state_past_qua_en,36,0,3,-15009
local_window_min,36,0,-1,21
local_window_max,36,0,-1,27
local_int_lag,36,0,-1,24
local_frac,36,0,-1,0
local_pitch_code,36,0,-1,14
local_p0,36,0,-1,1
local_c,36,0,-1,1802
local_s,36,0,-1,5
local_ga,36,0,-1,5
local_gb,36,0,-1,6
tap_gp_q14,36,0,-1,1995
tap_gc_q12,36,0,-1,5402
tap_taming,36,0,-1,0
tap_abs_pitch,36,0,-1,12605
tap_abs_code,36,0,-1,26696
tap_saturation_count,36,0,-1,0
bitstream_pitch_code,36,0,-1,62
bitstream_p0,36,0,-1,1
bitstream_int_lag,36,0,-1,40
bitstream_frac,36,0,-1,0
bitstream_c,36,0,-1,4595
bitstream_s,36,0,-1,11
bitstream_ga,36,0,-1,1
bitstream_gb,36,0,-1,9
state_prev_gp_q14,36,1,-1,1995
state_prev_taming,36,1,-1,0
state_old_exc_energy,36,1,-1,664752636
state_old_exc_max_abs,36,1,-1,7731
state_past_qua_en,36,1,0,-15009
state_past_qua_en,36,1,1,-12077
state_past_qua_en,36,1,2,-12077
state_past_qua_en,36,1,3,-15009
local_window_min,36,1,-1,20
local_window_max,36,1,-1,29
local_int_lag,36,1,-1,24
local_frac,36,1,-1,0
local_pitch_code,36,1,-1,14
local_c,36,1,-1,1546
local_s,36,1,-1,1
local_ga,36,1,-1,5
local_gb,36,1,-1,6
tap_gp_q14,36,1,-1,1995
tap_gc_q12,36,1,-1,4934
tap_taming,36,1,-1,0
tap_abs_pitch,36,1,-1,10595
tap_abs_code,36,1,-1,22697
tap_saturation_count,36,1,-1,0
bitstream_pitch_code,36,1,-1,17
bitstream_int_lag,36,1,-1,40
bitstream_frac,36,1,-1,0
bitstream_c,36,1,-1,4160
bitstream_s,36,1,-1,12
bitstream_ga,36,1,-1,3
bitstream_gb,36,1,-1,11
